Model type: 	Bend axon, antidromic
Parameter ID:	68
Pulse duration in ms:	0.0021
Field orientation in degrees:	117.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	13.6490 kV/m: 	 no AP.
Increasing amplitude: 	14.8843 kV/m: 	 no AP.
Increasing amplitude: 	16.2315 kV/m: 	 no AP.
Increasing amplitude: 	17.7005 kV/m: 	 no AP.
Increasing amplitude: 	19.3026 kV/m: 	 no AP.
Increasing amplitude: 	21.0496 kV/m: 	 no AP.
Increasing amplitude: 	22.9548 kV/m: 	 no AP.
Increasing amplitude: 	25.0323 kV/m: 	 no AP.
Increasing amplitude: 	27.2980 kV/m: 	 no AP.
Increasing amplitude: 	29.7686 kV/m: 	 no AP.
Increasing amplitude: 	32.4629 kV/m: 	 no AP.
Increasing amplitude: 	35.4011 kV/m: 	 no AP.
Increasing amplitude: 	38.6051 kV/m: 	 no AP.
Increasing amplitude: 	42.0992 kV/m: 	 no AP.
Increasing amplitude: 	45.9095 kV/m: 	 no AP.
Increasing amplitude: 	50.0647 kV/m: 	 no AP.
Increasing amplitude: 	54.5959 kV/m: 	 no AP.
Increasing amplitude: 	59.5373 kV/m: 	 no AP.
Increasing amplitude: 	64.9258 kV/m: 	 no AP.
Increasing amplitude: 	70.8021 kV/m: 	 no AP.
Increasing amplitude: 	77.2103 kV/m: 	 no AP.
Increasing amplitude: 	84.1984 kV/m: 	 no AP.
Increasing amplitude: 	91.8190 kV/m: 	 no AP.
Increasing amplitude: 	0.1001 MV/m: 	 no AP.
Increasing amplitude: 	0.1092 MV/m: 	 no AP.
Increasing amplitude: 	0.1191 MV/m: 	 no AP.
Increasing amplitude: 	0.1299 MV/m: 	 no AP.
Increasing amplitude: 	0.1416 MV/m: 	 no AP.
Increasing amplitude: 	0.1544 MV/m: 	 no AP.
Increasing amplitude: 	0.1684 MV/m: 	 no AP.
Increasing amplitude: 	0.1836 MV/m: 	 no AP.
Increasing amplitude: 	0.2003 MV/m: 	 no AP.
Increasing amplitude: 	0.2184 MV/m: 	 no AP.
Increasing amplitude: 	0.2381 MV/m: 	 no AP.
Increasing amplitude: 	0.2597 MV/m: 	 no AP.
Increasing amplitude: 	0.2832 MV/m: 	 no AP.
Increasing amplitude: 	0.3088 MV/m: 	 no AP.
Increasing amplitude: 	0.3368 MV/m: 	 no AP.
Increasing amplitude: 	0.3673 MV/m: 	 no AP.
