Model type: 	Bend axon, antidromic
Parameter ID:	245
Pulse duration in ms:	0.0450
Field orientation in degrees:	60.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	96.6914  V/m: 	 no AP.
Increasing amplitude: 	0.1054 kV/m: 	 no AP.
Increasing amplitude: 	0.1150 kV/m: 	 no AP.
Increasing amplitude: 	0.1254 kV/m: 	 no AP.
Increasing amplitude: 	0.1367 kV/m: 	 no AP.
Increasing amplitude: 	0.1491 kV/m: 	 no AP.
Increasing amplitude: 	0.1626 kV/m: 	 no AP.
Increasing amplitude: 	0.1773 kV/m: 	 no AP.
Increasing amplitude: 	0.1934 kV/m: 	 no AP.
Increasing amplitude: 	0.2109 kV/m: 	 no AP.
Increasing amplitude: 	0.2300 kV/m: 	 no AP.
Increasing amplitude: 	0.2508 kV/m: 	 no AP.
Increasing amplitude: 	0.2735 kV/m: 	 no AP.
Increasing amplitude: 	0.2982 kV/m: 	 no AP.
Increasing amplitude: 	0.3252 kV/m: 	 no AP.
Increasing amplitude: 	0.3547 kV/m: 	 no AP.
Increasing amplitude: 	0.3868 kV/m: 	 no AP.
Increasing amplitude: 	0.4218 kV/m: 	 no AP.
Increasing amplitude: 	0.4599 kV/m: 	 no AP.
Increasing amplitude: 	0.5016 kV/m: 	 no AP.
Increasing amplitude: 	0.5470 kV/m: 	 no AP.
Increasing amplitude: 	0.5965 kV/m: 	 no AP.
Increasing amplitude: 	0.6505 kV/m: 	 no AP.
Increasing amplitude: 	0.7093 kV/m: 	 no AP.
Increasing amplitude: 	0.7735 kV/m: 	 no AP.
Increasing amplitude: 	0.8435 kV/m: 	 AP.
Lower bound: 0.7735 kV/m.   Upper bound: 0.8435 kV/m.   Search amplitude: 0.8078 kV/m: AP.
Lower bound: 0.7735 kV/m.   Upper bound: 0.8078 kV/m.   Search amplitude: 0.7905 kV/m: no AP.
Lower bound: 0.7905 kV/m.   Upper bound: 0.8078 kV/m.   Search amplitude: 0.7991 kV/m: AP.
Lower bound: 0.7905 kV/m.   Upper bound: 0.7991 kV/m.   Search amplitude: 0.7948 kV/m: no AP.
Lower bound: 0.7948 kV/m.   Upper bound: 0.7991 kV/m.   Search amplitude: 0.7969 kV/m: AP.
Binary search ended. Threshold: 0.7969 kV/m.
 
Run time for search: 3.43 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	86.5624  V/m: 	 no AP.
Increasing amplitude: 	88.4579  V/m: 	 no AP.
Increasing amplitude: 	90.3949  V/m: 	 no AP.
Increasing amplitude: 	92.3743  V/m: 	 no AP.
Increasing amplitude: 	94.3970  V/m: 	 no AP.
Increasing amplitude: 	96.4640  V/m: 	 no AP.
Increasing amplitude: 	98.5763  V/m: 	 no AP.
Increasing amplitude: 	0.1007 kV/m: 	 no AP.
Increasing amplitude: 	0.1029 kV/m: 	 no AP.
Increasing amplitude: 	0.1052 kV/m: 	 no AP.
Increasing amplitude: 	0.1075 kV/m: 	 no AP.
Increasing amplitude: 	0.1099 kV/m: 	 no AP.
Increasing amplitude: 	0.1123 kV/m: 	 no AP.
Increasing amplitude: 	0.1147 kV/m: 	 no AP.
Increasing amplitude: 	0.1172 kV/m: 	 no AP.
Increasing amplitude: 	0.1198 kV/m: 	 no AP.
Increasing amplitude: 	0.1224 kV/m: 	 no AP.
Increasing amplitude: 	0.1251 kV/m: 	 no AP.
Increasing amplitude: 	0.1278 kV/m: 	 no AP.
Increasing amplitude: 	0.1306 kV/m: 	 no AP.
Increasing amplitude: 	0.1335 kV/m: 	 no AP.
Increasing amplitude: 	0.1364 kV/m: 	 no AP.
Increasing amplitude: 	0.1394 kV/m: 	 no AP.
Increasing amplitude: 	0.1425 kV/m: 	 no AP.
Increasing amplitude: 	0.1456 kV/m: 	 no AP.
Increasing amplitude: 	0.1488 kV/m: 	 no AP.
Increasing amplitude: 	0.1520 kV/m: 	 no AP.
Increasing amplitude: 	0.1554 kV/m: 	 no AP.
Increasing amplitude: 	0.1588 kV/m: 	 no AP.
Increasing amplitude: 	0.1622 kV/m: 	 no AP.
Increasing amplitude: 	0.1658 kV/m: 	 no AP.
Increasing amplitude: 	0.1694 kV/m: 	 no AP.
Increasing amplitude: 	0.1731 kV/m: 	 no AP.
Increasing amplitude: 	0.1769 kV/m: 	 no AP.
Increasing amplitude: 	0.1808 kV/m: 	 no AP.
Increasing amplitude: 	0.1847 kV/m: 	 no AP.
Increasing amplitude: 	0.1888 kV/m: 	 no AP.
Increasing amplitude: 	0.1929 kV/m: 	 no AP.
Increasing amplitude: 	0.1972 kV/m: 	 no AP.
Increasing amplitude: 	0.2015 kV/m: 	 no AP.
Increasing amplitude: 	0.2059 kV/m: 	 no AP.
Increasing amplitude: 	0.2104 kV/m: 	 no AP.
Increasing amplitude: 	0.2150 kV/m: 	 no AP.
Increasing amplitude: 	0.2197 kV/m: 	 no AP.
Increasing amplitude: 	0.2245 kV/m: 	 no AP.
Increasing amplitude: 	0.2294 kV/m: 	 no AP.
Increasing amplitude: 	0.2345 kV/m: 	 no AP.
Increasing amplitude: 	0.2396 kV/m: 	 no AP.
Increasing amplitude: 	0.2448 kV/m: 	 no AP.
Increasing amplitude: 	0.2502 kV/m: 	 no AP.
Increasing amplitude: 	0.2557 kV/m: 	 no AP.
Increasing amplitude: 	0.2613 kV/m: 	 no AP.
Increasing amplitude: 	0.2670 kV/m: 	 no AP.
Increasing amplitude: 	0.2728 kV/m: 	 no AP.
Increasing amplitude: 	0.2788 kV/m: 	 no AP.
Increasing amplitude: 	0.2849 kV/m: 	 no AP.
Increasing amplitude: 	0.2912 kV/m: 	 no AP.
Increasing amplitude: 	0.2975 kV/m: 	 no AP.
Increasing amplitude: 	0.3041 kV/m: 	 no AP.
Increasing amplitude: 	0.3107 kV/m: 	 no AP.
Increasing amplitude: 	0.3175 kV/m: 	 no AP.
Increasing amplitude: 	0.3245 kV/m: 	 no AP.
Increasing amplitude: 	0.3316 kV/m: 	 no AP.
Increasing amplitude: 	0.3388 kV/m: 	 no AP.
Increasing amplitude: 	0.3462 kV/m: 	 no AP.
Increasing amplitude: 	0.3538 kV/m: 	 no AP.
Increasing amplitude: 	0.3616 kV/m: 	 no AP.
Increasing amplitude: 	0.3695 kV/m: 	 no AP.
Increasing amplitude: 	0.3776 kV/m: 	 no AP.
Increasing amplitude: 	0.3859 kV/m: 	 no AP.
Increasing amplitude: 	0.3943 kV/m: 	 no AP.
Increasing amplitude: 	0.4029 kV/m: 	 no AP.
Increasing amplitude: 	0.4118 kV/m: 	 no AP.
Increasing amplitude: 	0.4208 kV/m: 	 no AP.
Increasing amplitude: 	0.4300 kV/m: 	 no AP.
Increasing amplitude: 	0.4394 kV/m: 	 no AP.
Increasing amplitude: 	0.4490 kV/m: 	 no AP.
Increasing amplitude: 	0.4589 kV/m: 	 no AP.
Increasing amplitude: 	0.4689 kV/m: 	 no AP.
Increasing amplitude: 	0.4792 kV/m: 	 no AP.
Increasing amplitude: 	0.4897 kV/m: 	 no AP.
Increasing amplitude: 	0.5004 kV/m: 	 no AP.
Increasing amplitude: 	0.5114 kV/m: 	 no AP.
Increasing amplitude: 	0.5225 kV/m: 	 no AP.
Increasing amplitude: 	0.5340 kV/m: 	 no AP.
Increasing amplitude: 	0.5457 kV/m: 	 no AP.
Increasing amplitude: 	0.5576 kV/m: 	 no AP.
Increasing amplitude: 	0.5698 kV/m: 	 no AP.
Increasing amplitude: 	0.5823 kV/m: 	 no AP.
Increasing amplitude: 	0.5951 kV/m: 	 no AP.
Increasing amplitude: 	0.6081 kV/m: 	 no AP.
Increasing amplitude: 	0.6214 kV/m: 	 no AP.
Increasing amplitude: 	0.6350 kV/m: 	 no AP.
Increasing amplitude: 	0.6489 kV/m: 	 no AP.
Increasing amplitude: 	0.6631 kV/m: 	 no AP.
Increasing amplitude: 	0.6777 kV/m: 	 no AP.
Increasing amplitude: 	0.6925 kV/m: 	 no AP.
Increasing amplitude: 	0.7077 kV/m: 	 no AP.
Increasing amplitude: 	0.7232 kV/m: 	 no AP.
