Model type: 	Bend axon, antidromic
Parameter ID:	243
Pulse duration in ms:	0.0450
Field orientation in degrees:	30.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	55.8248  V/m: 	 no AP.
Increasing amplitude: 	60.8774  V/m: 	 no AP.
Increasing amplitude: 	66.3873  V/m: 	 no AP.
Increasing amplitude: 	72.3958  V/m: 	 no AP.
Increasing amplitude: 	78.9482  V/m: 	 no AP.
Increasing amplitude: 	86.0936  V/m: 	 no AP.
Increasing amplitude: 	93.8858  V/m: 	 no AP.
Increasing amplitude: 	0.1024 kV/m: 	 no AP.
Increasing amplitude: 	0.1116 kV/m: 	 no AP.
Increasing amplitude: 	0.1218 kV/m: 	 no AP.
Increasing amplitude: 	0.1328 kV/m: 	 no AP.
Increasing amplitude: 	0.1448 kV/m: 	 no AP.
Increasing amplitude: 	0.1579 kV/m: 	 no AP.
Increasing amplitude: 	0.1722 kV/m: 	 no AP.
Increasing amplitude: 	0.1878 kV/m: 	 no AP.
Increasing amplitude: 	0.2048 kV/m: 	 no AP.
Increasing amplitude: 	0.2233 kV/m: 	 no AP.
Increasing amplitude: 	0.2435 kV/m: 	 no AP.
Increasing amplitude: 	0.2655 kV/m: 	 no AP.
Increasing amplitude: 	0.2896 kV/m: 	 no AP.
Increasing amplitude: 	0.3158 kV/m: 	 no AP.
Increasing amplitude: 	0.3444 kV/m: 	 no AP.
Increasing amplitude: 	0.3755 kV/m: 	 no AP.
Increasing amplitude: 	0.4095 kV/m: 	 no AP.
Increasing amplitude: 	0.4466 kV/m: 	 no AP.
Increasing amplitude: 	0.4870 kV/m: 	 no AP.
Increasing amplitude: 	0.5311 kV/m: 	 AP.
Lower bound: 0.4870 kV/m.   Upper bound: 0.5311 kV/m.   Search amplitude: 0.5086 kV/m: no AP.
Lower bound: 0.5086 kV/m.   Upper bound: 0.5311 kV/m.   Search amplitude: 0.5197 kV/m: AP.
Lower bound: 0.5086 kV/m.   Upper bound: 0.5197 kV/m.   Search amplitude: 0.5141 kV/m: AP.
Lower bound: 0.5086 kV/m.   Upper bound: 0.5141 kV/m.   Search amplitude: 0.5113 kV/m: no AP.
Lower bound: 0.5113 kV/m.   Upper bound: 0.5141 kV/m.   Search amplitude: 0.5127 kV/m: AP.
Binary search ended. Threshold: 0.5127 kV/m.
 
Run time for search: 3.35 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	55.6935  V/m: 	 no AP.
Increasing amplitude: 	56.9131  V/m: 	 no AP.
Increasing amplitude: 	58.1593  V/m: 	 no AP.
Increasing amplitude: 	59.4328  V/m: 	 no AP.
Increasing amplitude: 	60.7342  V/m: 	 no AP.
Increasing amplitude: 	62.0641  V/m: 	 no AP.
Increasing amplitude: 	63.4232  V/m: 	 no AP.
Increasing amplitude: 	64.8119  V/m: 	 no AP.
Increasing amplitude: 	66.2311  V/m: 	 no AP.
Increasing amplitude: 	67.6814  V/m: 	 no AP.
Increasing amplitude: 	69.1634  V/m: 	 no AP.
Increasing amplitude: 	70.6779  V/m: 	 no AP.
Increasing amplitude: 	72.2256  V/m: 	 no AP.
Increasing amplitude: 	73.8071  V/m: 	 no AP.
Increasing amplitude: 	75.4233  V/m: 	 no AP.
Increasing amplitude: 	77.0748  V/m: 	 no AP.
Increasing amplitude: 	78.7625  V/m: 	 no AP.
Increasing amplitude: 	80.4872  V/m: 	 no AP.
Increasing amplitude: 	82.2497  V/m: 	 no AP.
Increasing amplitude: 	84.0507  V/m: 	 no AP.
Increasing amplitude: 	85.8912  V/m: 	 no AP.
Increasing amplitude: 	87.7719  V/m: 	 no AP.
Increasing amplitude: 	89.6939  V/m: 	 no AP.
Increasing amplitude: 	91.6579  V/m: 	 no AP.
Increasing amplitude: 	93.6650  V/m: 	 no AP.
Increasing amplitude: 	95.7160  V/m: 	 no AP.
Increasing amplitude: 	97.8119  V/m: 	 no AP.
Increasing amplitude: 	99.9537  V/m: 	 no AP.
Increasing amplitude: 	0.1021 kV/m: 	 no AP.
Increasing amplitude: 	0.1044 kV/m: 	 no AP.
Increasing amplitude: 	0.1067 kV/m: 	 no AP.
Increasing amplitude: 	0.1090 kV/m: 	 no AP.
Increasing amplitude: 	0.1114 kV/m: 	 no AP.
Increasing amplitude: 	0.1138 kV/m: 	 no AP.
Increasing amplitude: 	0.1163 kV/m: 	 no AP.
Increasing amplitude: 	0.1189 kV/m: 	 no AP.
Increasing amplitude: 	0.1215 kV/m: 	 no AP.
Increasing amplitude: 	0.1241 kV/m: 	 no AP.
Increasing amplitude: 	0.1268 kV/m: 	 no AP.
Increasing amplitude: 	0.1296 kV/m: 	 no AP.
Increasing amplitude: 	0.1325 kV/m: 	 no AP.
Increasing amplitude: 	0.1354 kV/m: 	 no AP.
Increasing amplitude: 	0.1383 kV/m: 	 no AP.
Increasing amplitude: 	0.1414 kV/m: 	 no AP.
Increasing amplitude: 	0.1445 kV/m: 	 no AP.
Increasing amplitude: 	0.1476 kV/m: 	 no AP.
Increasing amplitude: 	0.1508 kV/m: 	 no AP.
Increasing amplitude: 	0.1541 kV/m: 	 no AP.
Increasing amplitude: 	0.1575 kV/m: 	 no AP.
Increasing amplitude: 	0.1610 kV/m: 	 no AP.
Increasing amplitude: 	0.1645 kV/m: 	 no AP.
Increasing amplitude: 	0.1681 kV/m: 	 no AP.
Increasing amplitude: 	0.1718 kV/m: 	 no AP.
Increasing amplitude: 	0.1755 kV/m: 	 no AP.
Increasing amplitude: 	0.1794 kV/m: 	 no AP.
Increasing amplitude: 	0.1833 kV/m: 	 no AP.
Increasing amplitude: 	0.1873 kV/m: 	 no AP.
Increasing amplitude: 	0.1914 kV/m: 	 no AP.
Increasing amplitude: 	0.1956 kV/m: 	 no AP.
Increasing amplitude: 	0.1999 kV/m: 	 no AP.
Increasing amplitude: 	0.2043 kV/m: 	 no AP.
Increasing amplitude: 	0.2088 kV/m: 	 no AP.
Increasing amplitude: 	0.2133 kV/m: 	 no AP.
Increasing amplitude: 	0.2180 kV/m: 	 no AP.
Increasing amplitude: 	0.2228 kV/m: 	 no AP.
Increasing amplitude: 	0.2277 kV/m: 	 no AP.
Increasing amplitude: 	0.2326 kV/m: 	 no AP.
Increasing amplitude: 	0.2377 kV/m: 	 no AP.
Increasing amplitude: 	0.2429 kV/m: 	 no AP.
Increasing amplitude: 	0.2483 kV/m: 	 no AP.
Increasing amplitude: 	0.2537 kV/m: 	 no AP.
Increasing amplitude: 	0.2592 kV/m: 	 no AP.
Increasing amplitude: 	0.2649 kV/m: 	 no AP.
Increasing amplitude: 	0.2707 kV/m: 	 no AP.
Increasing amplitude: 	0.2767 kV/m: 	 no AP.
Increasing amplitude: 	0.2827 kV/m: 	 no AP.
Increasing amplitude: 	0.2889 kV/m: 	 no AP.
Increasing amplitude: 	0.2952 kV/m: 	 no AP.
Increasing amplitude: 	0.3017 kV/m: 	 no AP.
Increasing amplitude: 	0.3083 kV/m: 	 no AP.
Increasing amplitude: 	0.3151 kV/m: 	 no AP.
Increasing amplitude: 	0.3219 kV/m: 	 no AP.
Increasing amplitude: 	0.3290 kV/m: 	 no AP.
Increasing amplitude: 	0.3362 kV/m: 	 no AP.
Increasing amplitude: 	0.3436 kV/m: 	 no AP.
Increasing amplitude: 	0.3511 kV/m: 	 no AP.
Increasing amplitude: 	0.3588 kV/m: 	 no AP.
Increasing amplitude: 	0.3666 kV/m: 	 no AP.
Increasing amplitude: 	0.3747 kV/m: 	 no AP.
Increasing amplitude: 	0.3829 kV/m: 	 no AP.
Increasing amplitude: 	0.3912 kV/m: 	 no AP.
Increasing amplitude: 	0.3998 kV/m: 	 no AP.
Increasing amplitude: 	0.4086 kV/m: 	 no AP.
Increasing amplitude: 	0.4175 kV/m: 	 no AP.
Increasing amplitude: 	0.4267 kV/m: 	 no AP.
Increasing amplitude: 	0.4360 kV/m: 	 no AP.
Increasing amplitude: 	0.4455 kV/m: 	 no AP.
Increasing amplitude: 	0.4553 kV/m: 	 no AP.
Increasing amplitude: 	0.4653 kV/m: 	 no AP.
Increasing amplitude: 	0.4755 kV/m: 	 no AP.
Increasing amplitude: 	0.4859 kV/m: 	 no AP.
Increasing amplitude: 	0.4965 kV/m: 	 no AP.
Increasing amplitude: 	0.5074 kV/m: 	 no AP.
Increasing amplitude: 	0.5185 kV/m: 	 AP.
Lower bound: 0.5074 kV/m.   Upper bound: 0.5185 kV/m.   Search amplitude: 0.5129 kV/m: AP.
Lower bound: 0.5074 kV/m.   Upper bound: 0.5129 kV/m.   Search amplitude: 0.5101 kV/m: no AP.
Lower bound: 0.5101 kV/m.   Upper bound: 0.5129 kV/m.   Search amplitude: 0.5115 kV/m: AP.
Binary search ended. Threshold: 0.5115 kV/m.
Percentage difference: 0.000 %.
 
Run time for search: 80.15 min.
 
-----------------------------------------------------------
Total run time: 83.496 min.
Results saved in UF_BndA_HH/Results/result_243.mat.
