Model type: 	Bend axon, antidromic
Parameter ID:	349
Pulse duration in ms:	0.2100
Field orientation in degrees:	109.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.1583 kV/m: 	 no AP.
Increasing amplitude: 	0.1726 kV/m: 	 no AP.
Increasing amplitude: 	0.1882 kV/m: 	 no AP.
Increasing amplitude: 	0.2053 kV/m: 	 no AP.
Increasing amplitude: 	0.2238 kV/m: 	 no AP.
Increasing amplitude: 	0.2441 kV/m: 	 no AP.
Increasing amplitude: 	0.2662 kV/m: 	 no AP.
Increasing amplitude: 	0.2903 kV/m: 	 no AP.
Increasing amplitude: 	0.3166 kV/m: 	 no AP.
Increasing amplitude: 	0.3452 kV/m: 	 no AP.
Increasing amplitude: 	0.3765 kV/m: 	 no AP.
Increasing amplitude: 	0.4105 kV/m: 	 no AP.
Increasing amplitude: 	0.4477 kV/m: 	 no AP.
Increasing amplitude: 	0.4882 kV/m: 	 no AP.
Increasing amplitude: 	0.5324 kV/m: 	 no AP.
Increasing amplitude: 	0.5806 kV/m: 	 no AP.
Increasing amplitude: 	0.6331 kV/m: 	 no AP.
Increasing amplitude: 	0.6904 kV/m: 	 no AP.
Increasing amplitude: 	0.7529 kV/m: 	 no AP.
Increasing amplitude: 	0.8211 kV/m: 	 no AP.
Increasing amplitude: 	0.8954 kV/m: 	 no AP.
Increasing amplitude: 	0.9764 kV/m: 	 no AP.
Increasing amplitude: 	1.0648 kV/m: 	 no AP.
Increasing amplitude: 	1.1612 kV/m: 	 no AP.
Increasing amplitude: 	1.2663 kV/m: 	 no AP.
Increasing amplitude: 	1.3809 kV/m: 	 no AP.
Increasing amplitude: 	1.5059 kV/m: 	 no AP.
Increasing amplitude: 	1.6421 kV/m: 	 no AP.
Increasing amplitude: 	1.7908 kV/m: 	 no AP.
Increasing amplitude: 	1.9528 kV/m: 	 no AP.
Increasing amplitude: 	2.1296 kV/m: 	 no AP.
Increasing amplitude: 	2.3223 kV/m: 	 no AP.
Increasing amplitude: 	2.5325 kV/m: 	 no AP.
Increasing amplitude: 	2.7617 kV/m: 	 no AP.
