Model type: 	Bend axon, antidromic
Parameter ID:	364
Pulse duration in ms:	0.3100
Field orientation in degrees:	45.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	13.2017  V/m: 	 no AP.
Increasing amplitude: 	14.3966  V/m: 	 no AP.
Increasing amplitude: 	15.6996  V/m: 	 no AP.
Increasing amplitude: 	17.1205  V/m: 	 no AP.
Increasing amplitude: 	18.6700  V/m: 	 no AP.
Increasing amplitude: 	20.3598  V/m: 	 no AP.
Increasing amplitude: 	22.2025  V/m: 	 no AP.
Increasing amplitude: 	24.2120  V/m: 	 no AP.
Increasing amplitude: 	26.4034  V/m: 	 no AP.
Increasing amplitude: 	28.7931  V/m: 	 no AP.
Increasing amplitude: 	31.3991  V/m: 	 no AP.
Increasing amplitude: 	34.2410  V/m: 	 no AP.
Increasing amplitude: 	37.3401  V/m: 	 no AP.
Increasing amplitude: 	40.7196  V/m: 	 no AP.
Increasing amplitude: 	44.4051  V/m: 	 no AP.
Increasing amplitude: 	48.4241  V/m: 	 no AP.
Increasing amplitude: 	52.8068  V/m: 	 no AP.
Increasing amplitude: 	57.5863  V/m: 	 no AP.
Increasing amplitude: 	62.7983  V/m: 	 no AP.
Increasing amplitude: 	68.4820  V/m: 	 no AP.
Increasing amplitude: 	74.6801  V/m: 	 no AP.
Increasing amplitude: 	81.4393  V/m: 	 no AP.
Increasing amplitude: 	88.8102  V/m: 	 no AP.
Increasing amplitude: 	96.8482  V/m: 	 no AP.
Increasing amplitude: 	0.1056 kV/m: 	 AP.
Lower bound: 96.8482  V/m.   Upper bound: 0.1056 kV/m.   Search amplitude: 0.1011 kV/m: no AP.
Lower bound: 0.1011 kV/m.   Upper bound: 0.1056 kV/m.   Search amplitude: 0.1034 kV/m: AP.
Lower bound: 0.1011 kV/m.   Upper bound: 0.1034 kV/m.   Search amplitude: 0.1022 kV/m: AP.
Lower bound: 0.1011 kV/m.   Upper bound: 0.1022 kV/m.   Search amplitude: 0.1017 kV/m: AP.
Lower bound: 0.1011 kV/m.   Upper bound: 0.1017 kV/m.   Search amplitude: 0.1014 kV/m: AP.
Binary search ended. Threshold: 0.1014 kV/m.
 
Run time for search: 3.09 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	11.0154  V/m: 	 no AP.
Increasing amplitude: 	11.2566  V/m: 	 no AP.
Increasing amplitude: 	11.5030  V/m: 	 no AP.
Increasing amplitude: 	11.7549  V/m: 	 no AP.
Increasing amplitude: 	12.0123  V/m: 	 no AP.
Increasing amplitude: 	12.2754  V/m: 	 no AP.
Increasing amplitude: 	12.5442  V/m: 	 no AP.
Increasing amplitude: 	12.8188  V/m: 	 no AP.
Increasing amplitude: 	13.0995  V/m: 	 no AP.
Increasing amplitude: 	13.3864  V/m: 	 no AP.
Increasing amplitude: 	13.6795  V/m: 	 no AP.
Increasing amplitude: 	13.9790  V/m: 	 no AP.
Increasing amplitude: 	14.2851  V/m: 	 no AP.
Increasing amplitude: 	14.5979  V/m: 	 no AP.
Increasing amplitude: 	14.9176  V/m: 	 no AP.
Increasing amplitude: 	15.2443  V/m: 	 no AP.
Increasing amplitude: 	15.5781  V/m: 	 no AP.
Increasing amplitude: 	15.9192  V/m: 	 no AP.
Increasing amplitude: 	16.2678  V/m: 	 no AP.
Increasing amplitude: 	16.6240  V/m: 	 no AP.
Increasing amplitude: 	16.9880  V/m: 	 no AP.
Increasing amplitude: 	17.3600  V/m: 	 no AP.
Increasing amplitude: 	17.7401  V/m: 	 no AP.
Increasing amplitude: 	18.1286  V/m: 	 no AP.
Increasing amplitude: 	18.5255  V/m: 	 no AP.
Increasing amplitude: 	18.9312  V/m: 	 no AP.
Increasing amplitude: 	19.3457  V/m: 	 no AP.
Increasing amplitude: 	19.7694  V/m: 	 no AP.
Increasing amplitude: 	20.2022  V/m: 	 no AP.
Increasing amplitude: 	20.6446  V/m: 	 no AP.
Increasing amplitude: 	21.0967  V/m: 	 no AP.
Increasing amplitude: 	21.5586  V/m: 	 no AP.
Increasing amplitude: 	22.0307  V/m: 	 no AP.
Increasing amplitude: 	22.5131  V/m: 	 no AP.
Increasing amplitude: 	23.0061  V/m: 	 no AP.
Increasing amplitude: 	23.5099  V/m: 	 no AP.
Increasing amplitude: 	24.0247  V/m: 	 no AP.
Increasing amplitude: 	24.5507  V/m: 	 no AP.
Increasing amplitude: 	25.0883  V/m: 	 no AP.
Increasing amplitude: 	25.6377  V/m: 	 no AP.
Increasing amplitude: 	26.1991  V/m: 	 no AP.
Increasing amplitude: 	26.7728  V/m: 	 no AP.
Increasing amplitude: 	27.3590  V/m: 	 no AP.
Increasing amplitude: 	27.9581  V/m: 	 no AP.
Increasing amplitude: 	28.5703  V/m: 	 no AP.
Increasing amplitude: 	29.1959  V/m: 	 no AP.
Increasing amplitude: 	29.8352  V/m: 	 no AP.
Increasing amplitude: 	30.4885  V/m: 	 no AP.
Increasing amplitude: 	31.1561  V/m: 	 no AP.
Increasing amplitude: 	31.8384  V/m: 	 no AP.
Increasing amplitude: 	32.5355  V/m: 	 no AP.
Increasing amplitude: 	33.2480  V/m: 	 no AP.
Increasing amplitude: 	33.9760  V/m: 	 no AP.
Increasing amplitude: 	34.7200  V/m: 	 no AP.
Increasing amplitude: 	35.4802  V/m: 	 no AP.
Increasing amplitude: 	36.2572  V/m: 	 no AP.
Increasing amplitude: 	37.0511  V/m: 	 no AP.
Increasing amplitude: 	37.8624  V/m: 	 no AP.
Increasing amplitude: 	38.6915  V/m: 	 no AP.
Increasing amplitude: 	39.5387  V/m: 	 no AP.
Increasing amplitude: 	40.4045  V/m: 	 no AP.
Increasing amplitude: 	41.2892  V/m: 	 no AP.
Increasing amplitude: 	42.1934  V/m: 	 no AP.
Increasing amplitude: 	43.1173  V/m: 	 no AP.
Increasing amplitude: 	44.0614  V/m: 	 no AP.
Increasing amplitude: 	45.0262  V/m: 	 no AP.
Increasing amplitude: 	46.0122  V/m: 	 no AP.
Increasing amplitude: 	47.0197  V/m: 	 no AP.
Increasing amplitude: 	48.0493  V/m: 	 no AP.
Increasing amplitude: 	49.1015  V/m: 	 no AP.
Increasing amplitude: 	50.1766  V/m: 	 no AP.
Increasing amplitude: 	51.2754  V/m: 	 no AP.
Increasing amplitude: 	52.3981  V/m: 	 no AP.
Increasing amplitude: 	53.5455  V/m: 	 no AP.
Increasing amplitude: 	54.7180  V/m: 	 no AP.
Increasing amplitude: 	55.9162  V/m: 	 no AP.
