Model type: 	Bend axon, antidromic
Parameter ID:	209
Pulse duration in ms:	0.0210
Field orientation in degrees:	113.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	1.2848 kV/m: 	 no AP.
Increasing amplitude: 	1.4010 kV/m: 	 no AP.
Increasing amplitude: 	1.5278 kV/m: 	 no AP.
Increasing amplitude: 	1.6661 kV/m: 	 no AP.
Increasing amplitude: 	1.8169 kV/m: 	 no AP.
Increasing amplitude: 	1.9814 kV/m: 	 no AP.
Increasing amplitude: 	2.1607 kV/m: 	 no AP.
Increasing amplitude: 	2.3562 kV/m: 	 no AP.
Increasing amplitude: 	2.5695 kV/m: 	 no AP.
Increasing amplitude: 	2.8021 kV/m: 	 no AP.
Increasing amplitude: 	3.0557 kV/m: 	 no AP.
Increasing amplitude: 	3.3322 kV/m: 	 no AP.
Increasing amplitude: 	3.6338 kV/m: 	 no AP.
Increasing amplitude: 	3.9627 kV/m: 	 no AP.
Increasing amplitude: 	4.3214 kV/m: 	 no AP.
Increasing amplitude: 	4.7125 kV/m: 	 no AP.
Increasing amplitude: 	5.1390 kV/m: 	 no AP.
Increasing amplitude: 	5.6041 kV/m: 	 no AP.
Increasing amplitude: 	6.1113 kV/m: 	 no AP.
Increasing amplitude: 	6.6645 kV/m: 	 no AP.
Increasing amplitude: 	7.2677 kV/m: 	 no AP.
Increasing amplitude: 	7.9254 kV/m: 	 no AP.
Increasing amplitude: 	8.6428 kV/m: 	 no AP.
Increasing amplitude: 	9.4250 kV/m: 	 no AP.
Increasing amplitude: 	10.2780 kV/m: 	 no AP.
Increasing amplitude: 	11.2083 kV/m: 	 no AP.
Increasing amplitude: 	12.2227 kV/m: 	 no AP.
Increasing amplitude: 	13.3289 kV/m: 	 no AP.
Increasing amplitude: 	14.5353 kV/m: 	 no AP.
Increasing amplitude: 	15.8509 kV/m: 	 no AP.
Increasing amplitude: 	17.2855 kV/m: 	 no AP.
Increasing amplitude: 	18.8500 kV/m: 	 no AP.
Increasing amplitude: 	20.5560 kV/m: 	 no AP.
Increasing amplitude: 	22.4165 kV/m: 	 no AP.
Increasing amplitude: 	24.4454 kV/m: 	 no AP.
Increasing amplitude: 	26.6579 kV/m: 	 no AP.
Increasing amplitude: 	29.0706 kV/m: 	 no AP.
Increasing amplitude: 	31.7018 kV/m: 	 no AP.
Increasing amplitude: 	34.5710 kV/m: 	 no AP.
Increasing amplitude: 	37.7000 kV/m: 	 no AP.
Increasing amplitude: 	41.1121 kV/m: 	 no AP.
Increasing amplitude: 	44.8330 kV/m: 	 no AP.
Increasing amplitude: 	48.8908 kV/m: 	 no AP.
Increasing amplitude: 	53.3158 kV/m: 	 no AP.
Increasing amplitude: 	58.1413 kV/m: 	 no AP.
Increasing amplitude: 	63.4035 kV/m: 	 no AP.
Increasing amplitude: 	69.1420 kV/m: 	 no AP.
Increasing amplitude: 	75.3999 kV/m: 	 no AP.
