Model type: 	Bend axon, antidromic
Parameter ID:	411
Pulse duration in ms:	0.6800
Field orientation in degrees:	30.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	6.9588  V/m: 	 no AP.
Increasing amplitude: 	7.5886  V/m: 	 no AP.
Increasing amplitude: 	8.2754  V/m: 	 no AP.
Increasing amplitude: 	9.0244  V/m: 	 no AP.
Increasing amplitude: 	9.8412  V/m: 	 no AP.
Increasing amplitude: 	10.7319  V/m: 	 no AP.
Increasing amplitude: 	11.7032  V/m: 	 no AP.
Increasing amplitude: 	12.7624  V/m: 	 no AP.
Increasing amplitude: 	13.9175  V/m: 	 no AP.
Increasing amplitude: 	15.1772  V/m: 	 no AP.
Increasing amplitude: 	16.5508  V/m: 	 no AP.
Increasing amplitude: 	18.0488  V/m: 	 no AP.
Increasing amplitude: 	19.6824  V/m: 	 no AP.
Increasing amplitude: 	21.4638  V/m: 	 no AP.
Increasing amplitude: 	23.4064  V/m: 	 no AP.
Increasing amplitude: 	25.5249  V/m: 	 no AP.
Increasing amplitude: 	27.8351  V/m: 	 no AP.
Increasing amplitude: 	30.3544  V/m: 	 no AP.
Increasing amplitude: 	33.1017  V/m: 	 no AP.
Increasing amplitude: 	36.0976  V/m: 	 no AP.
Increasing amplitude: 	39.3648  V/m: 	 no AP.
Increasing amplitude: 	42.9276  V/m: 	 no AP.
Increasing amplitude: 	46.8129  V/m: 	 no AP.
Increasing amplitude: 	51.0498  V/m: 	 AP.
Lower bound: 46.8129  V/m.   Upper bound: 51.0498  V/m.   Search amplitude: 48.8854  V/m: AP.
Lower bound: 46.8129  V/m.   Upper bound: 48.8854  V/m.   Search amplitude: 47.8379  V/m: AP.
Lower bound: 46.8129  V/m.   Upper bound: 47.8379  V/m.   Search amplitude: 47.3226  V/m: no AP.
Lower bound: 47.3226  V/m.   Upper bound: 47.8379  V/m.   Search amplitude: 47.5796  V/m: AP.
Lower bound: 47.3226  V/m.   Upper bound: 47.5796  V/m.   Search amplitude: 47.4509  V/m: AP.
Binary search ended. Threshold: 47.4509  V/m.
 
Run time for search: 3.60 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	5.1542  V/m: 	 no AP.
Increasing amplitude: 	5.2671  V/m: 	 no AP.
Increasing amplitude: 	5.3824  V/m: 	 no AP.
Increasing amplitude: 	5.5003  V/m: 	 no AP.
Increasing amplitude: 	5.6207  V/m: 	 no AP.
Increasing amplitude: 	5.7438  V/m: 	 no AP.
Increasing amplitude: 	5.8695  V/m: 	 no AP.
Increasing amplitude: 	5.9981  V/m: 	 no AP.
Increasing amplitude: 	6.1294  V/m: 	 no AP.
Increasing amplitude: 	6.2636  V/m: 	 no AP.
Increasing amplitude: 	6.4008  V/m: 	 no AP.
Increasing amplitude: 	6.5409  V/m: 	 no AP.
Increasing amplitude: 	6.6842  V/m: 	 no AP.
Increasing amplitude: 	6.8305  V/m: 	 no AP.
Increasing amplitude: 	6.9801  V/m: 	 no AP.
Increasing amplitude: 	7.1329  V/m: 	 no AP.
Increasing amplitude: 	7.2891  V/m: 	 no AP.
Increasing amplitude: 	7.4488  V/m: 	 no AP.
Increasing amplitude: 	7.6119  V/m: 	 no AP.
Increasing amplitude: 	7.7785  V/m: 	 no AP.
Increasing amplitude: 	7.9489  V/m: 	 no AP.
Increasing amplitude: 	8.1229  V/m: 	 no AP.
Increasing amplitude: 	8.3008  V/m: 	 no AP.
Increasing amplitude: 	8.4826  V/m: 	 no AP.
Increasing amplitude: 	8.6683  V/m: 	 no AP.
Increasing amplitude: 	8.8581  V/m: 	 no AP.
Increasing amplitude: 	9.0521  V/m: 	 no AP.
Increasing amplitude: 	9.2503  V/m: 	 no AP.
Increasing amplitude: 	9.4528  V/m: 	 no AP.
Increasing amplitude: 	9.6598  V/m: 	 no AP.
Increasing amplitude: 	9.8714  V/m: 	 no AP.
Increasing amplitude: 	10.0875  V/m: 	 no AP.
Increasing amplitude: 	10.3084  V/m: 	 no AP.
Increasing amplitude: 	10.5341  V/m: 	 no AP.
Increasing amplitude: 	10.7648  V/m: 	 no AP.
Increasing amplitude: 	11.0005  V/m: 	 no AP.
Increasing amplitude: 	11.2414  V/m: 	 no AP.
Increasing amplitude: 	11.4875  V/m: 	 no AP.
Increasing amplitude: 	11.7391  V/m: 	 no AP.
Increasing amplitude: 	11.9961  V/m: 	 no AP.
Increasing amplitude: 	12.2588  V/m: 	 no AP.
Increasing amplitude: 	12.5273  V/m: 	 no AP.
Increasing amplitude: 	12.8016  V/m: 	 no AP.
Increasing amplitude: 	13.0819  V/m: 	 no AP.
Increasing amplitude: 	13.3683  V/m: 	 no AP.
Increasing amplitude: 	13.6611  V/m: 	 no AP.
Increasing amplitude: 	13.9602  V/m: 	 no AP.
Increasing amplitude: 	14.2659  V/m: 	 no AP.
Increasing amplitude: 	14.5783  V/m: 	 no AP.
Increasing amplitude: 	14.8975  V/m: 	 no AP.
Increasing amplitude: 	15.2237  V/m: 	 no AP.
Increasing amplitude: 	15.5571  V/m: 	 no AP.
Increasing amplitude: 	15.8977  V/m: 	 no AP.
Increasing amplitude: 	16.2458  V/m: 	 no AP.
Increasing amplitude: 	16.6016  V/m: 	 no AP.
Increasing amplitude: 	16.9651  V/m: 	 no AP.
Increasing amplitude: 	17.3366  V/m: 	 no AP.
Increasing amplitude: 	17.7162  V/m: 	 no AP.
Increasing amplitude: 	18.1042  V/m: 	 no AP.
Increasing amplitude: 	18.5006  V/m: 	 no AP.
Increasing amplitude: 	18.9057  V/m: 	 no AP.
Increasing amplitude: 	19.3197  V/m: 	 no AP.
Increasing amplitude: 	19.7427  V/m: 	 no AP.
Increasing amplitude: 	20.1750  V/m: 	 no AP.
Increasing amplitude: 	20.6168  V/m: 	 no AP.
Increasing amplitude: 	21.0683  V/m: 	 no AP.
Increasing amplitude: 	21.5296  V/m: 	 no AP.
Increasing amplitude: 	22.0010  V/m: 	 no AP.
Increasing amplitude: 	22.4828  V/m: 	 no AP.
Increasing amplitude: 	22.9751  V/m: 	 no AP.
Increasing amplitude: 	23.4782  V/m: 	 no AP.
Increasing amplitude: 	23.9923  V/m: 	 no AP.
Increasing amplitude: 	24.5176  V/m: 	 no AP.
Increasing amplitude: 	25.0545  V/m: 	 no AP.
Increasing amplitude: 	25.6031  V/m: 	 no AP.
Increasing amplitude: 	26.1638  V/m: 	 no AP.
Increasing amplitude: 	26.7367  V/m: 	 no AP.
Increasing amplitude: 	27.3221  V/m: 	 no AP.
Increasing amplitude: 	27.9204  V/m: 	 no AP.
Increasing amplitude: 	28.5318  V/m: 	 no AP.
Increasing amplitude: 	29.1566  V/m: 	 no AP.
Increasing amplitude: 	29.7950  V/m: 	 no AP.
Increasing amplitude: 	30.4474  V/m: 	 no AP.
Increasing amplitude: 	31.1141  V/m: 	 no AP.
Increasing amplitude: 	31.7955  V/m: 	 no AP.
Increasing amplitude: 	32.4917  V/m: 	 no AP.
Increasing amplitude: 	33.2032  V/m: 	 no AP.
Increasing amplitude: 	33.9302  V/m: 	 no AP.
Increasing amplitude: 	34.6732  V/m: 	 no AP.
Increasing amplitude: 	35.4324  V/m: 	 no AP.
Increasing amplitude: 	36.2083  V/m: 	 no AP.
Increasing amplitude: 	37.0012  V/m: 	 no AP.
Increasing amplitude: 	37.8114  V/m: 	 no AP.
Increasing amplitude: 	38.6393  V/m: 	 no AP.
Increasing amplitude: 	39.4854  V/m: 	 no AP.
Increasing amplitude: 	40.3501  V/m: 	 no AP.
Increasing amplitude: 	41.2336  V/m: 	 no AP.
Increasing amplitude: 	42.1365  V/m: 	 no AP.
Increasing amplitude: 	43.0592  V/m: 	 no AP.
Increasing amplitude: 	44.0020  V/m: 	 no AP.
Increasing amplitude: 	44.9656  V/m: 	 no AP.
Increasing amplitude: 	45.9502  V/m: 	 no AP.
Increasing amplitude: 	46.9564  V/m: 	 no AP.
Increasing amplitude: 	47.9846  V/m: 	 AP.
Lower bound: 46.9564  V/m.   Upper bound: 47.9846  V/m.   Search amplitude: 47.4677  V/m: AP.
