Model type: 	Bend axon, antidromic
Parameter ID:	339
Pulse duration in ms:	0.2100
Field orientation in degrees:	30.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	14.3399  V/m: 	 no AP.
Increasing amplitude: 	15.6378  V/m: 	 no AP.
Increasing amplitude: 	17.0532  V/m: 	 no AP.
Increasing amplitude: 	18.5966  V/m: 	 no AP.
Increasing amplitude: 	20.2797  V/m: 	 no AP.
Increasing amplitude: 	22.1152  V/m: 	 no AP.
Increasing amplitude: 	24.1168  V/m: 	 no AP.
Increasing amplitude: 	26.2996  V/m: 	 no AP.
Increasing amplitude: 	28.6799  V/m: 	 no AP.
Increasing amplitude: 	31.2756  V/m: 	 no AP.
Increasing amplitude: 	34.1063  V/m: 	 no AP.
Increasing amplitude: 	37.1932  V/m: 	 no AP.
Increasing amplitude: 	40.5595  V/m: 	 no AP.
Increasing amplitude: 	44.2304  V/m: 	 no AP.
Increasing amplitude: 	48.2336  V/m: 	 no AP.
Increasing amplitude: 	52.5992  V/m: 	 no AP.
Increasing amplitude: 	57.3598  V/m: 	 no AP.
Increasing amplitude: 	62.5513  V/m: 	 no AP.
Increasing amplitude: 	68.2127  V/m: 	 no AP.
Increasing amplitude: 	74.3864  V/m: 	 no AP.
Increasing amplitude: 	81.1190  V/m: 	 no AP.
Increasing amplitude: 	88.4609  V/m: 	 no AP.
Increasing amplitude: 	96.4673  V/m: 	 no AP.
Increasing amplitude: 	0.1052 kV/m: 	 no AP.
Increasing amplitude: 	0.1147 kV/m: 	 no AP.
Increasing amplitude: 	0.1251 kV/m: 	 AP.
Lower bound: 0.1147 kV/m.   Upper bound: 0.1251 kV/m.   Search amplitude: 0.1198 kV/m: AP.
Lower bound: 0.1147 kV/m.   Upper bound: 0.1198 kV/m.   Search amplitude: 0.1172 kV/m: no AP.
Lower bound: 0.1172 kV/m.   Upper bound: 0.1198 kV/m.   Search amplitude: 0.1185 kV/m: AP.
Lower bound: 0.1172 kV/m.   Upper bound: 0.1185 kV/m.   Search amplitude: 0.1179 kV/m: no AP.
Lower bound: 0.1179 kV/m.   Upper bound: 0.1185 kV/m.   Search amplitude: 0.1182 kV/m: no AP.
Binary search ended. Threshold: 0.1182 kV/m.
 
Run time for search: 3.81 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	12.8726  V/m: 	 no AP.
Increasing amplitude: 	13.1544  V/m: 	 no AP.
Increasing amplitude: 	13.4425  V/m: 	 no AP.
Increasing amplitude: 	13.7368  V/m: 	 no AP.
Increasing amplitude: 	14.0376  V/m: 	 no AP.
Increasing amplitude: 	14.3450  V/m: 	 no AP.
