Model type: 	Bend axon, antidromic
Parameter ID:	112
Pulse duration in ms:	0.0045
Field orientation in degrees:	112.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	5.8829 kV/m: 	 no AP.
Increasing amplitude: 	6.4153 kV/m: 	 no AP.
Increasing amplitude: 	6.9959 kV/m: 	 no AP.
Increasing amplitude: 	7.6291 kV/m: 	 no AP.
Increasing amplitude: 	8.3196 kV/m: 	 no AP.
Increasing amplitude: 	9.0726 kV/m: 	 no AP.
Increasing amplitude: 	9.8938 kV/m: 	 no AP.
Increasing amplitude: 	10.7892 kV/m: 	 no AP.
Increasing amplitude: 	11.7657 kV/m: 	 no AP.
Increasing amplitude: 	12.8306 kV/m: 	 no AP.
Increasing amplitude: 	13.9919 kV/m: 	 no AP.
Increasing amplitude: 	15.2583 kV/m: 	 no AP.
Increasing amplitude: 	16.6392 kV/m: 	 no AP.
Increasing amplitude: 	18.1452 kV/m: 	 no AP.
Increasing amplitude: 	19.7875 kV/m: 	 no AP.
Increasing amplitude: 	21.5784 kV/m: 	 no AP.
Increasing amplitude: 	23.5314 kV/m: 	 no AP.
Increasing amplitude: 	25.6612 kV/m: 	 no AP.
Increasing amplitude: 	27.9838 kV/m: 	 no AP.
Increasing amplitude: 	30.5165 kV/m: 	 no AP.
Increasing amplitude: 	33.2785 kV/m: 	 no AP.
Increasing amplitude: 	36.2905 kV/m: 	 no AP.
Increasing amplitude: 	39.5750 kV/m: 	 no AP.
Increasing amplitude: 	43.1569 kV/m: 	 no AP.
Increasing amplitude: 	47.0629 kV/m: 	 no AP.
Increasing amplitude: 	51.3225 kV/m: 	 no AP.
Increasing amplitude: 	55.9675 kV/m: 	 no AP.
Increasing amplitude: 	61.0330 kV/m: 	 no AP.
Increasing amplitude: 	66.5570 kV/m: 	 no AP.
Increasing amplitude: 	72.5809 kV/m: 	 no AP.
Increasing amplitude: 	79.1500 kV/m: 	 no AP.
Increasing amplitude: 	86.3137 kV/m: 	 no AP.
Increasing amplitude: 	94.1258 kV/m: 	 no AP.
Increasing amplitude: 	0.1026 MV/m: 	 no AP.
Increasing amplitude: 	0.1119 MV/m: 	 no AP.
Increasing amplitude: 	0.1221 MV/m: 	 no AP.
Increasing amplitude: 	0.1331 MV/m: 	 no AP.
Increasing amplitude: 	0.1452 MV/m: 	 no AP.
Increasing amplitude: 	0.1583 MV/m: 	 no AP.
Increasing amplitude: 	0.1726 MV/m: 	 no AP.
Increasing amplitude: 	0.1883 MV/m: 	 no AP.
Increasing amplitude: 	0.2053 MV/m: 	 no AP.
Increasing amplitude: 	0.2239 MV/m: 	 no AP.
Increasing amplitude: 	0.2441 MV/m: 	 no AP.
Increasing amplitude: 	0.2662 MV/m: 	 no AP.
Increasing amplitude: 	0.2903 MV/m: 	 no AP.
Increasing amplitude: 	0.3166 MV/m: 	 no AP.
Increasing amplitude: 	0.3453 MV/m: 	 no AP.
Increasing amplitude: 	0.3765 MV/m: 	 no AP.
Increasing amplitude: 	0.4106 MV/m: 	 no AP.
Increasing amplitude: 	0.4477 MV/m: 	 no AP.
Increasing amplitude: 	0.4883 MV/m: 	 no AP.
Increasing amplitude: 	0.5325 MV/m: 	 no AP.
Increasing amplitude: 	0.5806 MV/m: 	 no AP.
Increasing amplitude: 	0.6332 MV/m: 	 no AP.
Increasing amplitude: 	0.6905 MV/m: 	 no AP.
Increasing amplitude: 	0.7530 MV/m: 	 no AP.
Increasing amplitude: 	0.8212 MV/m: 	 no AP.
Increasing amplitude: 	0.8955 MV/m: 	 no AP.
Increasing amplitude: 	0.9765 MV/m: 	 no AP.
Increasing amplitude: 	1.0649 MV/m: 	 no AP.
Increasing amplitude: 	1.1613 MV/m: 	 no AP.
Increasing amplitude: 	1.2664 MV/m: 	 no AP.
Increasing amplitude: 	1.3810 MV/m: 	 no AP.
Increasing amplitude: 	1.5060 MV/m: 	 no AP.
Increasing amplitude: 	1.6423 MV/m: 	 no AP.
Increasing amplitude: 	1.7910 MV/m: 	 no AP.
Increasing amplitude: 	1.9531 MV/m: 	 no AP.
Increasing amplitude: 	2.1298 MV/m: 	 no AP.
Increasing amplitude: 	2.3226 MV/m: 	 no AP.
Increasing amplitude: 	2.5328 MV/m: 	 no AP.
Increasing amplitude: 	2.7620 MV/m: 	 no AP.
Increasing amplitude: 	3.0120 MV/m: 	 no AP.
Increasing amplitude: 	3.2846 MV/m: 	 no AP.
Increasing amplitude: 	3.5819 MV/m: 	 no AP.
Increasing amplitude: 	3.9061 MV/m: 	 no AP.
Increasing amplitude: 	4.2596 MV/m: 	 no AP.
Increasing amplitude: 	4.6452 MV/m: 	 no AP.
Increasing amplitude: 	5.0656 MV/m: 	 no AP.
Increasing amplitude: 	5.5241 MV/m: 	 no AP.
Increasing amplitude: 	6.0241 MV/m: 	 no AP.
Increasing amplitude: 	6.5693 MV/m: 	 no AP.
Increasing amplitude: 	7.1638 MV/m: 	 no AP.
Increasing amplitude: 	7.8122 MV/m: 	 no AP.
Increasing amplitude: 	8.5193 MV/m: 	 no AP.
Increasing amplitude: 	9.2904 MV/m: 	 no AP.
Increasing amplitude: 	10.1312 MV/m: 	 no AP.
Increasing amplitude: 	11.0482 MV/m: 	 no AP.
Increasing amplitude: 	12.0481 MV/m: 	 no AP.
Increasing amplitude: 	13.1385 MV/m: 	 no AP.
Increasing amplitude: 	14.3277 MV/m: 	 no AP.
Increasing amplitude: 	15.6245 MV/m: 	 no AP.
Increasing amplitude: 	17.0386 MV/m: 	 no AP.
Increasing amplitude: 	18.5807 MV/m: 	 no AP.
Increasing amplitude: 	20.2624 MV/m: 	 no AP.
Increasing amplitude: 	22.0963 MV/m: 	 no AP.
Increasing amplitude: 	24.0962 MV/m: 	 no AP.
Increasing amplitude: 	26.2771 MV/m: 	 no AP.
Increasing amplitude: 	28.6554 MV/m: 	 no AP.
Increasing amplitude: 	31.2489 MV/m: 	 no AP.
Increasing amplitude: 	34.0772 MV/m: 	 no AP.
Increasing amplitude: 	37.1614 MV/m: 	 no AP.
Increasing amplitude: 	40.5248 MV/m: 	 no AP.
Increasing amplitude: 	44.1926 MV/m: 	 no AP.
Increasing amplitude: 	48.1924 MV/m: 	 no AP.
Increasing amplitude: 	52.5542 MV/m: 	 no AP.
Increasing amplitude: 	57.3108 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 9.38 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	5.8829 kV/m: 	 no AP.
Increasing amplitude: 	6.4153 kV/m: 	 no AP.
Increasing amplitude: 	6.9959 kV/m: 	 no AP.
Increasing amplitude: 	7.6291 kV/m: 	 no AP.
Increasing amplitude: 	8.3196 kV/m: 	 no AP.
Increasing amplitude: 	9.0726 kV/m: 	 no AP.
Increasing amplitude: 	9.8938 kV/m: 	 no AP.
Increasing amplitude: 	10.7892 kV/m: 	 no AP.
Increasing amplitude: 	11.7657 kV/m: 	 no AP.
Increasing amplitude: 	12.8306 kV/m: 	 no AP.
Increasing amplitude: 	13.9919 kV/m: 	 no AP.
Increasing amplitude: 	15.2583 kV/m: 	 no AP.
Increasing amplitude: 	16.6392 kV/m: 	 no AP.
Increasing amplitude: 	18.1452 kV/m: 	 no AP.
Increasing amplitude: 	19.7875 kV/m: 	 no AP.
Increasing amplitude: 	21.5784 kV/m: 	 no AP.
Increasing amplitude: 	23.5314 kV/m: 	 no AP.
Increasing amplitude: 	25.6612 kV/m: 	 no AP.
Increasing amplitude: 	27.9838 kV/m: 	 no AP.
Increasing amplitude: 	30.5165 kV/m: 	 no AP.
Increasing amplitude: 	33.2785 kV/m: 	 no AP.
Increasing amplitude: 	36.2905 kV/m: 	 no AP.
Increasing amplitude: 	39.5750 kV/m: 	 no AP.
Increasing amplitude: 	43.1569 kV/m: 	 no AP.
Increasing amplitude: 	47.0629 kV/m: 	 no AP.
Increasing amplitude: 	51.3225 kV/m: 	 no AP.
Increasing amplitude: 	55.9675 kV/m: 	 no AP.
Increasing amplitude: 	61.0330 kV/m: 	 no AP.
Increasing amplitude: 	66.5570 kV/m: 	 AP.
Lower bound: 61.0330 kV/m.   Upper bound: 66.5570 kV/m.   Search amplitude: 63.7352 kV/m: no AP.
Lower bound: 63.7352 kV/m.   Upper bound: 66.5570 kV/m.   Search amplitude: 65.1308 kV/m: no AP.
Lower bound: 65.1308 kV/m.   Upper bound: 66.5570 kV/m.   Search amplitude: 65.8400 kV/m: AP.
Lower bound: 65.1308 kV/m.   Upper bound: 65.8400 kV/m.   Search amplitude: 65.4845 kV/m: no AP.
Lower bound: 65.4845 kV/m.   Upper bound: 65.8400 kV/m.   Search amplitude: 65.6620 kV/m: AP.
Binary search ended. Threshold: 65.6620 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 29.22 min.
 
-----------------------------------------------------------
Total run time: 38.590 min.
Results saved in UF_BndA_HH/Results/result_112.mat.
