Model type: 	Bend axon, antidromic
Parameter ID:	242
Pulse duration in ms:	0.0450
Field orientation in degrees:	15.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	50.0511  V/m: 	 no AP.
Increasing amplitude: 	54.5812  V/m: 	 no AP.
Increasing amplitude: 	59.5212  V/m: 	 no AP.
Increasing amplitude: 	64.9083  V/m: 	 no AP.
Increasing amplitude: 	70.7830  V/m: 	 no AP.
Increasing amplitude: 	77.1894  V/m: 	 no AP.
Increasing amplitude: 	84.1757  V/m: 	 no AP.
Increasing amplitude: 	91.7942  V/m: 	 no AP.
Increasing amplitude: 	0.1001 kV/m: 	 no AP.
Increasing amplitude: 	0.1092 kV/m: 	 no AP.
Increasing amplitude: 	0.1190 kV/m: 	 no AP.
Increasing amplitude: 	0.1298 kV/m: 	 no AP.
Increasing amplitude: 	0.1416 kV/m: 	 no AP.
Increasing amplitude: 	0.1544 kV/m: 	 no AP.
Increasing amplitude: 	0.1684 kV/m: 	 no AP.
Increasing amplitude: 	0.1836 kV/m: 	 no AP.
Increasing amplitude: 	0.2002 kV/m: 	 no AP.
Increasing amplitude: 	0.2183 kV/m: 	 no AP.
Increasing amplitude: 	0.2381 kV/m: 	 no AP.
Increasing amplitude: 	0.2596 kV/m: 	 no AP.
Increasing amplitude: 	0.2831 kV/m: 	 no AP.
Increasing amplitude: 	0.3088 kV/m: 	 no AP.
Increasing amplitude: 	0.3367 kV/m: 	 no AP.
Increasing amplitude: 	0.3672 kV/m: 	 no AP.
Increasing amplitude: 	0.4004 kV/m: 	 no AP.
Increasing amplitude: 	0.4366 kV/m: 	 no AP.
Increasing amplitude: 	0.4762 kV/m: 	 AP.
Lower bound: 0.4366 kV/m.   Upper bound: 0.4762 kV/m.   Search amplitude: 0.4560 kV/m: no AP.
Lower bound: 0.4560 kV/m.   Upper bound: 0.4762 kV/m.   Search amplitude: 0.4660 kV/m: AP.
Lower bound: 0.4560 kV/m.   Upper bound: 0.4660 kV/m.   Search amplitude: 0.4609 kV/m: no AP.
Lower bound: 0.4609 kV/m.   Upper bound: 0.4660 kV/m.   Search amplitude: 0.4634 kV/m: no AP.
Lower bound: 0.4634 kV/m.   Upper bound: 0.4660 kV/m.   Search amplitude: 0.4647 kV/m: no AP.
Binary search ended. Threshold: 0.4647 kV/m.
 
Run time for search: 4.49 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	50.6140  V/m: 	 no AP.
Increasing amplitude: 	51.7224  V/m: 	 no AP.
Increasing amplitude: 	52.8549  V/m: 	 no AP.
Increasing amplitude: 	54.0123  V/m: 	 no AP.
Increasing amplitude: 	55.1950  V/m: 	 no AP.
Increasing amplitude: 	56.4036  V/m: 	 no AP.
Increasing amplitude: 	57.6387  V/m: 	 no AP.
Increasing amplitude: 	58.9008  V/m: 	 no AP.
Increasing amplitude: 	60.1906  V/m: 	 no AP.
Increasing amplitude: 	61.5086  V/m: 	 no AP.
Increasing amplitude: 	62.8555  V/m: 	 no AP.
Increasing amplitude: 	64.2318  V/m: 	 no AP.
Increasing amplitude: 	65.6383  V/m: 	 no AP.
Increasing amplitude: 	67.0756  V/m: 	 no AP.
Increasing amplitude: 	68.5444  V/m: 	 no AP.
Increasing amplitude: 	70.0453  V/m: 	 no AP.
Increasing amplitude: 	71.5791  V/m: 	 no AP.
Increasing amplitude: 	73.1465  V/m: 	 no AP.
Increasing amplitude: 	74.7482  V/m: 	 no AP.
Increasing amplitude: 	76.3849  V/m: 	 no AP.
Increasing amplitude: 	78.0575  V/m: 	 no AP.
Increasing amplitude: 	79.7668  V/m: 	 no AP.
Increasing amplitude: 	81.5134  V/m: 	 no AP.
Increasing amplitude: 	83.2983  V/m: 	 no AP.
Increasing amplitude: 	85.1223  V/m: 	 no AP.
Increasing amplitude: 	86.9863  V/m: 	 no AP.
Increasing amplitude: 	88.8910  V/m: 	 no AP.
Increasing amplitude: 	90.8375  V/m: 	 no AP.
Increasing amplitude: 	92.8266  V/m: 	 no AP.
Increasing amplitude: 	94.8592  V/m: 	 no AP.
Increasing amplitude: 	96.9364  V/m: 	 no AP.
Increasing amplitude: 	99.0590  V/m: 	 no AP.
Increasing amplitude: 	0.1012 kV/m: 	 no AP.
Increasing amplitude: 	0.1034 kV/m: 	 no AP.
Increasing amplitude: 	0.1057 kV/m: 	 no AP.
Increasing amplitude: 	0.1080 kV/m: 	 no AP.
Increasing amplitude: 	0.1104 kV/m: 	 no AP.
Increasing amplitude: 	0.1128 kV/m: 	 no AP.
Increasing amplitude: 	0.1153 kV/m: 	 no AP.
Increasing amplitude: 	0.1178 kV/m: 	 no AP.
Increasing amplitude: 	0.1204 kV/m: 	 no AP.
Increasing amplitude: 	0.1230 kV/m: 	 no AP.
Increasing amplitude: 	0.1257 kV/m: 	 no AP.
Increasing amplitude: 	0.1285 kV/m: 	 no AP.
Increasing amplitude: 	0.1313 kV/m: 	 no AP.
Increasing amplitude: 	0.1342 kV/m: 	 no AP.
Increasing amplitude: 	0.1371 kV/m: 	 no AP.
Increasing amplitude: 	0.1401 kV/m: 	 no AP.
Increasing amplitude: 	0.1432 kV/m: 	 no AP.
Increasing amplitude: 	0.1463 kV/m: 	 no AP.
Increasing amplitude: 	0.1495 kV/m: 	 no AP.
Increasing amplitude: 	0.1528 kV/m: 	 no AP.
Increasing amplitude: 	0.1561 kV/m: 	 no AP.
Increasing amplitude: 	0.1595 kV/m: 	 no AP.
Increasing amplitude: 	0.1630 kV/m: 	 no AP.
Increasing amplitude: 	0.1666 kV/m: 	 no AP.
Increasing amplitude: 	0.1702 kV/m: 	 no AP.
Increasing amplitude: 	0.1740 kV/m: 	 no AP.
Increasing amplitude: 	0.1778 kV/m: 	 no AP.
Increasing amplitude: 	0.1817 kV/m: 	 no AP.
Increasing amplitude: 	0.1857 kV/m: 	 no AP.
