Model type: 	Bend axon, antidromic
Parameter ID:	388
Pulse duration in ms:	0.4500
Field orientation in degrees:	45.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	10.4442  V/m: 	 no AP.
Increasing amplitude: 	11.3895  V/m: 	 no AP.
Increasing amplitude: 	12.4203  V/m: 	 no AP.
Increasing amplitude: 	13.5445  V/m: 	 no AP.
Increasing amplitude: 	14.7703  V/m: 	 no AP.
Increasing amplitude: 	16.1072  V/m: 	 no AP.
Increasing amplitude: 	17.5650  V/m: 	 no AP.
Increasing amplitude: 	19.1547  V/m: 	 no AP.
Increasing amplitude: 	20.8884  V/m: 	 no AP.
Increasing amplitude: 	22.7790  V/m: 	 no AP.
Increasing amplitude: 	24.8406  V/m: 	 no AP.
Increasing amplitude: 	27.0889  V/m: 	 no AP.
Increasing amplitude: 	29.5407  V/m: 	 no AP.
Increasing amplitude: 	32.2143  V/m: 	 no AP.
Increasing amplitude: 	35.1300  V/m: 	 no AP.
Increasing amplitude: 	38.3095  V/m: 	 no AP.
Increasing amplitude: 	41.7768  V/m: 	 no AP.
Increasing amplitude: 	45.5579  V/m: 	 no AP.
Increasing amplitude: 	49.6813  V/m: 	 no AP.
Increasing amplitude: 	54.1778  V/m: 	 no AP.
Increasing amplitude: 	59.0813  V/m: 	 no AP.
Increasing amplitude: 	64.4286  V/m: 	 no AP.
Increasing amplitude: 	70.2599  V/m: 	 no AP.
Increasing amplitude: 	76.6190  V/m: 	 AP.
Lower bound: 70.2599  V/m.   Upper bound: 76.6190  V/m.   Search amplitude: 73.3706  V/m: no AP.
Lower bound: 73.3706  V/m.   Upper bound: 76.6190  V/m.   Search amplitude: 74.9772  V/m: no AP.
Lower bound: 74.9772  V/m.   Upper bound: 76.6190  V/m.   Search amplitude: 75.7937  V/m: AP.
Lower bound: 74.9772  V/m.   Upper bound: 75.7937  V/m.   Search amplitude: 75.3843  V/m: no AP.
Lower bound: 75.3843  V/m.   Upper bound: 75.7937  V/m.   Search amplitude: 75.5887  V/m: AP.
Binary search ended. Threshold: 75.5887  V/m.
 
Run time for search: 3.05 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	8.2106  V/m: 	 no AP.
Increasing amplitude: 	8.3904  V/m: 	 no AP.
Increasing amplitude: 	8.5741  V/m: 	 no AP.
Increasing amplitude: 	8.7618  V/m: 	 no AP.
Increasing amplitude: 	8.9537  V/m: 	 no AP.
Increasing amplitude: 	9.1498  V/m: 	 no AP.
Increasing amplitude: 	9.3501  V/m: 	 no AP.
Increasing amplitude: 	9.5549  V/m: 	 no AP.
Increasing amplitude: 	9.7641  V/m: 	 no AP.
Increasing amplitude: 	9.9779  V/m: 	 no AP.
Increasing amplitude: 	10.1964  V/m: 	 no AP.
Increasing amplitude: 	10.4196  V/m: 	 no AP.
Increasing amplitude: 	10.6478  V/m: 	 no AP.
Increasing amplitude: 	10.8810  V/m: 	 no AP.
Increasing amplitude: 	11.1192  V/m: 	 no AP.
Increasing amplitude: 	11.3627  V/m: 	 no AP.
Increasing amplitude: 	11.6115  V/m: 	 no AP.
Increasing amplitude: 	11.8658  V/m: 	 no AP.
Increasing amplitude: 	12.1256  V/m: 	 no AP.
Increasing amplitude: 	12.3911  V/m: 	 no AP.
Increasing amplitude: 	12.6624  V/m: 	 no AP.
Increasing amplitude: 	12.9397  V/m: 	 no AP.
Increasing amplitude: 	13.2231  V/m: 	 no AP.
Increasing amplitude: 	13.5126  V/m: 	 no AP.
Increasing amplitude: 	13.8085  V/m: 	 no AP.
Increasing amplitude: 	14.1109  V/m: 	 no AP.
Increasing amplitude: 	14.4198  V/m: 	 no AP.
Increasing amplitude: 	14.7356  V/m: 	 no AP.
Increasing amplitude: 	15.0583  V/m: 	 no AP.
Increasing amplitude: 	15.3880  V/m: 	 no AP.
Increasing amplitude: 	15.7250  V/m: 	 no AP.
Increasing amplitude: 	16.0693  V/m: 	 no AP.
Increasing amplitude: 	16.4212  V/m: 	 no AP.
Increasing amplitude: 	16.7807  V/m: 	 no AP.
Increasing amplitude: 	17.1482  V/m: 	 no AP.
Increasing amplitude: 	17.5237  V/m: 	 no AP.
Increasing amplitude: 	17.9074  V/m: 	 no AP.
Increasing amplitude: 	18.2995  V/m: 	 no AP.
Increasing amplitude: 	18.7002  V/m: 	 no AP.
Increasing amplitude: 	19.1097  V/m: 	 no AP.
Increasing amplitude: 	19.5282  V/m: 	 no AP.
Increasing amplitude: 	19.9558  V/m: 	 no AP.
Increasing amplitude: 	20.3927  V/m: 	 no AP.
Increasing amplitude: 	20.8393  V/m: 	 no AP.
Increasing amplitude: 	21.2956  V/m: 	 no AP.
Increasing amplitude: 	21.7619  V/m: 	 no AP.
Increasing amplitude: 	22.2384  V/m: 	 no AP.
Increasing amplitude: 	22.7254  V/m: 	 no AP.
Increasing amplitude: 	23.2230  V/m: 	 no AP.
Increasing amplitude: 	23.7315  V/m: 	 no AP.
Increasing amplitude: 	24.2512  V/m: 	 no AP.
Increasing amplitude: 	24.7822  V/m: 	 no AP.
Increasing amplitude: 	25.3249  V/m: 	 no AP.
Increasing amplitude: 	25.8794  V/m: 	 no AP.
Increasing amplitude: 	26.4461  V/m: 	 no AP.
Increasing amplitude: 	27.0252  V/m: 	 no AP.
Increasing amplitude: 	27.6170  V/m: 	 no AP.
Increasing amplitude: 	28.2217  V/m: 	 no AP.
Increasing amplitude: 	28.8397  V/m: 	 no AP.
Increasing amplitude: 	29.4712  V/m: 	 no AP.
Increasing amplitude: 	30.1165  V/m: 	 no AP.
Increasing amplitude: 	30.7760  V/m: 	 no AP.
Increasing amplitude: 	31.4499  V/m: 	 no AP.
Increasing amplitude: 	32.1386  V/m: 	 no AP.
Increasing amplitude: 	32.8423  V/m: 	 no AP.
Increasing amplitude: 	33.5615  V/m: 	 no AP.
Increasing amplitude: 	34.2964  V/m: 	 no AP.
Increasing amplitude: 	35.0474  V/m: 	 no AP.
Increasing amplitude: 	35.8148  V/m: 	 no AP.
Increasing amplitude: 	36.5990  V/m: 	 no AP.
