Model type: 	Bend axon, antidromic
Parameter ID:	286
Pulse duration in ms:	0.0680
Field orientation in degrees:	125.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.4544 kV/m: 	 no AP.
Increasing amplitude: 	0.4955 kV/m: 	 no AP.
Increasing amplitude: 	0.5404 kV/m: 	 no AP.
Increasing amplitude: 	0.5893 kV/m: 	 no AP.
Increasing amplitude: 	0.6426 kV/m: 	 no AP.
Increasing amplitude: 	0.7008 kV/m: 	 no AP.
Increasing amplitude: 	0.7642 kV/m: 	 no AP.
Increasing amplitude: 	0.8334 kV/m: 	 no AP.
Increasing amplitude: 	0.9088 kV/m: 	 no AP.
Increasing amplitude: 	0.9910 kV/m: 	 no AP.
Increasing amplitude: 	1.0807 kV/m: 	 no AP.
Increasing amplitude: 	1.1785 kV/m: 	 no AP.
Increasing amplitude: 	1.2852 kV/m: 	 no AP.
Increasing amplitude: 	1.4015 kV/m: 	 no AP.
Increasing amplitude: 	1.5284 kV/m: 	 no AP.
Increasing amplitude: 	1.6667 kV/m: 	 no AP.
Increasing amplitude: 	1.8176 kV/m: 	 no AP.
Increasing amplitude: 	1.9821 kV/m: 	 no AP.
Increasing amplitude: 	2.1614 kV/m: 	 no AP.
Increasing amplitude: 	2.3571 kV/m: 	 no AP.
Increasing amplitude: 	2.5704 kV/m: 	 no AP.
Increasing amplitude: 	2.8031 kV/m: 	 no AP.
Increasing amplitude: 	3.0568 kV/m: 	 no AP.
Increasing amplitude: 	3.3334 kV/m: 	 no AP.
Increasing amplitude: 	3.6351 kV/m: 	 no AP.
Increasing amplitude: 	3.9641 kV/m: 	 no AP.
Increasing amplitude: 	4.3229 kV/m: 	 no AP.
Increasing amplitude: 	4.7142 kV/m: 	 no AP.
Increasing amplitude: 	5.1408 kV/m: 	 no AP.
Increasing amplitude: 	5.6061 kV/m: 	 no AP.
Increasing amplitude: 	6.1135 kV/m: 	 no AP.
Increasing amplitude: 	6.6668 kV/m: 	 no AP.
Increasing amplitude: 	7.2702 kV/m: 	 no AP.
Increasing amplitude: 	7.9282 kV/m: 	 no AP.
Increasing amplitude: 	8.6458 kV/m: 	 no AP.
Increasing amplitude: 	9.4283 kV/m: 	 no AP.
Increasing amplitude: 	10.2816 kV/m: 	 no AP.
Increasing amplitude: 	11.2122 kV/m: 	 no AP.
Increasing amplitude: 	12.2270 kV/m: 	 no AP.
Increasing amplitude: 	13.3336 kV/m: 	 no AP.
Increasing amplitude: 	14.5404 kV/m: 	 no AP.
Increasing amplitude: 	15.8565 kV/m: 	 no AP.
Increasing amplitude: 	17.2916 kV/m: 	 no AP.
Increasing amplitude: 	18.8566 kV/m: 	 no AP.
Increasing amplitude: 	20.5633 kV/m: 	 no AP.
Increasing amplitude: 	22.4244 kV/m: 	 no AP.
Increasing amplitude: 	24.4540 kV/m: 	 no AP.
Increasing amplitude: 	26.6673 kV/m: 	 no AP.
Increasing amplitude: 	29.0809 kV/m: 	 no AP.
Increasing amplitude: 	31.7129 kV/m: 	 no AP.
Increasing amplitude: 	34.5832 kV/m: 	 no AP.
Increasing amplitude: 	37.7132 kV/m: 	 no AP.
Increasing amplitude: 	41.1266 kV/m: 	 no AP.
Increasing amplitude: 	44.8488 kV/m: 	 no AP.
Increasing amplitude: 	48.9080 kV/m: 	 no AP.
Increasing amplitude: 	53.3346 kV/m: 	 no AP.
Increasing amplitude: 	58.1617 kV/m: 	 no AP.
Increasing amplitude: 	63.4258 kV/m: 	 no AP.
Increasing amplitude: 	69.1664 kV/m: 	 no AP.
Increasing amplitude: 	75.4265 kV/m: 	 no AP.
Increasing amplitude: 	82.2531 kV/m: 	 no AP.
Increasing amplitude: 	89.6977 kV/m: 	 no AP.
Increasing amplitude: 	97.8160 kV/m: 	 no AP.
Increasing amplitude: 	0.1067 MV/m: 	 no AP.
Increasing amplitude: 	0.1163 MV/m: 	 no AP.
Increasing amplitude: 	0.1269 MV/m: 	 no AP.
Increasing amplitude: 	0.1383 MV/m: 	 no AP.
Increasing amplitude: 	0.1509 MV/m: 	 no AP.
Increasing amplitude: 	0.1645 MV/m: 	 no AP.
Increasing amplitude: 	0.1794 MV/m: 	 no AP.
Increasing amplitude: 	0.1956 MV/m: 	 no AP.
Increasing amplitude: 	0.2133 MV/m: 	 no AP.
Increasing amplitude: 	0.2326 MV/m: 	 no AP.
