Model type: 	Bend axon, antidromic
Parameter ID:	361
Pulse duration in ms:	0.3100
Field orientation in degrees:	0.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	9.3350  V/m: 	 no AP.
Increasing amplitude: 	10.1799  V/m: 	 no AP.
Increasing amplitude: 	11.1013  V/m: 	 no AP.
Increasing amplitude: 	12.1060  V/m: 	 no AP.
Increasing amplitude: 	13.2017  V/m: 	 no AP.
Increasing amplitude: 	14.3966  V/m: 	 no AP.
Increasing amplitude: 	15.6996  V/m: 	 no AP.
Increasing amplitude: 	17.1205  V/m: 	 no AP.
Increasing amplitude: 	18.6700  V/m: 	 no AP.
Increasing amplitude: 	20.3598  V/m: 	 no AP.
Increasing amplitude: 	22.2025  V/m: 	 no AP.
Increasing amplitude: 	24.2120  V/m: 	 no AP.
Increasing amplitude: 	26.4034  V/m: 	 no AP.
Increasing amplitude: 	28.7931  V/m: 	 no AP.
Increasing amplitude: 	31.3991  V/m: 	 no AP.
Increasing amplitude: 	34.2410  V/m: 	 no AP.
Increasing amplitude: 	37.3401  V/m: 	 no AP.
Increasing amplitude: 	40.7196  V/m: 	 no AP.
Increasing amplitude: 	44.4051  V/m: 	 no AP.
Increasing amplitude: 	48.4241  V/m: 	 no AP.
Increasing amplitude: 	52.8068  V/m: 	 no AP.
Increasing amplitude: 	57.5863  V/m: 	 no AP.
Increasing amplitude: 	62.7983  V/m: 	 no AP.
Increasing amplitude: 	68.4820  V/m: 	 no AP.
Increasing amplitude: 	74.6801  V/m: 	 AP.
Lower bound: 68.4820  V/m.   Upper bound: 74.6801  V/m.   Search amplitude: 71.5140  V/m: no AP.
Lower bound: 71.5140  V/m.   Upper bound: 74.6801  V/m.   Search amplitude: 73.0799  V/m: no AP.
Lower bound: 73.0799  V/m.   Upper bound: 74.6801  V/m.   Search amplitude: 73.8757  V/m: no AP.
Lower bound: 73.8757  V/m.   Upper bound: 74.6801  V/m.   Search amplitude: 74.2768  V/m: AP.
Lower bound: 73.8757  V/m.   Upper bound: 74.2768  V/m.   Search amplitude: 74.0760  V/m: no AP.
Binary search ended. Threshold: 74.0760  V/m.
 
Run time for search: 4.09 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	8.0681  V/m: 	 no AP.
Increasing amplitude: 	8.2447  V/m: 	 no AP.
Increasing amplitude: 	8.4253  V/m: 	 no AP.
Increasing amplitude: 	8.6098  V/m: 	 no AP.
Increasing amplitude: 	8.7983  V/m: 	 no AP.
Increasing amplitude: 	8.9910  V/m: 	 no AP.
Increasing amplitude: 	9.1878  V/m: 	 no AP.
Increasing amplitude: 	9.3890  V/m: 	 no AP.
Increasing amplitude: 	9.5946  V/m: 	 no AP.
Increasing amplitude: 	9.8047  V/m: 	 no AP.
Increasing amplitude: 	10.0194  V/m: 	 no AP.
Increasing amplitude: 	10.2388  V/m: 	 no AP.
Increasing amplitude: 	10.4630  V/m: 	 no AP.
Increasing amplitude: 	10.6921  V/m: 	 no AP.
Increasing amplitude: 	10.9262  V/m: 	 no AP.
Increasing amplitude: 	11.1655  V/m: 	 no AP.
Increasing amplitude: 	11.4100  V/m: 	 no AP.
Increasing amplitude: 	11.6598  V/m: 	 no AP.
Increasing amplitude: 	11.9151  V/m: 	 no AP.
Increasing amplitude: 	12.1761  V/m: 	 no AP.
Increasing amplitude: 	12.4427  V/m: 	 no AP.
Increasing amplitude: 	12.7151  V/m: 	 no AP.
Increasing amplitude: 	12.9936  V/m: 	 no AP.
Increasing amplitude: 	13.2781  V/m: 	 no AP.
Increasing amplitude: 	13.5688  V/m: 	 no AP.
Increasing amplitude: 	13.8660  V/m: 	 no AP.
Increasing amplitude: 	14.1696  V/m: 	 no AP.
Increasing amplitude: 	14.4799  V/m: 	 no AP.
Increasing amplitude: 	14.7969  V/m: 	 no AP.
Increasing amplitude: 	15.1209  V/m: 	 no AP.
Increasing amplitude: 	15.4520  V/m: 	 no AP.
Increasing amplitude: 	15.7904  V/m: 	 no AP.
Increasing amplitude: 	16.1362  V/m: 	 no AP.
Increasing amplitude: 	16.4895  V/m: 	 no AP.
Increasing amplitude: 	16.8506  V/m: 	 no AP.
Increasing amplitude: 	17.2195  V/m: 	 no AP.
Increasing amplitude: 	17.5966  V/m: 	 no AP.
Increasing amplitude: 	17.9819  V/m: 	 no AP.
Increasing amplitude: 	18.3757  V/m: 	 no AP.
Increasing amplitude: 	18.7780  V/m: 	 no AP.
Increasing amplitude: 	19.1892  V/m: 	 no AP.
Increasing amplitude: 	19.6094  V/m: 	 no AP.
Increasing amplitude: 	20.0388  V/m: 	 no AP.
Increasing amplitude: 	20.4776  V/m: 	 no AP.
Increasing amplitude: 	20.9260  V/m: 	 no AP.
Increasing amplitude: 	21.3842  V/m: 	 no AP.
Increasing amplitude: 	21.8525  V/m: 	 no AP.
