Model type: 	Bend axon, antidromic
Parameter ID:	317
Pulse duration in ms:	0.1400
Field orientation in degrees:	60.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	34.5493  V/m: 	 no AP.
Increasing amplitude: 	37.6763  V/m: 	 no AP.
Increasing amplitude: 	41.0863  V/m: 	 no AP.
Increasing amplitude: 	44.8049  V/m: 	 no AP.
Increasing amplitude: 	48.8601  V/m: 	 no AP.
Increasing amplitude: 	53.2823  V/m: 	 no AP.
Increasing amplitude: 	58.1048  V/m: 	 no AP.
Increasing amplitude: 	63.3637  V/m: 	 no AP.
Increasing amplitude: 	69.0986  V/m: 	 no AP.
Increasing amplitude: 	75.3526  V/m: 	 no AP.
Increasing amplitude: 	82.1725  V/m: 	 no AP.
Increasing amplitude: 	89.6098  V/m: 	 no AP.
Increasing amplitude: 	97.7202  V/m: 	 no AP.
Increasing amplitude: 	0.1066 kV/m: 	 no AP.
Increasing amplitude: 	0.1162 kV/m: 	 no AP.
Increasing amplitude: 	0.1267 kV/m: 	 no AP.
Increasing amplitude: 	0.1382 kV/m: 	 no AP.
Increasing amplitude: 	0.1507 kV/m: 	 no AP.
Increasing amplitude: 	0.1643 kV/m: 	 no AP.
Increasing amplitude: 	0.1792 kV/m: 	 no AP.
Increasing amplitude: 	0.1954 kV/m: 	 no AP.
Increasing amplitude: 	0.2131 kV/m: 	 no AP.
Increasing amplitude: 	0.2324 kV/m: 	 no AP.
Increasing amplitude: 	0.2535 kV/m: 	 no AP.
Increasing amplitude: 	0.2764 kV/m: 	 AP.
Lower bound: 0.2535 kV/m.   Upper bound: 0.2764 kV/m.   Search amplitude: 0.2647 kV/m: no AP.
Lower bound: 0.2647 kV/m.   Upper bound: 0.2764 kV/m.   Search amplitude: 0.2705 kV/m: AP.
Lower bound: 0.2647 kV/m.   Upper bound: 0.2705 kV/m.   Search amplitude: 0.2676 kV/m: no AP.
Lower bound: 0.2676 kV/m.   Upper bound: 0.2705 kV/m.   Search amplitude: 0.2690 kV/m: AP.
Lower bound: 0.2676 kV/m.   Upper bound: 0.2690 kV/m.   Search amplitude: 0.2683 kV/m: no AP.
Binary search ended. Threshold: 0.2683 kV/m.
 
Run time for search: 1.75 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	29.2205  V/m: 	 no AP.
Increasing amplitude: 	29.8603  V/m: 	 no AP.
Increasing amplitude: 	30.5142  V/m: 	 no AP.
Increasing amplitude: 	31.1823  V/m: 	 no AP.
Increasing amplitude: 	31.8651  V/m: 	 no AP.
Increasing amplitude: 	32.5629  V/m: 	 no AP.
Increasing amplitude: 	33.2759  V/m: 	 no AP.
Increasing amplitude: 	34.0046  V/m: 	 no AP.
Increasing amplitude: 	34.7492  V/m: 	 no AP.
Increasing amplitude: 	35.5101  V/m: 	 no AP.
Increasing amplitude: 	36.2877  V/m: 	 no AP.
Increasing amplitude: 	37.0822  V/m: 	 no AP.
Increasing amplitude: 	37.8942  V/m: 	 no AP.
Increasing amplitude: 	38.7240  V/m: 	 no AP.
Increasing amplitude: 	39.5720  V/m: 	 no AP.
Increasing amplitude: 	40.4385  V/m: 	 no AP.
Increasing amplitude: 	41.3240  V/m: 	 no AP.
Increasing amplitude: 	42.2288  V/m: 	 no AP.
Increasing amplitude: 	43.1535  V/m: 	 no AP.
Increasing amplitude: 	44.0985  V/m: 	 no AP.
Increasing amplitude: 	45.0641  V/m: 	 no AP.
Increasing amplitude: 	46.0509  V/m: 	 no AP.
Increasing amplitude: 	47.0593  V/m: 	 no AP.
Increasing amplitude: 	48.0897  V/m: 	 no AP.
Increasing amplitude: 	49.1428  V/m: 	 no AP.
Increasing amplitude: 	50.2188  V/m: 	 no AP.
Increasing amplitude: 	51.3185  V/m: 	 no AP.
Increasing amplitude: 	52.4422  V/m: 	 no AP.
Increasing amplitude: 	53.5906  V/m: 	 no AP.
Increasing amplitude: 	54.7640  V/m: 	 no AP.
Increasing amplitude: 	55.9632  V/m: 	 no AP.
Increasing amplitude: 	57.1886  V/m: 	 no AP.
Increasing amplitude: 	58.4409  V/m: 	 no AP.
Increasing amplitude: 	59.7206  V/m: 	 no AP.
Increasing amplitude: 	61.0283  V/m: 	 no AP.
Increasing amplitude: 	62.3647  V/m: 	 no AP.
Increasing amplitude: 	63.7303  V/m: 	 no AP.
Increasing amplitude: 	65.1258  V/m: 	 no AP.
Increasing amplitude: 	66.5518  V/m: 	 no AP.
Increasing amplitude: 	68.0091  V/m: 	 no AP.
Increasing amplitude: 	69.4983  V/m: 	 no AP.
Increasing amplitude: 	71.0202  V/m: 	 no AP.
Increasing amplitude: 	72.5753  V/m: 	 no AP.
Increasing amplitude: 	74.1645  V/m: 	 no AP.
Increasing amplitude: 	75.7885  V/m: 	 no AP.
Increasing amplitude: 	77.4480  V/m: 	 no AP.
