Model type: 	Bend axon, antidromic
Parameter ID:	362
Pulse duration in ms:	0.3100
Field orientation in degrees:	15.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	9.6643  V/m: 	 no AP.
Increasing amplitude: 	10.5390  V/m: 	 no AP.
Increasing amplitude: 	11.4929  V/m: 	 no AP.
Increasing amplitude: 	12.5331  V/m: 	 no AP.
Increasing amplitude: 	13.6674  V/m: 	 no AP.
Increasing amplitude: 	14.9044  V/m: 	 no AP.
Increasing amplitude: 	16.2534  V/m: 	 no AP.
Increasing amplitude: 	17.7244  V/m: 	 no AP.
Increasing amplitude: 	19.3286  V/m: 	 no AP.
Increasing amplitude: 	21.0780  V/m: 	 no AP.
Increasing amplitude: 	22.9858  V/m: 	 no AP.
Increasing amplitude: 	25.0662  V/m: 	 no AP.
Increasing amplitude: 	27.3348  V/m: 	 no AP.
Increasing amplitude: 	29.8088  V/m: 	 no AP.
Increasing amplitude: 	32.5068  V/m: 	 no AP.
Increasing amplitude: 	35.4489  V/m: 	 no AP.
Increasing amplitude: 	38.6573  V/m: 	 no AP.
Increasing amplitude: 	42.1561  V/m: 	 no AP.
Increasing amplitude: 	45.9715  V/m: 	 no AP.
Increasing amplitude: 	50.1323  V/m: 	 no AP.
Increasing amplitude: 	54.6697  V/m: 	 no AP.
Increasing amplitude: 	59.6177  V/m: 	 no AP.
Increasing amplitude: 	65.0136  V/m: 	 no AP.
Increasing amplitude: 	70.8978  V/m: 	 no AP.
Increasing amplitude: 	77.3146  V/m: 	 AP.
Lower bound: 70.8978  V/m.   Upper bound: 77.3146  V/m.   Search amplitude: 74.0367  V/m: no AP.
Lower bound: 74.0367  V/m.   Upper bound: 77.3146  V/m.   Search amplitude: 75.6579  V/m: no AP.
Lower bound: 75.6579  V/m.   Upper bound: 77.3146  V/m.   Search amplitude: 76.4817  V/m: no AP.
Lower bound: 76.4817  V/m.   Upper bound: 77.3146  V/m.   Search amplitude: 76.8970  V/m: AP.
Lower bound: 76.4817  V/m.   Upper bound: 76.8970  V/m.   Search amplitude: 76.6891  V/m: AP.
Binary search ended. Threshold: 76.6891  V/m.
 
Run time for search: 3.49 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	8.3301  V/m: 	 no AP.
Increasing amplitude: 	8.5125  V/m: 	 no AP.
Increasing amplitude: 	8.6989  V/m: 	 no AP.
Increasing amplitude: 	8.8894  V/m: 	 no AP.
Increasing amplitude: 	9.0840  V/m: 	 no AP.
Increasing amplitude: 	9.2830  V/m: 	 no AP.
Increasing amplitude: 	9.4862  V/m: 	 no AP.
Increasing amplitude: 	9.6939  V/m: 	 no AP.
Increasing amplitude: 	9.9062  V/m: 	 no AP.
Increasing amplitude: 	10.1231  V/m: 	 no AP.
Increasing amplitude: 	10.3448  V/m: 	 no AP.
Increasing amplitude: 	10.5713  V/m: 	 no AP.
Increasing amplitude: 	10.8028  V/m: 	 no AP.
Increasing amplitude: 	11.0394  V/m: 	 no AP.
Increasing amplitude: 	11.2811  V/m: 	 no AP.
Increasing amplitude: 	11.5281  V/m: 	 no AP.
Increasing amplitude: 	11.7805  V/m: 	 no AP.
Increasing amplitude: 	12.0385  V/m: 	 no AP.
Increasing amplitude: 	12.3021  V/m: 	 no AP.
Increasing amplitude: 	12.5715  V/m: 	 no AP.
Increasing amplitude: 	12.8468  V/m: 	 no AP.
Increasing amplitude: 	13.1281  V/m: 	 no AP.
Increasing amplitude: 	13.4156  V/m: 	 no AP.
Increasing amplitude: 	13.7093  V/m: 	 no AP.
Increasing amplitude: 	14.0095  V/m: 	 no AP.
Increasing amplitude: 	14.3163  V/m: 	 no AP.
Increasing amplitude: 	14.6298  V/m: 	 no AP.
Increasing amplitude: 	14.9501  V/m: 	 no AP.
Increasing amplitude: 	15.2775  V/m: 	 no AP.
Increasing amplitude: 	15.6120  V/m: 	 no AP.
Increasing amplitude: 	15.9539  V/m: 	 no AP.
Increasing amplitude: 	16.3032  V/m: 	 no AP.
Increasing amplitude: 	16.6602  V/m: 	 no AP.
Increasing amplitude: 	17.0250  V/m: 	 no AP.
Increasing amplitude: 	17.3978  V/m: 	 no AP.
Increasing amplitude: 	17.7788  V/m: 	 no AP.
Increasing amplitude: 	18.1681  V/m: 	 no AP.
Increasing amplitude: 	18.5659  V/m: 	 no AP.
Increasing amplitude: 	18.9725  V/m: 	 no AP.
Increasing amplitude: 	19.3879  V/m: 	 no AP.
Increasing amplitude: 	19.8124  V/m: 	 no AP.
Increasing amplitude: 	20.2463  V/m: 	 no AP.
Increasing amplitude: 	20.6896  V/m: 	 no AP.
Increasing amplitude: 	21.1427  V/m: 	 no AP.
Increasing amplitude: 	21.6056  V/m: 	 no AP.
Increasing amplitude: 	22.0787  V/m: 	 no AP.
Increasing amplitude: 	22.5622  V/m: 	 no AP.
Increasing amplitude: 	23.0562  V/m: 	 no AP.
Increasing amplitude: 	23.5611  V/m: 	 no AP.
Increasing amplitude: 	24.0770  V/m: 	 no AP.
Increasing amplitude: 	24.6042  V/m: 	 no AP.
Increasing amplitude: 	25.1430  V/m: 	 no AP.
Increasing amplitude: 	25.6936  V/m: 	 no AP.
Increasing amplitude: 	26.2562  V/m: 	 no AP.
Increasing amplitude: 	26.8311  V/m: 	 no AP.
Increasing amplitude: 	27.4186  V/m: 	 no AP.
Increasing amplitude: 	28.0190  V/m: 	 no AP.
Increasing amplitude: 	28.6326  V/m: 	 no AP.
Increasing amplitude: 	29.2595  V/m: 	 no AP.
Increasing amplitude: 	29.9002  V/m: 	 no AP.
Increasing amplitude: 	30.5550  V/m: 	 no AP.
Increasing amplitude: 	31.2240  V/m: 	 no AP.
Increasing amplitude: 	31.9077  V/m: 	 no AP.
Increasing amplitude: 	32.6064  V/m: 	 no AP.
Increasing amplitude: 	33.3204  V/m: 	 no AP.
Increasing amplitude: 	34.0500  V/m: 	 no AP.
Increasing amplitude: 	34.7956  V/m: 	 no AP.
Increasing amplitude: 	35.5576  V/m: 	 no AP.
Increasing amplitude: 	36.3362  V/m: 	 no AP.
Increasing amplitude: 	37.1318  V/m: 	 no AP.
Increasing amplitude: 	37.9449  V/m: 	 no AP.
Increasing amplitude: 	38.7758  V/m: 	 no AP.
Increasing amplitude: 	39.6249  V/m: 	 no AP.
Increasing amplitude: 	40.4925  V/m: 	 no AP.
Increasing amplitude: 	41.3792  V/m: 	 no AP.
Increasing amplitude: 	42.2853  V/m: 	 no AP.
Increasing amplitude: 	43.2112  V/m: 	 no AP.
Increasing amplitude: 	44.1574  V/m: 	 no AP.
Increasing amplitude: 	45.1244  V/m: 	 no AP.
Increasing amplitude: 	46.1125  V/m: 	 no AP.
Increasing amplitude: 	47.1222  V/m: 	 no AP.
Increasing amplitude: 	48.1540  V/m: 	 no AP.
Increasing amplitude: 	49.2085  V/m: 	 no AP.
Increasing amplitude: 	50.2860  V/m: 	 no AP.
Increasing amplitude: 	51.3871  V/m: 	 no AP.
Increasing amplitude: 	52.5123  V/m: 	 no AP.
Increasing amplitude: 	53.6622  V/m: 	 no AP.
Increasing amplitude: 	54.8373  V/m: 	 no AP.
Increasing amplitude: 	56.0380  V/m: 	 no AP.
Increasing amplitude: 	57.2651  V/m: 	 no AP.
Increasing amplitude: 	58.5191  V/m: 	 no AP.
Increasing amplitude: 	59.8005  V/m: 	 no AP.
Increasing amplitude: 	61.1099  V/m: 	 no AP.
Increasing amplitude: 	62.4480  V/m: 	 no AP.
Increasing amplitude: 	63.8155  V/m: 	 no AP.
Increasing amplitude: 	65.2129  V/m: 	 no AP.
Increasing amplitude: 	66.6408  V/m: 	 no AP.
Increasing amplitude: 	68.1001  V/m: 	 no AP.
Increasing amplitude: 	69.5913  V/m: 	 no AP.
Increasing amplitude: 	71.1151  V/m: 	 no AP.
Increasing amplitude: 	72.6723  V/m: 	 no AP.
Increasing amplitude: 	74.2637  V/m: 	 no AP.
Increasing amplitude: 	75.8898  V/m: 	 no AP.
Increasing amplitude: 	77.5516  V/m: 	 AP.
Lower bound: 75.8898  V/m.   Upper bound: 77.5516  V/m.   Search amplitude: 76.7162  V/m: AP.
Lower bound: 75.8898  V/m.   Upper bound: 76.7162  V/m.   Search amplitude: 76.3019  V/m: no AP.
Lower bound: 76.3019  V/m.   Upper bound: 76.7162  V/m.   Search amplitude: 76.5088  V/m: no AP.
Binary search ended. Threshold: 76.5088  V/m.
Percentage difference: 0.000 %.
 
Run time for search: 81.91 min.
 
-----------------------------------------------------------
Total run time: 85.398 min.
Results saved in UF_BndA_HH/Results/result_362.mat.
