Model type: 	Bend axon, antidromic
Parameter ID:	313
Pulse duration in ms:	0.1400
Field orientation in degrees:	0.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	17.2747  V/m: 	 no AP.
Increasing amplitude: 	18.8381  V/m: 	 no AP.
Increasing amplitude: 	20.5431  V/m: 	 no AP.
Increasing amplitude: 	22.4024  V/m: 	 no AP.
Increasing amplitude: 	24.4300  V/m: 	 no AP.
Increasing amplitude: 	26.6412  V/m: 	 no AP.
Increasing amplitude: 	29.0524  V/m: 	 no AP.
Increasing amplitude: 	31.6818  V/m: 	 no AP.
Increasing amplitude: 	34.5493  V/m: 	 no AP.
Increasing amplitude: 	37.6763  V/m: 	 no AP.
Increasing amplitude: 	41.0863  V/m: 	 no AP.
Increasing amplitude: 	44.8049  V/m: 	 no AP.
Increasing amplitude: 	48.8601  V/m: 	 no AP.
Increasing amplitude: 	53.2823  V/m: 	 no AP.
Increasing amplitude: 	58.1048  V/m: 	 no AP.
Increasing amplitude: 	63.3637  V/m: 	 no AP.
Increasing amplitude: 	69.0986  V/m: 	 no AP.
Increasing amplitude: 	75.3526  V/m: 	 no AP.
Increasing amplitude: 	82.1725  V/m: 	 no AP.
Increasing amplitude: 	89.6098  V/m: 	 no AP.
Increasing amplitude: 	97.7202  V/m: 	 no AP.
Increasing amplitude: 	0.1066 kV/m: 	 no AP.
Increasing amplitude: 	0.1162 kV/m: 	 no AP.
Increasing amplitude: 	0.1267 kV/m: 	 no AP.
Increasing amplitude: 	0.1382 kV/m: 	 no AP.
Increasing amplitude: 	0.1507 kV/m: 	 AP.
Lower bound: 0.1382 kV/m.   Upper bound: 0.1507 kV/m.   Search amplitude: 0.1443 kV/m: no AP.
Lower bound: 0.1443 kV/m.   Upper bound: 0.1507 kV/m.   Search amplitude: 0.1475 kV/m: no AP.
Lower bound: 0.1475 kV/m.   Upper bound: 0.1507 kV/m.   Search amplitude: 0.1491 kV/m: no AP.
Lower bound: 0.1491 kV/m.   Upper bound: 0.1507 kV/m.   Search amplitude: 0.1499 kV/m: no AP.
Lower bound: 0.1499 kV/m.   Upper bound: 0.1507 kV/m.   Search amplitude: 0.1503 kV/m: no AP.
Binary search ended. Threshold: 0.1503 kV/m.
 
Run time for search: 3.17 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	16.3699  V/m: 	 no AP.
Increasing amplitude: 	16.7283  V/m: 	 no AP.
Increasing amplitude: 	17.0946  V/m: 	 no AP.
Increasing amplitude: 	17.4689  V/m: 	 no AP.
Increasing amplitude: 	17.8514  V/m: 	 no AP.
Increasing amplitude: 	18.2423  V/m: 	 no AP.
Increasing amplitude: 	18.6418  V/m: 	 no AP.
Increasing amplitude: 	19.0500  V/m: 	 no AP.
Increasing amplitude: 	19.4671  V/m: 	 no AP.
Increasing amplitude: 	19.8934  V/m: 	 no AP.
Increasing amplitude: 	20.3290  V/m: 	 no AP.
Increasing amplitude: 	20.7742  V/m: 	 no AP.
Increasing amplitude: 	21.2291  V/m: 	 no AP.
Increasing amplitude: 	21.6939  V/m: 	 no AP.
Increasing amplitude: 	22.1690  V/m: 	 no AP.
Increasing amplitude: 	22.6544  V/m: 	 no AP.
Increasing amplitude: 	23.1505  V/m: 	 no AP.
Increasing amplitude: 	23.6574  V/m: 	 no AP.
Increasing amplitude: 	24.1754  V/m: 	 no AP.
Increasing amplitude: 	24.7048  V/m: 	 no AP.
Increasing amplitude: 	25.2458  V/m: 	 no AP.
Increasing amplitude: 	25.7986  V/m: 	 no AP.
Increasing amplitude: 	26.3635  V/m: 	 no AP.
Increasing amplitude: 	26.9408  V/m: 	 no AP.
Increasing amplitude: 	27.5307  V/m: 	 no AP.
Increasing amplitude: 	28.1335  V/m: 	 no AP.
Increasing amplitude: 	28.7496  V/m: 	 no AP.
Increasing amplitude: 	29.3791  V/m: 	 no AP.
Increasing amplitude: 	30.0224  V/m: 	 no AP.
