Model type: 	Bend axon, antidromic
Parameter ID:	356
Pulse duration in ms:	0.2100
Field orientation in degrees:	117.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.1719 kV/m: 	 no AP.
Increasing amplitude: 	0.1874 kV/m: 	 no AP.
Increasing amplitude: 	0.2044 kV/m: 	 no AP.
Increasing amplitude: 	0.2229 kV/m: 	 no AP.
Increasing amplitude: 	0.2430 kV/m: 	 no AP.
Increasing amplitude: 	0.2650 kV/m: 	 no AP.
Increasing amplitude: 	0.2890 kV/m: 	 no AP.
Increasing amplitude: 	0.3152 kV/m: 	 no AP.
Increasing amplitude: 	0.3437 kV/m: 	 no AP.
Increasing amplitude: 	0.3748 kV/m: 	 no AP.
Increasing amplitude: 	0.4087 kV/m: 	 no AP.
Increasing amplitude: 	0.4457 kV/m: 	 no AP.
Increasing amplitude: 	0.4861 kV/m: 	 no AP.
Increasing amplitude: 	0.5301 kV/m: 	 no AP.
Increasing amplitude: 	0.5780 kV/m: 	 no AP.
Increasing amplitude: 	0.6304 kV/m: 	 no AP.
Increasing amplitude: 	0.6874 kV/m: 	 no AP.
Increasing amplitude: 	0.7496 kV/m: 	 no AP.
Increasing amplitude: 	0.8175 kV/m: 	 no AP.
Increasing amplitude: 	0.8915 kV/m: 	 no AP.
Increasing amplitude: 	0.9721 kV/m: 	 no AP.
Increasing amplitude: 	1.0601 kV/m: 	 no AP.
Increasing amplitude: 	1.1561 kV/m: 	 no AP.
Increasing amplitude: 	1.2607 kV/m: 	 no AP.
Increasing amplitude: 	1.3748 kV/m: 	 no AP.
Increasing amplitude: 	1.4993 kV/m: 	 no AP.
Increasing amplitude: 	1.6349 kV/m: 	 no AP.
Increasing amplitude: 	1.7829 kV/m: 	 no AP.
Increasing amplitude: 	1.9443 kV/m: 	 no AP.
Increasing amplitude: 	2.1203 kV/m: 	 no AP.
Increasing amplitude: 	2.3122 kV/m: 	 no AP.
Increasing amplitude: 	2.5214 kV/m: 	 no AP.
Increasing amplitude: 	2.7496 kV/m: 	 no AP.
Increasing amplitude: 	2.9985 kV/m: 	 no AP.
Increasing amplitude: 	3.2699 kV/m: 	 no AP.
Increasing amplitude: 	3.5658 kV/m: 	 no AP.
Increasing amplitude: 	3.8886 kV/m: 	 no AP.
Increasing amplitude: 	4.2405 kV/m: 	 no AP.
Increasing amplitude: 	4.6243 kV/m: 	 no AP.
Increasing amplitude: 	5.0429 kV/m: 	 no AP.
Increasing amplitude: 	5.4993 kV/m: 	 no AP.
Increasing amplitude: 	5.9970 kV/m: 	 no AP.
Increasing amplitude: 	6.5398 kV/m: 	 no AP.
Increasing amplitude: 	7.1317 kV/m: 	 no AP.
Increasing amplitude: 	7.7772 kV/m: 	 no AP.
Increasing amplitude: 	8.4810 kV/m: 	 no AP.
Increasing amplitude: 	9.2486 kV/m: 	 no AP.
Increasing amplitude: 	10.0857 kV/m: 	 no AP.
Increasing amplitude: 	10.9986 kV/m: 	 no AP.
Increasing amplitude: 	11.9940 kV/m: 	 no AP.
Increasing amplitude: 	13.0796 kV/m: 	 no AP.
Increasing amplitude: 	14.2634 kV/m: 	 no AP.
Increasing amplitude: 	15.5543 kV/m: 	 no AP.
Increasing amplitude: 	16.9621 kV/m: 	 no AP.
Increasing amplitude: 	18.4973 kV/m: 	 no AP.
Increasing amplitude: 	20.1714 kV/m: 	 no AP.
Increasing amplitude: 	21.9971 kV/m: 	 no AP.
Increasing amplitude: 	23.9880 kV/m: 	 no AP.
Increasing amplitude: 	26.1591 kV/m: 	 no AP.
Increasing amplitude: 	28.5267 kV/m: 	 no AP.
Increasing amplitude: 	31.1086 kV/m: 	 no AP.
Increasing amplitude: 	33.9242 kV/m: 	 no AP.
Increasing amplitude: 	36.9946 kV/m: 	 no AP.
Increasing amplitude: 	40.3429 kV/m: 	 no AP.
Increasing amplitude: 	43.9942 kV/m: 	 no AP.
Increasing amplitude: 	47.9760 kV/m: 	 no AP.
Increasing amplitude: 	52.3182 kV/m: 	 no AP.
Increasing amplitude: 	57.0534 kV/m: 	 no AP.
Increasing amplitude: 	62.2172 kV/m: 	 no AP.
Increasing amplitude: 	67.8484 kV/m: 	 no AP.
Increasing amplitude: 	73.9892 kV/m: 	 no AP.
Increasing amplitude: 	80.6858 kV/m: 	 no AP.
Increasing amplitude: 	87.9884 kV/m: 	 no AP.
Increasing amplitude: 	95.9521 kV/m: 	 no AP.
Increasing amplitude: 	0.1046 MV/m: 	 no AP.
Increasing amplitude: 	0.1141 MV/m: 	 no AP.
Increasing amplitude: 	0.1244 MV/m: 	 no AP.
Increasing amplitude: 	0.1357 MV/m: 	 no AP.
Increasing amplitude: 	0.1480 MV/m: 	 no AP.
Increasing amplitude: 	0.1614 MV/m: 	 no AP.
Increasing amplitude: 	0.1760 MV/m: 	 no AP.
Increasing amplitude: 	0.1919 MV/m: 	 no AP.
Increasing amplitude: 	0.2093 MV/m: 	 no AP.
Increasing amplitude: 	0.2282 MV/m: 	 no AP.
Increasing amplitude: 	0.2489 MV/m: 	 no AP.
Increasing amplitude: 	0.2714 MV/m: 	 no AP.
Increasing amplitude: 	0.2960 MV/m: 	 no AP.
Increasing amplitude: 	0.3227 MV/m: 	 no AP.
Increasing amplitude: 	0.3520 MV/m: 	 no AP.
Increasing amplitude: 	0.3838 MV/m: 	 no AP.
Increasing amplitude: 	0.4185 MV/m: 	 no AP.
Increasing amplitude: 	0.4564 MV/m: 	 no AP.
Increasing amplitude: 	0.4977 MV/m: 	 no AP.
Increasing amplitude: 	0.5428 MV/m: 	 no AP.
Increasing amplitude: 	0.5919 MV/m: 	 no AP.
Increasing amplitude: 	0.6455 MV/m: 	 no AP.
Increasing amplitude: 	0.7039 MV/m: 	 no AP.
Increasing amplitude: 	0.7676 MV/m: 	 no AP.
Increasing amplitude: 	0.8371 MV/m: 	 no AP.
Increasing amplitude: 	0.9129 MV/m: 	 no AP.
Increasing amplitude: 	0.9955 MV/m: 	 no AP.
Increasing amplitude: 	1.0856 MV/m: 	 no AP.
Increasing amplitude: 	1.1838 MV/m: 	 no AP.
Increasing amplitude: 	1.2910 MV/m: 	 no AP.
Increasing amplitude: 	1.4078 MV/m: 	 no AP.
Increasing amplitude: 	1.5352 MV/m: 	 no AP.
Increasing amplitude: 	1.6742 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 10.18 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.1719 kV/m: 	 no AP.
Increasing amplitude: 	0.1874 kV/m: 	 no AP.
Increasing amplitude: 	0.2044 kV/m: 	 no AP.
Increasing amplitude: 	0.2229 kV/m: 	 no AP.
Increasing amplitude: 	0.2430 kV/m: 	 no AP.
Increasing amplitude: 	0.2650 kV/m: 	 no AP.
Increasing amplitude: 	0.2890 kV/m: 	 no AP.
Increasing amplitude: 	0.3152 kV/m: 	 no AP.
Increasing amplitude: 	0.3437 kV/m: 	 no AP.
Increasing amplitude: 	0.3748 kV/m: 	 no AP.
Increasing amplitude: 	0.4087 kV/m: 	 no AP.
Increasing amplitude: 	0.4457 kV/m: 	 no AP.
Increasing amplitude: 	0.4861 kV/m: 	 no AP.
Increasing amplitude: 	0.5301 kV/m: 	 no AP.
Increasing amplitude: 	0.5780 kV/m: 	 no AP.
Increasing amplitude: 	0.6304 kV/m: 	 no AP.
Increasing amplitude: 	0.6874 kV/m: 	 no AP.
Increasing amplitude: 	0.7496 kV/m: 	 no AP.
Increasing amplitude: 	0.8175 kV/m: 	 no AP.
Increasing amplitude: 	0.8915 kV/m: 	 no AP.
Increasing amplitude: 	0.9721 kV/m: 	 no AP.
Increasing amplitude: 	1.0601 kV/m: 	 no AP.
Increasing amplitude: 	1.1561 kV/m: 	 no AP.
Increasing amplitude: 	1.2607 kV/m: 	 no AP.
Increasing amplitude: 	1.3748 kV/m: 	 no AP.
Increasing amplitude: 	1.4993 kV/m: 	 no AP.
Increasing amplitude: 	1.6349 kV/m: 	 no AP.
Increasing amplitude: 	1.7829 kV/m: 	 no AP.
Increasing amplitude: 	1.9443 kV/m: 	 no AP.
Increasing amplitude: 	2.1203 kV/m: 	 no AP.
Increasing amplitude: 	2.3122 kV/m: 	 no AP.
Increasing amplitude: 	2.5214 kV/m: 	 no AP.
Increasing amplitude: 	2.7496 kV/m: 	 no AP.
Increasing amplitude: 	2.9985 kV/m: 	 no AP.
Increasing amplitude: 	3.2699 kV/m: 	 no AP.
Increasing amplitude: 	3.5658 kV/m: 	 no AP.
Increasing amplitude: 	3.8886 kV/m: 	 AP.
Lower bound: 3.5658 kV/m.   Upper bound: 3.8886 kV/m.   Search amplitude: 3.7237 kV/m: AP.
Lower bound: 3.5658 kV/m.   Upper bound: 3.7237 kV/m.   Search amplitude: 3.6439 kV/m: AP.
Lower bound: 3.5658 kV/m.   Upper bound: 3.6439 kV/m.   Search amplitude: 3.6047 kV/m: no AP.
Lower bound: 3.6047 kV/m.   Upper bound: 3.6439 kV/m.   Search amplitude: 3.6242 kV/m: AP.
Lower bound: 3.6047 kV/m.   Upper bound: 3.6242 kV/m.   Search amplitude: 3.6144 kV/m: AP.
Binary search ended. Threshold: 3.6144 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 41.30 min.
 
-----------------------------------------------------------
Total run time: 51.485 min.
Results saved in UF_BndA_HH/Results/result_356.mat.
