Model type: 	Bend axon, antidromic
Parameter ID:	143
Pulse duration in ms:	0.0068
Field orientation in degrees:	130.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	4.2380 kV/m: 	 no AP.
Increasing amplitude: 	4.6216 kV/m: 	 no AP.
Increasing amplitude: 	5.0399 kV/m: 	 no AP.
Increasing amplitude: 	5.4961 kV/m: 	 no AP.
Increasing amplitude: 	5.9935 kV/m: 	 no AP.
Increasing amplitude: 	6.5359 kV/m: 	 no AP.
Increasing amplitude: 	7.1275 kV/m: 	 no AP.
Increasing amplitude: 	7.7726 kV/m: 	 no AP.
Increasing amplitude: 	8.4761 kV/m: 	 no AP.
Increasing amplitude: 	9.2432 kV/m: 	 no AP.
Increasing amplitude: 	10.0798 kV/m: 	 no AP.
Increasing amplitude: 	10.9921 kV/m: 	 no AP.
Increasing amplitude: 	11.9870 kV/m: 	 no AP.
Increasing amplitude: 	13.0719 kV/m: 	 no AP.
Increasing amplitude: 	14.2550 kV/m: 	 no AP.
Increasing amplitude: 	15.5452 kV/m: 	 no AP.
Increasing amplitude: 	16.9521 kV/m: 	 no AP.
Increasing amplitude: 	18.4864 kV/m: 	 no AP.
Increasing amplitude: 	20.1596 kV/m: 	 no AP.
Increasing amplitude: 	21.9842 kV/m: 	 no AP.
Increasing amplitude: 	23.9739 kV/m: 	 no AP.
Increasing amplitude: 	26.1438 kV/m: 	 no AP.
Increasing amplitude: 	28.5100 kV/m: 	 no AP.
Increasing amplitude: 	31.0904 kV/m: 	 no AP.
Increasing amplitude: 	33.9043 kV/m: 	 no AP.
Increasing amplitude: 	36.9729 kV/m: 	 no AP.
Increasing amplitude: 	40.3192 kV/m: 	 no AP.
Increasing amplitude: 	43.9684 kV/m: 	 no AP.
Increasing amplitude: 	47.9479 kV/m: 	 no AP.
Increasing amplitude: 	52.2875 kV/m: 	 no AP.
Increasing amplitude: 	57.0200 kV/m: 	 no AP.
Increasing amplitude: 	62.1807 kV/m: 	 no AP.
Increasing amplitude: 	67.8086 kV/m: 	 no AP.
Increasing amplitude: 	73.9458 kV/m: 	 no AP.
Increasing amplitude: 	80.6384 kV/m: 	 no AP.
Increasing amplitude: 	87.9368 kV/m: 	 no AP.
Increasing amplitude: 	95.8958 kV/m: 	 no AP.
Increasing amplitude: 	0.1046 MV/m: 	 no AP.
Increasing amplitude: 	0.1140 MV/m: 	 no AP.
Increasing amplitude: 	0.1244 MV/m: 	 no AP.
Increasing amplitude: 	0.1356 MV/m: 	 no AP.
Increasing amplitude: 	0.1479 MV/m: 	 no AP.
Increasing amplitude: 	0.1613 MV/m: 	 no AP.
Increasing amplitude: 	0.1759 MV/m: 	 no AP.
Increasing amplitude: 	0.1918 MV/m: 	 no AP.
Increasing amplitude: 	0.2092 MV/m: 	 no AP.
Increasing amplitude: 	0.2281 MV/m: 	 no AP.
Increasing amplitude: 	0.2487 MV/m: 	 no AP.
Increasing amplitude: 	0.2712 MV/m: 	 no AP.
Increasing amplitude: 	0.2958 MV/m: 	 no AP.
Increasing amplitude: 	0.3226 MV/m: 	 no AP.
Increasing amplitude: 	0.3517 MV/m: 	 no AP.
Increasing amplitude: 	0.3836 MV/m: 	 no AP.
Increasing amplitude: 	0.4183 MV/m: 	 no AP.
Increasing amplitude: 	0.4562 MV/m: 	 no AP.
Increasing amplitude: 	0.4974 MV/m: 	 no AP.
Increasing amplitude: 	0.5425 MV/m: 	 no AP.
Increasing amplitude: 	0.5916 MV/m: 	 no AP.
Increasing amplitude: 	0.6451 MV/m: 	 no AP.
Increasing amplitude: 	0.7035 MV/m: 	 no AP.
Increasing amplitude: 	0.7672 MV/m: 	 no AP.
Increasing amplitude: 	0.8366 MV/m: 	 no AP.
Increasing amplitude: 	0.9123 MV/m: 	 no AP.
Increasing amplitude: 	0.9949 MV/m: 	 no AP.
Increasing amplitude: 	1.0849 MV/m: 	 no AP.
Increasing amplitude: 	1.1831 MV/m: 	 no AP.
Increasing amplitude: 	1.2902 MV/m: 	 no AP.
Increasing amplitude: 	1.4070 MV/m: 	 no AP.
Increasing amplitude: 	1.5343 MV/m: 	 no AP.
Increasing amplitude: 	1.6732 MV/m: 	 no AP.
Increasing amplitude: 	1.8246 MV/m: 	 no AP.
Increasing amplitude: 	1.9898 MV/m: 	 no AP.
Increasing amplitude: 	2.1699 MV/m: 	 no AP.
Increasing amplitude: 	2.3663 MV/m: 	 no AP.
Increasing amplitude: 	2.5804 MV/m: 	 no AP.
Increasing amplitude: 	2.8140 MV/m: 	 no AP.
Increasing amplitude: 	3.0687 MV/m: 	 no AP.
Increasing amplitude: 	3.3464 MV/m: 	 no AP.
Increasing amplitude: 	3.6493 MV/m: 	 no AP.
Increasing amplitude: 	3.9796 MV/m: 	 no AP.
Increasing amplitude: 	4.3397 MV/m: 	 no AP.
Increasing amplitude: 	4.7325 MV/m: 	 no AP.
Increasing amplitude: 	5.1609 MV/m: 	 no AP.
Increasing amplitude: 	5.6280 MV/m: 	 no AP.
Increasing amplitude: 	6.1373 MV/m: 	 no AP.
Increasing amplitude: 	6.6928 MV/m: 	 no AP.
Increasing amplitude: 	7.2986 MV/m: 	 no AP.
Increasing amplitude: 	7.9591 MV/m: 	 no AP.
Increasing amplitude: 	8.6795 MV/m: 	 no AP.
Increasing amplitude: 	9.4651 MV/m: 	 no AP.
Increasing amplitude: 	10.3217 MV/m: 	 no AP.
Increasing amplitude: 	11.2559 MV/m: 	 no AP.
Increasing amplitude: 	12.2747 MV/m: 	 no AP.
Increasing amplitude: 	13.3856 MV/m: 	 no AP.
Increasing amplitude: 	14.5971 MV/m: 	 no AP.
Increasing amplitude: 	15.9183 MV/m: 	 no AP.
Increasing amplitude: 	17.3590 MV/m: 	 no AP.
Increasing amplitude: 	18.9301 MV/m: 	 no AP.
Increasing amplitude: 	20.6434 MV/m: 	 no AP.
Increasing amplitude: 	22.5118 MV/m: 	 no AP.
Increasing amplitude: 	24.5493 MV/m: 	 no AP.
Increasing amplitude: 	26.7712 MV/m: 	 no AP.
Increasing amplitude: 	29.1942 MV/m: 	 no AP.
Increasing amplitude: 	31.8365 MV/m: 	 no AP.
Increasing amplitude: 	34.7180 MV/m: 	 no AP.
Increasing amplitude: 	37.8602 MV/m: 	 no AP.
Increasing amplitude: 	41.2869 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 8.26 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	4.2380 kV/m: 	 no AP.
Increasing amplitude: 	4.6216 kV/m: 	 no AP.
Increasing amplitude: 	5.0399 kV/m: 	 no AP.
Increasing amplitude: 	5.4961 kV/m: 	 no AP.
Increasing amplitude: 	5.9935 kV/m: 	 no AP.
Increasing amplitude: 	6.5359 kV/m: 	 no AP.
Increasing amplitude: 	7.1275 kV/m: 	 no AP.
Increasing amplitude: 	7.7726 kV/m: 	 no AP.
Increasing amplitude: 	8.4761 kV/m: 	 no AP.
Increasing amplitude: 	9.2432 kV/m: 	 no AP.
Increasing amplitude: 	10.0798 kV/m: 	 no AP.
Increasing amplitude: 	10.9921 kV/m: 	 no AP.
Increasing amplitude: 	11.9870 kV/m: 	 no AP.
Increasing amplitude: 	13.0719 kV/m: 	 no AP.
Increasing amplitude: 	14.2550 kV/m: 	 no AP.
Increasing amplitude: 	15.5452 kV/m: 	 no AP.
Increasing amplitude: 	16.9521 kV/m: 	 no AP.
Increasing amplitude: 	18.4864 kV/m: 	 no AP.
Increasing amplitude: 	20.1596 kV/m: 	 no AP.
Increasing amplitude: 	21.9842 kV/m: 	 no AP.
Increasing amplitude: 	23.9739 kV/m: 	 no AP.
Increasing amplitude: 	26.1438 kV/m: 	 no AP.
Increasing amplitude: 	28.5100 kV/m: 	 no AP.
Increasing amplitude: 	31.0904 kV/m: 	 no AP.
Increasing amplitude: 	33.9043 kV/m: 	 no AP.
Increasing amplitude: 	36.9729 kV/m: 	 no AP.
Increasing amplitude: 	40.3192 kV/m: 	 no AP.
Increasing amplitude: 	43.9684 kV/m: 	 AP.
Lower bound: 40.3192 kV/m.   Upper bound: 43.9684 kV/m.   Search amplitude: 42.1043 kV/m: AP.
Lower bound: 40.3192 kV/m.   Upper bound: 42.1043 kV/m.   Search amplitude: 41.2021 kV/m: no AP.
Lower bound: 41.2021 kV/m.   Upper bound: 42.1043 kV/m.   Search amplitude: 41.6507 kV/m: AP.
Lower bound: 41.2021 kV/m.   Upper bound: 41.6507 kV/m.   Search amplitude: 41.4258 kV/m: no AP.
Lower bound: 41.4258 kV/m.   Upper bound: 41.6507 kV/m.   Search amplitude: 41.5381 kV/m: no AP.
Binary search ended. Threshold: 41.5381 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 14.16 min.
 
-----------------------------------------------------------
Total run time: 22.426 min.
Results saved in UF_BndA_HH/Results/result_143.mat.
