Model type: 	Bend axon, antidromic
Parameter ID:	337
Pulse duration in ms:	0.2100
Field orientation in degrees:	0.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	12.4188  V/m: 	 no AP.
Increasing amplitude: 	13.5428  V/m: 	 no AP.
Increasing amplitude: 	14.7685  V/m: 	 no AP.
Increasing amplitude: 	16.1051  V/m: 	 no AP.
Increasing amplitude: 	17.5628  V/m: 	 no AP.
Increasing amplitude: 	19.1523  V/m: 	 no AP.
Increasing amplitude: 	20.8858  V/m: 	 no AP.
Increasing amplitude: 	22.7761  V/m: 	 no AP.
Increasing amplitude: 	24.8375  V/m: 	 no AP.
Increasing amplitude: 	27.0855  V/m: 	 no AP.
Increasing amplitude: 	29.5369  V/m: 	 no AP.
Increasing amplitude: 	32.2103  V/m: 	 no AP.
Increasing amplitude: 	35.1255  V/m: 	 no AP.
Increasing amplitude: 	38.3047  V/m: 	 no AP.
Increasing amplitude: 	41.7716  V/m: 	 no AP.
Increasing amplitude: 	45.5522  V/m: 	 no AP.
Increasing amplitude: 	49.6750  V/m: 	 no AP.
Increasing amplitude: 	54.1710  V/m: 	 no AP.
Increasing amplitude: 	59.0739  V/m: 	 no AP.
Increasing amplitude: 	64.4205  V/m: 	 no AP.
Increasing amplitude: 	70.2511  V/m: 	 no AP.
Increasing amplitude: 	76.6094  V/m: 	 no AP.
Increasing amplitude: 	83.5431  V/m: 	 no AP.
Increasing amplitude: 	91.1044  V/m: 	 no AP.
Increasing amplitude: 	99.3501  V/m: 	 no AP.
Increasing amplitude: 	0.1083 kV/m: 	 AP.
Lower bound: 99.3501  V/m.   Upper bound: 0.1083 kV/m.   Search amplitude: 0.1037 kV/m: no AP.
Lower bound: 0.1037 kV/m.   Upper bound: 0.1083 kV/m.   Search amplitude: 0.1060 kV/m: AP.
Lower bound: 0.1037 kV/m.   Upper bound: 0.1060 kV/m.   Search amplitude: 0.1049 kV/m: AP.
Lower bound: 0.1037 kV/m.   Upper bound: 0.1049 kV/m.   Search amplitude: 0.1043 kV/m: AP.
Lower bound: 0.1037 kV/m.   Upper bound: 0.1043 kV/m.   Search amplitude: 0.1040 kV/m: AP.
Binary search ended. Threshold: 0.1040 kV/m.
 
Run time for search: 3.70 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	11.2999  V/m: 	 no AP.
Increasing amplitude: 	11.5473  V/m: 	 no AP.
Increasing amplitude: 	11.8002  V/m: 	 no AP.
Increasing amplitude: 	12.0586  V/m: 	 no AP.
Increasing amplitude: 	12.3226  V/m: 	 no AP.
Increasing amplitude: 	12.5925  V/m: 	 no AP.
Increasing amplitude: 	12.8682  V/m: 	 no AP.
Increasing amplitude: 	13.1500  V/m: 	 no AP.
Increasing amplitude: 	13.4379  V/m: 	 no AP.
Increasing amplitude: 	13.7322  V/m: 	 no AP.
Increasing amplitude: 	14.0329  V/m: 	 no AP.
Increasing amplitude: 	14.3402  V/m: 	 no AP.
Increasing amplitude: 	14.6542  V/m: 	 no AP.
Increasing amplitude: 	14.9751  V/m: 	 no AP.
Increasing amplitude: 	15.3030  V/m: 	 no AP.
Increasing amplitude: 	15.6381  V/m: 	 no AP.
Increasing amplitude: 	15.9805  V/m: 	 no AP.
Increasing amplitude: 	16.3304  V/m: 	 no AP.
Increasing amplitude: 	16.6880  V/m: 	 no AP.
Increasing amplitude: 	17.0534  V/m: 	 no AP.
Increasing amplitude: 	17.4268  V/m: 	 no AP.
Increasing amplitude: 	17.8084  V/m: 	 no AP.
Increasing amplitude: 	18.1984  V/m: 	 no AP.
Increasing amplitude: 	18.5969  V/m: 	 no AP.
Increasing amplitude: 	19.0041  V/m: 	 no AP.
Increasing amplitude: 	19.4202  V/m: 	 no AP.
Increasing amplitude: 	19.8455  V/m: 	 no AP.
Increasing amplitude: 	20.2801  V/m: 	 no AP.
Increasing amplitude: 	20.7241  V/m: 	 no AP.
Increasing amplitude: 	21.1779  V/m: 	 no AP.
Increasing amplitude: 	21.6417  V/m: 	 no AP.
Increasing amplitude: 	22.1156  V/m: 	 no AP.
Increasing amplitude: 	22.5998  V/m: 	 no AP.
Increasing amplitude: 	23.0947  V/m: 	 no AP.
Increasing amplitude: 	23.6004  V/m: 	 no AP.
Increasing amplitude: 	24.1172  V/m: 	 no AP.
Increasing amplitude: 	24.6453  V/m: 	 no AP.
Increasing amplitude: 	25.1849  V/m: 	 no AP.
Increasing amplitude: 	25.7364  V/m: 	 no AP.
Increasing amplitude: 	26.3000  V/m: 	 no AP.
Increasing amplitude: 	26.8759  V/m: 	 no AP.
Increasing amplitude: 	27.4644  V/m: 	 no AP.
