Model type: 	Bend axon, antidromic
Parameter ID:	526
Pulse duration in ms:	3.1000
Field orientation in degrees:	125.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	66.1161  V/m: 	 no AP.
Increasing amplitude: 	72.1001  V/m: 	 no AP.
Increasing amplitude: 	78.6257  V/m: 	 no AP.
Increasing amplitude: 	85.7420  V/m: 	 no AP.
Increasing amplitude: 	93.5023  V/m: 	 no AP.
Increasing amplitude: 	0.1020 kV/m: 	 no AP.
Increasing amplitude: 	0.1112 kV/m: 	 no AP.
Increasing amplitude: 	0.1213 kV/m: 	 no AP.
Increasing amplitude: 	0.1322 kV/m: 	 no AP.
Increasing amplitude: 	0.1442 kV/m: 	 no AP.
Increasing amplitude: 	0.1573 kV/m: 	 no AP.
Increasing amplitude: 	0.1715 kV/m: 	 no AP.
Increasing amplitude: 	0.1870 kV/m: 	 no AP.
Increasing amplitude: 	0.2039 kV/m: 	 no AP.
Increasing amplitude: 	0.2224 kV/m: 	 no AP.
Increasing amplitude: 	0.2425 kV/m: 	 no AP.
Increasing amplitude: 	0.2645 kV/m: 	 no AP.
Increasing amplitude: 	0.2884 kV/m: 	 no AP.
Increasing amplitude: 	0.3145 kV/m: 	 no AP.
Increasing amplitude: 	0.3430 kV/m: 	 no AP.
Increasing amplitude: 	0.3740 kV/m: 	 no AP.
Increasing amplitude: 	0.4079 kV/m: 	 no AP.
Increasing amplitude: 	0.4448 kV/m: 	 no AP.
Increasing amplitude: 	0.4850 kV/m: 	 no AP.
Increasing amplitude: 	0.5289 kV/m: 	 no AP.
Increasing amplitude: 	0.5768 kV/m: 	 no AP.
Increasing amplitude: 	0.6290 kV/m: 	 no AP.
Increasing amplitude: 	0.6859 kV/m: 	 no AP.
Increasing amplitude: 	0.7480 kV/m: 	 no AP.
Increasing amplitude: 	0.8157 kV/m: 	 no AP.
Increasing amplitude: 	0.8895 kV/m: 	 no AP.
Increasing amplitude: 	0.9701 kV/m: 	 no AP.
Increasing amplitude: 	1.0579 kV/m: 	 no AP.
Increasing amplitude: 	1.1536 kV/m: 	 no AP.
Increasing amplitude: 	1.2580 kV/m: 	 no AP.
Increasing amplitude: 	1.3719 kV/m: 	 no AP.
Increasing amplitude: 	1.4960 kV/m: 	 no AP.
Increasing amplitude: 	1.6314 kV/m: 	 no AP.
Increasing amplitude: 	1.7791 kV/m: 	 no AP.
Increasing amplitude: 	1.9401 kV/m: 	 no AP.
Increasing amplitude: 	2.1157 kV/m: 	 no AP.
Increasing amplitude: 	2.3072 kV/m: 	 no AP.
Increasing amplitude: 	2.5160 kV/m: 	 no AP.
Increasing amplitude: 	2.7437 kV/m: 	 no AP.
Increasing amplitude: 	2.9921 kV/m: 	 no AP.
Increasing amplitude: 	3.2629 kV/m: 	 no AP.
Increasing amplitude: 	3.5582 kV/m: 	 no AP.
Increasing amplitude: 	3.8802 kV/m: 	 no AP.
Increasing amplitude: 	4.2314 kV/m: 	 no AP.
Increasing amplitude: 	4.6144 kV/m: 	 no AP.
Increasing amplitude: 	5.0320 kV/m: 	 no AP.
Increasing amplitude: 	5.4875 kV/m: 	 no AP.
Increasing amplitude: 	5.9841 kV/m: 	 no AP.
Increasing amplitude: 	6.5258 kV/m: 	 no AP.
Increasing amplitude: 	7.1164 kV/m: 	 no AP.
Increasing amplitude: 	7.7605 kV/m: 	 no AP.
Increasing amplitude: 	8.4629 kV/m: 	 no AP.
Increasing amplitude: 	9.2288 kV/m: 	 no AP.
Increasing amplitude: 	10.0641 kV/m: 	 no AP.
Increasing amplitude: 	10.9750 kV/m: 	 no AP.
Increasing amplitude: 	11.9683 kV/m: 	 no AP.
Increasing amplitude: 	13.0515 kV/m: 	 no AP.
Increasing amplitude: 	14.2328 kV/m: 	 no AP.
Increasing amplitude: 	15.5210 kV/m: 	 no AP.
Increasing amplitude: 	16.9257 kV/m: 	 no AP.
Increasing amplitude: 	18.4576 kV/m: 	 no AP.
Increasing amplitude: 	20.1282 kV/m: 	 no AP.
Increasing amplitude: 	21.9499 kV/m: 	 no AP.
Increasing amplitude: 	23.9366 kV/m: 	 no AP.
Increasing amplitude: 	26.1030 kV/m: 	 no AP.
Increasing amplitude: 	28.4656 kV/m: 	 no AP.
Increasing amplitude: 	31.0419 kV/m: 	 no AP.
Increasing amplitude: 	33.8514 kV/m: 	 no AP.
Increasing amplitude: 	36.9153 kV/m: 	 no AP.
Increasing amplitude: 	40.2564 kV/m: 	 no AP.
Increasing amplitude: 	43.8999 kV/m: 	 no AP.
Increasing amplitude: 	47.8732 kV/m: 	 no AP.
Increasing amplitude: 	52.2061 kV/m: 	 no AP.
Increasing amplitude: 	56.9311 kV/m: 	 no AP.
Increasing amplitude: 	62.0838 kV/m: 	 no AP.
Increasing amplitude: 	67.7029 kV/m: 	 no AP.
Increasing amplitude: 	73.8305 kV/m: 	 no AP.
Increasing amplitude: 	80.5128 kV/m: 	 no AP.
Increasing amplitude: 	87.7998 kV/m: 	 no AP.
Increasing amplitude: 	95.7463 kV/m: 	 no AP.
Increasing amplitude: 	0.1044 MV/m: 	 no AP.
Increasing amplitude: 	0.1139 MV/m: 	 no AP.
Increasing amplitude: 	0.1242 MV/m: 	 no AP.
Increasing amplitude: 	0.1354 MV/m: 	 no AP.
Increasing amplitude: 	0.1477 MV/m: 	 no AP.
Increasing amplitude: 	0.1610 MV/m: 	 no AP.
Increasing amplitude: 	0.1756 MV/m: 	 no AP.
Increasing amplitude: 	0.1915 MV/m: 	 no AP.
Increasing amplitude: 	0.2088 MV/m: 	 no AP.
Increasing amplitude: 	0.2277 MV/m: 	 no AP.
Increasing amplitude: 	0.2483 MV/m: 	 no AP.
Increasing amplitude: 	0.2708 MV/m: 	 no AP.
Increasing amplitude: 	0.2953 MV/m: 	 no AP.
Increasing amplitude: 	0.3221 MV/m: 	 no AP.
Increasing amplitude: 	0.3512 MV/m: 	 no AP.
Increasing amplitude: 	0.3830 MV/m: 	 no AP.
Increasing amplitude: 	0.4176 MV/m: 	 no AP.
Increasing amplitude: 	0.4554 MV/m: 	 no AP.
Increasing amplitude: 	0.4967 MV/m: 	 no AP.
Increasing amplitude: 	0.5416 MV/m: 	 no AP.
Increasing amplitude: 	0.5906 MV/m: 	 no AP.
Increasing amplitude: 	0.6441 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 13.40 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	66.1161  V/m: 	 no AP.
Increasing amplitude: 	72.1001  V/m: 	 no AP.
Increasing amplitude: 	78.6257  V/m: 	 no AP.
Increasing amplitude: 	85.7420  V/m: 	 no AP.
Increasing amplitude: 	93.5023  V/m: 	 no AP.
Increasing amplitude: 	0.1020 kV/m: 	 no AP.
Increasing amplitude: 	0.1112 kV/m: 	 no AP.
Increasing amplitude: 	0.1213 kV/m: 	 no AP.
Increasing amplitude: 	0.1322 kV/m: 	 no AP.
Increasing amplitude: 	0.1442 kV/m: 	 no AP.
Increasing amplitude: 	0.1573 kV/m: 	 no AP.
Increasing amplitude: 	0.1715 kV/m: 	 no AP.
Increasing amplitude: 	0.1870 kV/m: 	 no AP.
Increasing amplitude: 	0.2039 kV/m: 	 no AP.
Increasing amplitude: 	0.2224 kV/m: 	 no AP.
Increasing amplitude: 	0.2425 kV/m: 	 no AP.
Increasing amplitude: 	0.2645 kV/m: 	 no AP.
Increasing amplitude: 	0.2884 kV/m: 	 no AP.
Increasing amplitude: 	0.3145 kV/m: 	 no AP.
Increasing amplitude: 	0.3430 kV/m: 	 no AP.
Increasing amplitude: 	0.3740 kV/m: 	 no AP.
Increasing amplitude: 	0.4079 kV/m: 	 no AP.
Increasing amplitude: 	0.4448 kV/m: 	 no AP.
Increasing amplitude: 	0.4850 kV/m: 	 no AP.
Increasing amplitude: 	0.5289 kV/m: 	 no AP.
Increasing amplitude: 	0.5768 kV/m: 	 no AP.
Increasing amplitude: 	0.6290 kV/m: 	 no AP.
Increasing amplitude: 	0.6859 kV/m: 	 no AP.
Increasing amplitude: 	0.7480 kV/m: 	 no AP.
Increasing amplitude: 	0.8157 kV/m: 	 no AP.
Increasing amplitude: 	0.8895 kV/m: 	 no AP.
Increasing amplitude: 	0.9701 kV/m: 	 no AP.
Increasing amplitude: 	1.0579 kV/m: 	 no AP.
Increasing amplitude: 	1.1536 kV/m: 	 no AP.
Increasing amplitude: 	1.2580 kV/m: 	 no AP.
Increasing amplitude: 	1.3719 kV/m: 	 no AP.
Increasing amplitude: 	1.4960 kV/m: 	 no AP.
Increasing amplitude: 	1.6314 kV/m: 	 no AP.
Increasing amplitude: 	1.7791 kV/m: 	 no AP.
Increasing amplitude: 	1.9401 kV/m: 	 no AP.
Increasing amplitude: 	2.1157 kV/m: 	 no AP.
Increasing amplitude: 	2.3072 kV/m: 	 AP.
Lower bound: 2.1157 kV/m.   Upper bound: 2.3072 kV/m.   Search amplitude: 2.2094 kV/m: AP.
Lower bound: 2.1157 kV/m.   Upper bound: 2.2094 kV/m.   Search amplitude: 2.1620 kV/m: AP.
Lower bound: 2.1157 kV/m.   Upper bound: 2.1620 kV/m.   Search amplitude: 2.1388 kV/m: no AP.
Lower bound: 2.1388 kV/m.   Upper bound: 2.1620 kV/m.   Search amplitude: 2.1504 kV/m: no AP.
Lower bound: 2.1504 kV/m.   Upper bound: 2.1620 kV/m.   Search amplitude: 2.1562 kV/m: no AP.
Binary search ended. Threshold: 2.1562 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 60.19 min.
 
-----------------------------------------------------------
Total run time: 73.595 min.
Results saved in UF_BndA_HH/Results/result_526.mat.
