Model type: 	Bend axon, antidromic
Parameter ID:	338
Pulse duration in ms:	0.2100
Field orientation in degrees:	15.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	12.8568  V/m: 	 no AP.
Increasing amplitude: 	14.0205  V/m: 	 no AP.
Increasing amplitude: 	15.2894  V/m: 	 no AP.
Increasing amplitude: 	16.6733  V/m: 	 no AP.
Increasing amplitude: 	18.1823  V/m: 	 no AP.
Increasing amplitude: 	19.8280  V/m: 	 no AP.
Increasing amplitude: 	21.6225  V/m: 	 no AP.
Increasing amplitude: 	23.5796  V/m: 	 no AP.
Increasing amplitude: 	25.7137  V/m: 	 no AP.
Increasing amplitude: 	28.0410  V/m: 	 no AP.
Increasing amplitude: 	30.5789  V/m: 	 no AP.
Increasing amplitude: 	33.3465  V/m: 	 no AP.
Increasing amplitude: 	36.3646  V/m: 	 no AP.
Increasing amplitude: 	39.6559  V/m: 	 no AP.
Increasing amplitude: 	43.2451  V/m: 	 no AP.
Increasing amplitude: 	47.1591  V/m: 	 no AP.
Increasing amplitude: 	51.4274  V/m: 	 no AP.
Increasing amplitude: 	56.0819  V/m: 	 no AP.
Increasing amplitude: 	61.1578  V/m: 	 no AP.
Increasing amplitude: 	66.6931  V/m: 	 no AP.
Increasing amplitude: 	72.7293  V/m: 	 no AP.
Increasing amplitude: 	79.3119  V/m: 	 no AP.
Increasing amplitude: 	86.4902  V/m: 	 no AP.
Increasing amplitude: 	94.3182  V/m: 	 no AP.
Increasing amplitude: 	0.1029 kV/m: 	 no AP.
Increasing amplitude: 	0.1122 kV/m: 	 AP.
Lower bound: 0.1029 kV/m.   Upper bound: 0.1122 kV/m.   Search amplitude: 0.1074 kV/m: AP.
Lower bound: 0.1029 kV/m.   Upper bound: 0.1074 kV/m.   Search amplitude: 0.1051 kV/m: no AP.
Lower bound: 0.1051 kV/m.   Upper bound: 0.1074 kV/m.   Search amplitude: 0.1063 kV/m: no AP.
Lower bound: 0.1063 kV/m.   Upper bound: 0.1074 kV/m.   Search amplitude: 0.1068 kV/m: no AP.
Lower bound: 0.1068 kV/m.   Upper bound: 0.1074 kV/m.   Search amplitude: 0.1071 kV/m: no AP.
Binary search ended. Threshold: 0.1071 kV/m.
 
Run time for search: 2.45 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	11.6669  V/m: 	 no AP.
Increasing amplitude: 	11.9224  V/m: 	 no AP.
Increasing amplitude: 	12.1834  V/m: 	 no AP.
Increasing amplitude: 	12.4502  V/m: 	 no AP.
Increasing amplitude: 	12.7228  V/m: 	 no AP.
Increasing amplitude: 	13.0014  V/m: 	 no AP.
Increasing amplitude: 	13.2861  V/m: 	 no AP.
Increasing amplitude: 	13.5771  V/m: 	 no AP.
Increasing amplitude: 	13.8744  V/m: 	 no AP.
Increasing amplitude: 	14.1782  V/m: 	 no AP.
Increasing amplitude: 	14.4886  V/m: 	 no AP.
Increasing amplitude: 	14.8059  V/m: 	 no AP.
Increasing amplitude: 	15.1301  V/m: 	 no AP.
Increasing amplitude: 	15.4614  V/m: 	 no AP.
Increasing amplitude: 	15.8000  V/m: 	 no AP.
Increasing amplitude: 	16.1459  V/m: 	 no AP.
Increasing amplitude: 	16.4995  V/m: 	 no AP.
Increasing amplitude: 	16.8608  V/m: 	 no AP.
Increasing amplitude: 	17.2300  V/m: 	 no AP.
Increasing amplitude: 	17.6073  V/m: 	 no AP.
Increasing amplitude: 	17.9928  V/m: 	 no AP.
Increasing amplitude: 	18.3868  V/m: 	 no AP.
Increasing amplitude: 	18.7894  V/m: 	 no AP.
Increasing amplitude: 	19.2009  V/m: 	 no AP.
Increasing amplitude: 	19.6213  V/m: 	 no AP.
Increasing amplitude: 	20.0510  V/m: 	 no AP.
Increasing amplitude: 	20.4900  V/m: 	 no AP.
Increasing amplitude: 	20.9387  V/m: 	 no AP.
Increasing amplitude: 	21.3972  V/m: 	 no AP.
Increasing amplitude: 	21.8657  V/m: 	 no AP.
Increasing amplitude: 	22.3445  V/m: 	 no AP.
Increasing amplitude: 	22.8338  V/m: 	 no AP.
Increasing amplitude: 	23.3338  V/m: 	 no AP.
Increasing amplitude: 	23.8447  V/m: 	 no AP.
Increasing amplitude: 	24.3669  V/m: 	 no AP.
Increasing amplitude: 	24.9004  V/m: 	 no AP.
Increasing amplitude: 	25.4457  V/m: 	 no AP.
Increasing amplitude: 	26.0029  V/m: 	 no AP.
Increasing amplitude: 	26.5723  V/m: 	 no AP.
Increasing amplitude: 	27.1541  V/m: 	 no AP.
Increasing amplitude: 	27.7487  V/m: 	 no AP.
Increasing amplitude: 	28.3563  V/m: 	 no AP.
Increasing amplitude: 	28.9773  V/m: 	 no AP.
Increasing amplitude: 	29.6118  V/m: 	 no AP.
Increasing amplitude: 	30.2602  V/m: 	 no AP.
Increasing amplitude: 	30.9228  V/m: 	 no AP.
Increasing amplitude: 	31.5999  V/m: 	 no AP.
Increasing amplitude: 	32.2919  V/m: 	 no AP.
Increasing amplitude: 	32.9990  V/m: 	 no AP.
Increasing amplitude: 	33.7216  V/m: 	 no AP.
Increasing amplitude: 	34.4600  V/m: 	 no AP.
Increasing amplitude: 	35.2145  V/m: 	 no AP.
Increasing amplitude: 	35.9856  V/m: 	 no AP.
Increasing amplitude: 	36.7736  V/m: 	 no AP.
Increasing amplitude: 	37.5789  V/m: 	 no AP.
Increasing amplitude: 	38.4017  V/m: 	 no AP.
Increasing amplitude: 	39.2426  V/m: 	 no AP.
Increasing amplitude: 	40.1019  V/m: 	 no AP.
Increasing amplitude: 	40.9800  V/m: 	 no AP.
Increasing amplitude: 	41.8774  V/m: 	 no AP.
Increasing amplitude: 	42.7944  V/m: 	 no AP.
Increasing amplitude: 	43.7314  V/m: 	 no AP.
Increasing amplitude: 	44.6890  V/m: 	 no AP.
Increasing amplitude: 	45.6676  V/m: 	 no AP.
Increasing amplitude: 	46.6676  V/m: 	 no AP.
Increasing amplitude: 	47.6895  V/m: 	 no AP.
Increasing amplitude: 	48.7337  V/m: 	 no AP.
Increasing amplitude: 	49.8009  V/m: 	 no AP.
Increasing amplitude: 	50.8914  V/m: 	 no AP.
Increasing amplitude: 	52.0058  V/m: 	 no AP.
Increasing amplitude: 	53.1445  V/m: 	 no AP.
Increasing amplitude: 	54.3082  V/m: 	 no AP.
Increasing amplitude: 	55.4974  V/m: 	 no AP.
Increasing amplitude: 	56.7127  V/m: 	 no AP.
Increasing amplitude: 	57.9545  V/m: 	 no AP.
Increasing amplitude: 	59.2236  V/m: 	 no AP.
Increasing amplitude: 	60.5204  V/m: 	 no AP.
Increasing amplitude: 	61.8456  V/m: 	 no AP.
Increasing amplitude: 	63.1999  V/m: 	 no AP.
Increasing amplitude: 	64.5837  V/m: 	 no AP.
Increasing amplitude: 	65.9979  V/m: 	 no AP.
Increasing amplitude: 	67.4431  V/m: 	 no AP.
Increasing amplitude: 	68.9199  V/m: 	 no AP.
Increasing amplitude: 	70.4291  V/m: 	 no AP.
Increasing amplitude: 	71.9713  V/m: 	 no AP.
Increasing amplitude: 	73.5472  V/m: 	 no AP.
Increasing amplitude: 	75.1577  V/m: 	 no AP.
Increasing amplitude: 	76.8035  V/m: 	 no AP.
Increasing amplitude: 	78.4852  V/m: 	 no AP.
Increasing amplitude: 	80.2038  V/m: 	 no AP.
Increasing amplitude: 	81.9601  V/m: 	 no AP.
Increasing amplitude: 	83.7548  V/m: 	 no AP.
Increasing amplitude: 	85.5887  V/m: 	 no AP.
Increasing amplitude: 	87.4629  V/m: 	 no AP.
Increasing amplitude: 	89.3781  V/m: 	 no AP.
Increasing amplitude: 	91.3352  V/m: 	 no AP.
Increasing amplitude: 	93.3352  V/m: 	 no AP.
Increasing amplitude: 	95.3790  V/m: 	 no AP.
Increasing amplitude: 	97.4675  V/m: 	 no AP.
Increasing amplitude: 	99.6018  V/m: 	 no AP.
Increasing amplitude: 	0.1018 kV/m: 	 no AP.
Increasing amplitude: 	0.1040 kV/m: 	 no AP.
Increasing amplitude: 	0.1063 kV/m: 	 no AP.
Increasing amplitude: 	0.1086 kV/m: 	 AP.
Lower bound: 0.1063 kV/m.   Upper bound: 0.1086 kV/m.   Search amplitude: 0.1074 kV/m: AP.
Lower bound: 0.1063 kV/m.   Upper bound: 0.1074 kV/m.   Search amplitude: 0.1069 kV/m: no AP.
Lower bound: 0.1069 kV/m.   Upper bound: 0.1074 kV/m.   Search amplitude: 0.1072 kV/m: no AP.
Binary search ended. Threshold: 0.1072 kV/m.
Percentage difference: 0.000 %.
 
Run time for search: 66.02 min.
 
-----------------------------------------------------------
Total run time: 68.472 min.
Results saved in UF_BndA_HH/Results/result_338.mat.
