Model type: 	Bend axon, antidromic
Parameter ID:	134
Pulse duration in ms:	0.0068
Field orientation in degrees:	110.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	3.9034 kV/m: 	 no AP.
Increasing amplitude: 	4.2567 kV/m: 	 no AP.
Increasing amplitude: 	4.6420 kV/m: 	 no AP.
Increasing amplitude: 	5.0621 kV/m: 	 no AP.
Increasing amplitude: 	5.5202 kV/m: 	 no AP.
Increasing amplitude: 	6.0199 kV/m: 	 no AP.
Increasing amplitude: 	6.5647 kV/m: 	 no AP.
Increasing amplitude: 	7.1589 kV/m: 	 no AP.
Increasing amplitude: 	7.8068 kV/m: 	 no AP.
Increasing amplitude: 	8.5134 kV/m: 	 no AP.
Increasing amplitude: 	9.2839 kV/m: 	 no AP.
Increasing amplitude: 	10.1242 kV/m: 	 no AP.
Increasing amplitude: 	11.0405 kV/m: 	 no AP.
Increasing amplitude: 	12.0397 kV/m: 	 no AP.
Increasing amplitude: 	13.1294 kV/m: 	 no AP.
Increasing amplitude: 	14.3178 kV/m: 	 no AP.
Increasing amplitude: 	15.6136 kV/m: 	 no AP.
Increasing amplitude: 	17.0268 kV/m: 	 no AP.
Increasing amplitude: 	18.5678 kV/m: 	 no AP.
Increasing amplitude: 	20.2484 kV/m: 	 no AP.
Increasing amplitude: 	22.0810 kV/m: 	 no AP.
Increasing amplitude: 	24.0795 kV/m: 	 no AP.
Increasing amplitude: 	26.2589 kV/m: 	 no AP.
Increasing amplitude: 	28.6355 kV/m: 	 no AP.
Increasing amplitude: 	31.2272 kV/m: 	 no AP.
Increasing amplitude: 	34.0536 kV/m: 	 no AP.
Increasing amplitude: 	37.1357 kV/m: 	 no AP.
Increasing amplitude: 	40.4967 kV/m: 	 no AP.
Increasing amplitude: 	44.1620 kV/m: 	 no AP.
Increasing amplitude: 	48.1590 kV/m: 	 no AP.
Increasing amplitude: 	52.5178 kV/m: 	 no AP.
Increasing amplitude: 	57.2710 kV/m: 	 no AP.
Increasing amplitude: 	62.4545 kV/m: 	 no AP.
Increasing amplitude: 	68.1071 kV/m: 	 no AP.
Increasing amplitude: 	74.2713 kV/m: 	 no AP.
Increasing amplitude: 	80.9935 kV/m: 	 no AP.
Increasing amplitude: 	88.3240 kV/m: 	 no AP.
Increasing amplitude: 	96.3180 kV/m: 	 no AP.
Increasing amplitude: 	0.1050 MV/m: 	 no AP.
Increasing amplitude: 	0.1145 MV/m: 	 no AP.
Increasing amplitude: 	0.1249 MV/m: 	 no AP.
Increasing amplitude: 	0.1362 MV/m: 	 no AP.
Increasing amplitude: 	0.1485 MV/m: 	 no AP.
Increasing amplitude: 	0.1620 MV/m: 	 no AP.
Increasing amplitude: 	0.1766 MV/m: 	 no AP.
Increasing amplitude: 	0.1926 MV/m: 	 no AP.
Increasing amplitude: 	0.2101 MV/m: 	 no AP.
Increasing amplitude: 	0.2291 MV/m: 	 no AP.
Increasing amplitude: 	0.2498 MV/m: 	 no AP.
Increasing amplitude: 	0.2724 MV/m: 	 no AP.
Increasing amplitude: 	0.2971 MV/m: 	 no AP.
Increasing amplitude: 	0.3240 MV/m: 	 no AP.
Increasing amplitude: 	0.3533 MV/m: 	 no AP.
Increasing amplitude: 	0.3853 MV/m: 	 no AP.
Increasing amplitude: 	0.4201 MV/m: 	 no AP.
Increasing amplitude: 	0.4582 MV/m: 	 no AP.
Increasing amplitude: 	0.4996 MV/m: 	 no AP.
Increasing amplitude: 	0.5449 MV/m: 	 no AP.
Increasing amplitude: 	0.5942 MV/m: 	 no AP.
Increasing amplitude: 	0.6479 MV/m: 	 no AP.
Increasing amplitude: 	0.7066 MV/m: 	 no AP.
Increasing amplitude: 	0.7705 MV/m: 	 no AP.
Increasing amplitude: 	0.8403 MV/m: 	 no AP.
Increasing amplitude: 	0.9163 MV/m: 	 no AP.
Increasing amplitude: 	0.9993 MV/m: 	 no AP.
Increasing amplitude: 	1.0897 MV/m: 	 no AP.
Increasing amplitude: 	1.1883 MV/m: 	 no AP.
Increasing amplitude: 	1.2959 MV/m: 	 no AP.
Increasing amplitude: 	1.4132 MV/m: 	 no AP.
Increasing amplitude: 	1.5411 MV/m: 	 no AP.
Increasing amplitude: 	1.6806 MV/m: 	 no AP.
Increasing amplitude: 	1.8327 MV/m: 	 no AP.
Increasing amplitude: 	1.9985 MV/m: 	 no AP.
Increasing amplitude: 	2.1794 MV/m: 	 no AP.
Increasing amplitude: 	2.3767 MV/m: 	 no AP.
Increasing amplitude: 	2.5918 MV/m: 	 no AP.
Increasing amplitude: 	2.8264 MV/m: 	 no AP.
Increasing amplitude: 	3.0822 MV/m: 	 no AP.
Increasing amplitude: 	3.3611 MV/m: 	 no AP.
Increasing amplitude: 	3.6653 MV/m: 	 no AP.
Increasing amplitude: 	3.9971 MV/m: 	 no AP.
Increasing amplitude: 	4.3589 MV/m: 	 no AP.
Increasing amplitude: 	4.7534 MV/m: 	 no AP.
Increasing amplitude: 	5.1836 MV/m: 	 no AP.
Increasing amplitude: 	5.6527 MV/m: 	 no AP.
Increasing amplitude: 	6.1644 MV/m: 	 no AP.
Increasing amplitude: 	6.7223 MV/m: 	 no AP.
Increasing amplitude: 	7.3307 MV/m: 	 no AP.
Increasing amplitude: 	7.9942 MV/m: 	 no AP.
Increasing amplitude: 	8.7177 MV/m: 	 no AP.
Increasing amplitude: 	9.5067 MV/m: 	 no AP.
Increasing amplitude: 	10.3672 MV/m: 	 no AP.
Increasing amplitude: 	11.3055 MV/m: 	 no AP.
Increasing amplitude: 	12.3287 MV/m: 	 no AP.
Increasing amplitude: 	13.4445 MV/m: 	 no AP.
Increasing amplitude: 	14.6614 MV/m: 	 no AP.
Increasing amplitude: 	15.9883 MV/m: 	 no AP.
Increasing amplitude: 	17.4354 MV/m: 	 no AP.
Increasing amplitude: 	19.0135 MV/m: 	 no AP.
Increasing amplitude: 	20.7343 MV/m: 	 no AP.
Increasing amplitude: 	22.6109 MV/m: 	 no AP.
Increasing amplitude: 	24.6574 MV/m: 	 no AP.
Increasing amplitude: 	26.8891 MV/m: 	 no AP.
Increasing amplitude: 	29.3228 MV/m: 	 no AP.
Increasing amplitude: 	31.9767 MV/m: 	 no AP.
Increasing amplitude: 	34.8708 MV/m: 	 no AP.
Increasing amplitude: 	38.0269 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 8.69 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	3.9034 kV/m: 	 no AP.
Increasing amplitude: 	4.2567 kV/m: 	 no AP.
Increasing amplitude: 	4.6420 kV/m: 	 no AP.
Increasing amplitude: 	5.0621 kV/m: 	 no AP.
Increasing amplitude: 	5.5202 kV/m: 	 no AP.
Increasing amplitude: 	6.0199 kV/m: 	 no AP.
Increasing amplitude: 	6.5647 kV/m: 	 no AP.
Increasing amplitude: 	7.1589 kV/m: 	 no AP.
Increasing amplitude: 	7.8068 kV/m: 	 no AP.
Increasing amplitude: 	8.5134 kV/m: 	 no AP.
Increasing amplitude: 	9.2839 kV/m: 	 no AP.
Increasing amplitude: 	10.1242 kV/m: 	 no AP.
Increasing amplitude: 	11.0405 kV/m: 	 no AP.
Increasing amplitude: 	12.0397 kV/m: 	 no AP.
Increasing amplitude: 	13.1294 kV/m: 	 no AP.
Increasing amplitude: 	14.3178 kV/m: 	 no AP.
Increasing amplitude: 	15.6136 kV/m: 	 no AP.
Increasing amplitude: 	17.0268 kV/m: 	 no AP.
Increasing amplitude: 	18.5678 kV/m: 	 no AP.
Increasing amplitude: 	20.2484 kV/m: 	 no AP.
Increasing amplitude: 	22.0810 kV/m: 	 no AP.
Increasing amplitude: 	24.0795 kV/m: 	 no AP.
Increasing amplitude: 	26.2589 kV/m: 	 no AP.
Increasing amplitude: 	28.6355 kV/m: 	 no AP.
Increasing amplitude: 	31.2272 kV/m: 	 no AP.
Increasing amplitude: 	34.0536 kV/m: 	 no AP.
Increasing amplitude: 	37.1357 kV/m: 	 no AP.
Increasing amplitude: 	40.4967 kV/m: 	 no AP.
Increasing amplitude: 	44.1620 kV/m: 	 no AP.
Increasing amplitude: 	48.1590 kV/m: 	 AP.
Lower bound: 44.1620 kV/m.   Upper bound: 48.1590 kV/m.   Search amplitude: 46.1172 kV/m: AP.
Lower bound: 44.1620 kV/m.   Upper bound: 46.1172 kV/m.   Search amplitude: 45.1290 kV/m: no AP.
Lower bound: 45.1290 kV/m.   Upper bound: 46.1172 kV/m.   Search amplitude: 45.6204 kV/m: no AP.
Lower bound: 45.6204 kV/m.   Upper bound: 46.1172 kV/m.   Search amplitude: 45.8682 kV/m: AP.
Lower bound: 45.6204 kV/m.   Upper bound: 45.8682 kV/m.   Search amplitude: 45.7441 kV/m: no AP.
Binary search ended. Threshold: 45.7441 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 26.01 min.
 
-----------------------------------------------------------
Total run time: 34.704 min.
Results saved in UF_BndA_HH/Results/result_134.mat.
