Model type: 	Bend axon, antidromic
Parameter ID:	158
Pulse duration in ms:	0.0100
Field orientation in degrees:	110.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	2.6641 kV/m: 	 no AP.
Increasing amplitude: 	2.9052 kV/m: 	 no AP.
Increasing amplitude: 	3.1682 kV/m: 	 no AP.
Increasing amplitude: 	3.4549 kV/m: 	 no AP.
Increasing amplitude: 	3.7676 kV/m: 	 no AP.
Increasing amplitude: 	4.1086 kV/m: 	 no AP.
Increasing amplitude: 	4.4805 kV/m: 	 no AP.
Increasing amplitude: 	4.8860 kV/m: 	 no AP.
Increasing amplitude: 	5.3282 kV/m: 	 no AP.
Increasing amplitude: 	5.8105 kV/m: 	 no AP.
Increasing amplitude: 	6.3364 kV/m: 	 no AP.
Increasing amplitude: 	6.9099 kV/m: 	 no AP.
Increasing amplitude: 	7.5353 kV/m: 	 no AP.
Increasing amplitude: 	8.2173 kV/m: 	 no AP.
Increasing amplitude: 	8.9610 kV/m: 	 no AP.
Increasing amplitude: 	9.7720 kV/m: 	 no AP.
Increasing amplitude: 	10.6565 kV/m: 	 no AP.
Increasing amplitude: 	11.6210 kV/m: 	 no AP.
Increasing amplitude: 	12.6727 kV/m: 	 no AP.
Increasing amplitude: 	13.8197 kV/m: 	 no AP.
Increasing amplitude: 	15.0705 kV/m: 	 no AP.
Increasing amplitude: 	16.4345 kV/m: 	 no AP.
Increasing amplitude: 	17.9220 kV/m: 	 no AP.
Increasing amplitude: 	19.5440 kV/m: 	 no AP.
Increasing amplitude: 	21.3129 kV/m: 	 no AP.
Increasing amplitude: 	23.2419 kV/m: 	 no AP.
Increasing amplitude: 	25.3455 kV/m: 	 no AP.
Increasing amplitude: 	27.6394 kV/m: 	 no AP.
Increasing amplitude: 	30.1410 kV/m: 	 no AP.
Increasing amplitude: 	32.8690 kV/m: 	 no AP.
Increasing amplitude: 	35.8439 kV/m: 	 no AP.
Increasing amplitude: 	39.0881 kV/m: 	 no AP.
Increasing amplitude: 	42.6258 kV/m: 	 no AP.
Increasing amplitude: 	46.4838 kV/m: 	 no AP.
Increasing amplitude: 	50.6909 kV/m: 	 no AP.
Increasing amplitude: 	55.2789 kV/m: 	 no AP.
Increasing amplitude: 	60.2820 kV/m: 	 no AP.
Increasing amplitude: 	65.7380 kV/m: 	 no AP.
Increasing amplitude: 	71.6878 kV/m: 	 no AP.
Increasing amplitude: 	78.1761 kV/m: 	 no AP.
Increasing amplitude: 	85.2517 kV/m: 	 no AP.
Increasing amplitude: 	92.9676 kV/m: 	 no AP.
Increasing amplitude: 	0.1014 MV/m: 	 no AP.
Increasing amplitude: 	0.1106 MV/m: 	 no AP.
Increasing amplitude: 	0.1206 MV/m: 	 no AP.
Increasing amplitude: 	0.1315 MV/m: 	 no AP.
Increasing amplitude: 	0.1434 MV/m: 	 no AP.
Increasing amplitude: 	0.1564 MV/m: 	 no AP.
Increasing amplitude: 	0.1705 MV/m: 	 no AP.
Increasing amplitude: 	0.1859 MV/m: 	 no AP.
Increasing amplitude: 	0.2028 MV/m: 	 no AP.
Increasing amplitude: 	0.2211 MV/m: 	 no AP.
Increasing amplitude: 	0.2411 MV/m: 	 no AP.
Increasing amplitude: 	0.2630 MV/m: 	 no AP.
Increasing amplitude: 	0.2868 MV/m: 	 no AP.
Increasing amplitude: 	0.3127 MV/m: 	 no AP.
Increasing amplitude: 	0.3410 MV/m: 	 no AP.
Increasing amplitude: 	0.3719 MV/m: 	 no AP.
Increasing amplitude: 	0.4055 MV/m: 	 no AP.
Increasing amplitude: 	0.4422 MV/m: 	 no AP.
Increasing amplitude: 	0.4823 MV/m: 	 no AP.
Increasing amplitude: 	0.5259 MV/m: 	 no AP.
Increasing amplitude: 	0.5735 MV/m: 	 no AP.
Increasing amplitude: 	0.6254 MV/m: 	 no AP.
Increasing amplitude: 	0.6820 MV/m: 	 no AP.
Increasing amplitude: 	0.7437 MV/m: 	 no AP.
Increasing amplitude: 	0.8111 MV/m: 	 no AP.
Increasing amplitude: 	0.8845 MV/m: 	 no AP.
Increasing amplitude: 	0.9645 MV/m: 	 no AP.
Increasing amplitude: 	1.0518 MV/m: 	 no AP.
Increasing amplitude: 	1.1470 MV/m: 	 no AP.
Increasing amplitude: 	1.2508 MV/m: 	 no AP.
Increasing amplitude: 	1.3640 MV/m: 	 no AP.
Increasing amplitude: 	1.4875 MV/m: 	 no AP.
Increasing amplitude: 	1.6221 MV/m: 	 no AP.
Increasing amplitude: 	1.7689 MV/m: 	 no AP.
Increasing amplitude: 	1.9290 MV/m: 	 no AP.
Increasing amplitude: 	2.1036 MV/m: 	 no AP.
Increasing amplitude: 	2.2940 MV/m: 	 no AP.
Increasing amplitude: 	2.5016 MV/m: 	 no AP.
Increasing amplitude: 	2.7281 MV/m: 	 no AP.
Increasing amplitude: 	2.9750 MV/m: 	 no AP.
Increasing amplitude: 	3.2442 MV/m: 	 no AP.
Increasing amplitude: 	3.5378 MV/m: 	 no AP.
Increasing amplitude: 	3.8581 MV/m: 	 no AP.
Increasing amplitude: 	4.2072 MV/m: 	 no AP.
Increasing amplitude: 	4.5880 MV/m: 	 no AP.
Increasing amplitude: 	5.0033 MV/m: 	 no AP.
Increasing amplitude: 	5.4561 MV/m: 	 no AP.
Increasing amplitude: 	5.9499 MV/m: 	 no AP.
Increasing amplitude: 	6.4884 MV/m: 	 no AP.
Increasing amplitude: 	7.0757 MV/m: 	 no AP.
Increasing amplitude: 	7.7161 MV/m: 	 no AP.
Increasing amplitude: 	8.4145 MV/m: 	 no AP.
Increasing amplitude: 	9.1760 MV/m: 	 no AP.
Increasing amplitude: 	10.0065 MV/m: 	 no AP.
Increasing amplitude: 	10.9122 MV/m: 	 no AP.
Increasing amplitude: 	11.8999 MV/m: 	 no AP.
Increasing amplitude: 	12.9769 MV/m: 	 no AP.
Increasing amplitude: 	14.1514 MV/m: 	 no AP.
Increasing amplitude: 	15.4322 MV/m: 	 no AP.
Increasing amplitude: 	16.8289 MV/m: 	 no AP.
Increasing amplitude: 	18.3521 MV/m: 	 no AP.
Increasing amplitude: 	20.0131 MV/m: 	 no AP.
Increasing amplitude: 	21.8244 MV/m: 	 no AP.
Increasing amplitude: 	23.7997 MV/m: 	 no AP.
Increasing amplitude: 	25.9538 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 9.29 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	2.6641 kV/m: 	 no AP.
Increasing amplitude: 	2.9052 kV/m: 	 no AP.
Increasing amplitude: 	3.1682 kV/m: 	 no AP.
Increasing amplitude: 	3.4549 kV/m: 	 no AP.
Increasing amplitude: 	3.7676 kV/m: 	 no AP.
Increasing amplitude: 	4.1086 kV/m: 	 no AP.
Increasing amplitude: 	4.4805 kV/m: 	 no AP.
Increasing amplitude: 	4.8860 kV/m: 	 no AP.
Increasing amplitude: 	5.3282 kV/m: 	 no AP.
Increasing amplitude: 	5.8105 kV/m: 	 no AP.
Increasing amplitude: 	6.3364 kV/m: 	 no AP.
Increasing amplitude: 	6.9099 kV/m: 	 no AP.
Increasing amplitude: 	7.5353 kV/m: 	 no AP.
Increasing amplitude: 	8.2173 kV/m: 	 no AP.
Increasing amplitude: 	8.9610 kV/m: 	 no AP.
Increasing amplitude: 	9.7720 kV/m: 	 no AP.
Increasing amplitude: 	10.6565 kV/m: 	 no AP.
Increasing amplitude: 	11.6210 kV/m: 	 no AP.
Increasing amplitude: 	12.6727 kV/m: 	 no AP.
Increasing amplitude: 	13.8197 kV/m: 	 no AP.
Increasing amplitude: 	15.0705 kV/m: 	 no AP.
Increasing amplitude: 	16.4345 kV/m: 	 no AP.
Increasing amplitude: 	17.9220 kV/m: 	 no AP.
Increasing amplitude: 	19.5440 kV/m: 	 no AP.
Increasing amplitude: 	21.3129 kV/m: 	 no AP.
Increasing amplitude: 	23.2419 kV/m: 	 no AP.
Increasing amplitude: 	25.3455 kV/m: 	 no AP.
Increasing amplitude: 	27.6394 kV/m: 	 no AP.
Increasing amplitude: 	30.1410 kV/m: 	 no AP.
Increasing amplitude: 	32.8690 kV/m: 	 AP.
Lower bound: 30.1410 kV/m.   Upper bound: 32.8690 kV/m.   Search amplitude: 31.4755 kV/m: no AP.
Lower bound: 31.4755 kV/m.   Upper bound: 32.8690 kV/m.   Search amplitude: 32.1647 kV/m: no AP.
Lower bound: 32.1647 kV/m.   Upper bound: 32.8690 kV/m.   Search amplitude: 32.5149 kV/m: no AP.
Lower bound: 32.5149 kV/m.   Upper bound: 32.8690 kV/m.   Search amplitude: 32.6915 kV/m: AP.
Lower bound: 32.5149 kV/m.   Upper bound: 32.6915 kV/m.   Search amplitude: 32.6031 kV/m: AP.
Binary search ended. Threshold: 32.6031 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 25.11 min.
 
-----------------------------------------------------------
Total run time: 34.396 min.
Results saved in UF_BndA_HH/Results/result_158.mat.
