Model type: 	Bend axon, antidromic
Parameter ID:	312
Pulse duration in ms:	0.1000
Field orientation in degrees:	135.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.3202 kV/m: 	 no AP.
Increasing amplitude: 	0.3492 kV/m: 	 no AP.
Increasing amplitude: 	0.3808 kV/m: 	 no AP.
Increasing amplitude: 	0.4153 kV/m: 	 no AP.
Increasing amplitude: 	0.4529 kV/m: 	 no AP.
Increasing amplitude: 	0.4939 kV/m: 	 no AP.
Increasing amplitude: 	0.5386 kV/m: 	 no AP.
Increasing amplitude: 	0.5873 kV/m: 	 no AP.
Increasing amplitude: 	0.6405 kV/m: 	 no AP.
Increasing amplitude: 	0.6984 kV/m: 	 no AP.
Increasing amplitude: 	0.7617 kV/m: 	 no AP.
Increasing amplitude: 	0.8306 kV/m: 	 no AP.
Increasing amplitude: 	0.9058 kV/m: 	 no AP.
Increasing amplitude: 	0.9877 kV/m: 	 no AP.
Increasing amplitude: 	1.0771 kV/m: 	 no AP.
Increasing amplitude: 	1.1746 kV/m: 	 no AP.
Increasing amplitude: 	1.2810 kV/m: 	 no AP.
Increasing amplitude: 	1.3969 kV/m: 	 no AP.
Increasing amplitude: 	1.5233 kV/m: 	 no AP.
Increasing amplitude: 	1.6612 kV/m: 	 no AP.
Increasing amplitude: 	1.8115 kV/m: 	 no AP.
Increasing amplitude: 	1.9755 kV/m: 	 no AP.
Increasing amplitude: 	2.1543 kV/m: 	 no AP.
Increasing amplitude: 	2.3493 kV/m: 	 no AP.
Increasing amplitude: 	2.5619 kV/m: 	 no AP.
Increasing amplitude: 	2.7938 kV/m: 	 no AP.
Increasing amplitude: 	3.0466 kV/m: 	 no AP.
Increasing amplitude: 	3.3224 kV/m: 	 no AP.
Increasing amplitude: 	3.6231 kV/m: 	 no AP.
Increasing amplitude: 	3.9510 kV/m: 	 no AP.
Increasing amplitude: 	4.3086 kV/m: 	 no AP.
Increasing amplitude: 	4.6985 kV/m: 	 no AP.
Increasing amplitude: 	5.1238 kV/m: 	 no AP.
Increasing amplitude: 	5.5875 kV/m: 	 no AP.
Increasing amplitude: 	6.0933 kV/m: 	 no AP.
Increasing amplitude: 	6.6447 kV/m: 	 no AP.
Increasing amplitude: 	7.2462 kV/m: 	 no AP.
Increasing amplitude: 	7.9020 kV/m: 	 no AP.
Increasing amplitude: 	8.6172 kV/m: 	 no AP.
Increasing amplitude: 	9.3971 kV/m: 	 no AP.
Increasing amplitude: 	10.2476 kV/m: 	 no AP.
Increasing amplitude: 	11.1751 kV/m: 	 no AP.
Increasing amplitude: 	12.1865 kV/m: 	 no AP.
Increasing amplitude: 	13.2895 kV/m: 	 no AP.
Increasing amplitude: 	14.4923 kV/m: 	 no AP.
Increasing amplitude: 	15.8040 kV/m: 	 no AP.
Increasing amplitude: 	17.2343 kV/m: 	 no AP.
Increasing amplitude: 	18.7942 kV/m: 	 no AP.
Increasing amplitude: 	20.4952 kV/m: 	 no AP.
Increasing amplitude: 	22.3502 kV/m: 	 no AP.
Increasing amplitude: 	24.3730 kV/m: 	 no AP.
Increasing amplitude: 	26.5790 kV/m: 	 no AP.
Increasing amplitude: 	28.9846 kV/m: 	 no AP.
Increasing amplitude: 	31.6079 kV/m: 	 no AP.
Increasing amplitude: 	34.4687 kV/m: 	 no AP.
Increasing amplitude: 	37.5884 kV/m: 	 no AP.
Increasing amplitude: 	40.9904 kV/m: 	 no AP.
Increasing amplitude: 	44.7004 kV/m: 	 no AP.
Increasing amplitude: 	48.7461 kV/m: 	 no AP.
Increasing amplitude: 	53.1580 kV/m: 	 no AP.
Increasing amplitude: 	57.9692 kV/m: 	 no AP.
Increasing amplitude: 	63.2159 kV/m: 	 no AP.
Increasing amplitude: 	68.9374 kV/m: 	 no AP.
Increasing amplitude: 	75.1768 kV/m: 	 no AP.
Increasing amplitude: 	81.9808 kV/m: 	 no AP.
Increasing amplitude: 	89.4007 kV/m: 	 no AP.
Increasing amplitude: 	97.4922 kV/m: 	 no AP.
Increasing amplitude: 	0.1063 MV/m: 	 no AP.
Increasing amplitude: 	0.1159 MV/m: 	 no AP.
Increasing amplitude: 	0.1264 MV/m: 	 no AP.
Increasing amplitude: 	0.1379 MV/m: 	 no AP.
Increasing amplitude: 	0.1504 MV/m: 	 no AP.
Increasing amplitude: 	0.1640 MV/m: 	 no AP.
Increasing amplitude: 	0.1788 MV/m: 	 no AP.
Increasing amplitude: 	0.1950 MV/m: 	 no AP.
Increasing amplitude: 	0.2126 MV/m: 	 no AP.
Increasing amplitude: 	0.2319 MV/m: 	 no AP.
Increasing amplitude: 	0.2529 MV/m: 	 no AP.
Increasing amplitude: 	0.2757 MV/m: 	 no AP.
Increasing amplitude: 	0.3007 MV/m: 	 no AP.
Increasing amplitude: 	0.3279 MV/m: 	 no AP.
Increasing amplitude: 	0.3576 MV/m: 	 no AP.
Increasing amplitude: 	0.3900 MV/m: 	 no AP.
Increasing amplitude: 	0.4253 MV/m: 	 no AP.
Increasing amplitude: 	0.4638 MV/m: 	 no AP.
Increasing amplitude: 	0.5057 MV/m: 	 no AP.
Increasing amplitude: 	0.5515 MV/m: 	 no AP.
Increasing amplitude: 	0.6014 MV/m: 	 no AP.
Increasing amplitude: 	0.6558 MV/m: 	 no AP.
Increasing amplitude: 	0.7152 MV/m: 	 no AP.
Increasing amplitude: 	0.7799 MV/m: 	 no AP.
Increasing amplitude: 	0.8505 MV/m: 	 no AP.
Increasing amplitude: 	0.9275 MV/m: 	 no AP.
Increasing amplitude: 	1.0115 MV/m: 	 no AP.
Increasing amplitude: 	1.1030 MV/m: 	 no AP.
Increasing amplitude: 	1.2028 MV/m: 	 no AP.
Increasing amplitude: 	1.3117 MV/m: 	 no AP.
Increasing amplitude: 	1.4304 MV/m: 	 no AP.
Increasing amplitude: 	1.5599 MV/m: 	 no AP.
Increasing amplitude: 	1.7011 MV/m: 	 no AP.
Increasing amplitude: 	1.8550 MV/m: 	 no AP.
Increasing amplitude: 	2.0229 MV/m: 	 no AP.
Increasing amplitude: 	2.2060 MV/m: 	 no AP.
Increasing amplitude: 	2.4057 MV/m: 	 no AP.
Increasing amplitude: 	2.6234 MV/m: 	 no AP.
Increasing amplitude: 	2.8608 MV/m: 	 no AP.
Increasing amplitude: 	3.1197 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 9.15 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	0.3202 kV/m: 	 no AP.
Increasing amplitude: 	0.3492 kV/m: 	 no AP.
Increasing amplitude: 	0.3808 kV/m: 	 no AP.
Increasing amplitude: 	0.4153 kV/m: 	 no AP.
Increasing amplitude: 	0.4529 kV/m: 	 no AP.
Increasing amplitude: 	0.4939 kV/m: 	 no AP.
Increasing amplitude: 	0.5386 kV/m: 	 no AP.
Increasing amplitude: 	0.5873 kV/m: 	 no AP.
Increasing amplitude: 	0.6405 kV/m: 	 no AP.
Increasing amplitude: 	0.6984 kV/m: 	 no AP.
Increasing amplitude: 	0.7617 kV/m: 	 no AP.
Increasing amplitude: 	0.8306 kV/m: 	 no AP.
Increasing amplitude: 	0.9058 kV/m: 	 no AP.
Increasing amplitude: 	0.9877 kV/m: 	 no AP.
Increasing amplitude: 	1.0771 kV/m: 	 no AP.
Increasing amplitude: 	1.1746 kV/m: 	 no AP.
Increasing amplitude: 	1.2810 kV/m: 	 no AP.
Increasing amplitude: 	1.3969 kV/m: 	 no AP.
Increasing amplitude: 	1.5233 kV/m: 	 no AP.
Increasing amplitude: 	1.6612 kV/m: 	 no AP.
Increasing amplitude: 	1.8115 kV/m: 	 no AP.
Increasing amplitude: 	1.9755 kV/m: 	 no AP.
Increasing amplitude: 	2.1543 kV/m: 	 no AP.
Increasing amplitude: 	2.3493 kV/m: 	 no AP.
Increasing amplitude: 	2.5619 kV/m: 	 no AP.
Increasing amplitude: 	2.7938 kV/m: 	 no AP.
Increasing amplitude: 	3.0466 kV/m: 	 no AP.
Increasing amplitude: 	3.3224 kV/m: 	 no AP.
Increasing amplitude: 	3.6231 kV/m: 	 no AP.
Increasing amplitude: 	3.9510 kV/m: 	 no AP.
Increasing amplitude: 	4.3086 kV/m: 	 no AP.
Increasing amplitude: 	4.6985 kV/m: 	 no AP.
Increasing amplitude: 	5.1238 kV/m: 	 no AP.
Increasing amplitude: 	5.5875 kV/m: 	 AP.
Lower bound: 5.1238 kV/m.   Upper bound: 5.5875 kV/m.   Search amplitude: 5.3507 kV/m: AP.
Lower bound: 5.1238 kV/m.   Upper bound: 5.3507 kV/m.   Search amplitude: 5.2360 kV/m: no AP.
Lower bound: 5.2360 kV/m.   Upper bound: 5.3507 kV/m.   Search amplitude: 5.2930 kV/m: no AP.
Lower bound: 5.2930 kV/m.   Upper bound: 5.3507 kV/m.   Search amplitude: 5.3218 kV/m: AP.
Lower bound: 5.2930 kV/m.   Upper bound: 5.3218 kV/m.   Search amplitude: 5.3074 kV/m: no AP.
Binary search ended. Threshold: 5.3074 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 35.89 min.
 
-----------------------------------------------------------
Total run time: 45.041 min.
Results saved in UF_BndA_HH/Results/result_312.mat.
