Model type: 	Bend axon, antidromic
Parameter ID:	431
Pulse duration in ms:	0.6800
Field orientation in degrees:	130.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	83.3952  V/m: 	 no AP.
Increasing amplitude: 	90.9431  V/m: 	 no AP.
Increasing amplitude: 	99.1741  V/m: 	 no AP.
Increasing amplitude: 	0.1082 kV/m: 	 no AP.
Increasing amplitude: 	0.1179 kV/m: 	 no AP.
Increasing amplitude: 	0.1286 kV/m: 	 no AP.
Increasing amplitude: 	0.1403 kV/m: 	 no AP.
Increasing amplitude: 	0.1529 kV/m: 	 no AP.
Increasing amplitude: 	0.1668 kV/m: 	 no AP.
Increasing amplitude: 	0.1819 kV/m: 	 no AP.
Increasing amplitude: 	0.1983 kV/m: 	 no AP.
Increasing amplitude: 	0.2163 kV/m: 	 no AP.
Increasing amplitude: 	0.2359 kV/m: 	 no AP.
Increasing amplitude: 	0.2572 kV/m: 	 no AP.
Increasing amplitude: 	0.2805 kV/m: 	 no AP.
Increasing amplitude: 	0.3059 kV/m: 	 no AP.
Increasing amplitude: 	0.3336 kV/m: 	 no AP.
Increasing amplitude: 	0.3638 kV/m: 	 no AP.
Increasing amplitude: 	0.3967 kV/m: 	 no AP.
Increasing amplitude: 	0.4326 kV/m: 	 no AP.
Increasing amplitude: 	0.4718 kV/m: 	 no AP.
Increasing amplitude: 	0.5145 kV/m: 	 no AP.
Increasing amplitude: 	0.5610 kV/m: 	 no AP.
Increasing amplitude: 	0.6118 kV/m: 	 no AP.
Increasing amplitude: 	0.6672 kV/m: 	 no AP.
Increasing amplitude: 	0.7275 kV/m: 	 no AP.
Increasing amplitude: 	0.7934 kV/m: 	 no AP.
Increasing amplitude: 	0.8652 kV/m: 	 no AP.
Increasing amplitude: 	0.9435 kV/m: 	 no AP.
Increasing amplitude: 	1.0289 kV/m: 	 no AP.
Increasing amplitude: 	1.1220 kV/m: 	 no AP.
Increasing amplitude: 	1.2236 kV/m: 	 no AP.
Increasing amplitude: 	1.3343 kV/m: 	 no AP.
Increasing amplitude: 	1.4551 kV/m: 	 no AP.
Increasing amplitude: 	1.5868 kV/m: 	 no AP.
Increasing amplitude: 	1.7304 kV/m: 	 no AP.
Increasing amplitude: 	1.8870 kV/m: 	 no AP.
Increasing amplitude: 	2.0578 kV/m: 	 no AP.
Increasing amplitude: 	2.2441 kV/m: 	 no AP.
Increasing amplitude: 	2.4472 kV/m: 	 no AP.
Increasing amplitude: 	2.6686 kV/m: 	 no AP.
Increasing amplitude: 	2.9102 kV/m: 	 no AP.
Increasing amplitude: 	3.1736 kV/m: 	 no AP.
Increasing amplitude: 	3.4608 kV/m: 	 no AP.
Increasing amplitude: 	3.7740 kV/m: 	 no AP.
Increasing amplitude: 	4.1156 kV/m: 	 no AP.
Increasing amplitude: 	4.4881 kV/m: 	 no AP.
Increasing amplitude: 	4.8943 kV/m: 	 no AP.
Increasing amplitude: 	5.3373 kV/m: 	 no AP.
Increasing amplitude: 	5.8204 kV/m: 	 no AP.
Increasing amplitude: 	6.3471 kV/m: 	 no AP.
Increasing amplitude: 	6.9216 kV/m: 	 no AP.
Increasing amplitude: 	7.5481 kV/m: 	 no AP.
Increasing amplitude: 	8.2312 kV/m: 	 no AP.
Increasing amplitude: 	8.9762 kV/m: 	 no AP.
Increasing amplitude: 	9.7886 kV/m: 	 no AP.
Increasing amplitude: 	10.6746 kV/m: 	 no AP.
Increasing amplitude: 	11.6407 kV/m: 	 no AP.
Increasing amplitude: 	12.6943 kV/m: 	 no AP.
Increasing amplitude: 	13.8432 kV/m: 	 no AP.
Increasing amplitude: 	15.0961 kV/m: 	 no AP.
Increasing amplitude: 	16.4625 kV/m: 	 no AP.
Increasing amplitude: 	17.9524 kV/m: 	 no AP.
Increasing amplitude: 	19.5773 kV/m: 	 no AP.
Increasing amplitude: 	21.3492 kV/m: 	 no AP.
Increasing amplitude: 	23.2814 kV/m: 	 no AP.
Increasing amplitude: 	25.3886 kV/m: 	 no AP.
Increasing amplitude: 	27.6864 kV/m: 	 no AP.
Increasing amplitude: 	30.1923 kV/m: 	 no AP.
Increasing amplitude: 	32.9249 kV/m: 	 no AP.
