Model type: 	Bend axon, antidromic
Parameter ID:	365
Pulse duration in ms:	0.3100
Field orientation in degrees:	60.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	18.6700  V/m: 	 no AP.
Increasing amplitude: 	20.3598  V/m: 	 no AP.
Increasing amplitude: 	22.2025  V/m: 	 no AP.
Increasing amplitude: 	24.2120  V/m: 	 no AP.
Increasing amplitude: 	26.4034  V/m: 	 no AP.
Increasing amplitude: 	28.7931  V/m: 	 no AP.
Increasing amplitude: 	31.3991  V/m: 	 no AP.
Increasing amplitude: 	34.2410  V/m: 	 no AP.
Increasing amplitude: 	37.3401  V/m: 	 no AP.
Increasing amplitude: 	40.7196  V/m: 	 no AP.
Increasing amplitude: 	44.4051  V/m: 	 no AP.
Increasing amplitude: 	48.4241  V/m: 	 no AP.
Increasing amplitude: 	52.8068  V/m: 	 no AP.
Increasing amplitude: 	57.5863  V/m: 	 no AP.
Increasing amplitude: 	62.7983  V/m: 	 no AP.
Increasing amplitude: 	68.4820  V/m: 	 no AP.
Increasing amplitude: 	74.6801  V/m: 	 no AP.
Increasing amplitude: 	81.4393  V/m: 	 no AP.
Increasing amplitude: 	88.8102  V/m: 	 no AP.
Increasing amplitude: 	96.8482  V/m: 	 no AP.
Increasing amplitude: 	0.1056 kV/m: 	 no AP.
Increasing amplitude: 	0.1152 kV/m: 	 no AP.
Increasing amplitude: 	0.1256 kV/m: 	 no AP.
Increasing amplitude: 	0.1370 kV/m: 	 AP.
Lower bound: 0.1256 kV/m.   Upper bound: 0.1370 kV/m.   Search amplitude: 0.1312 kV/m: no AP.
Lower bound: 0.1312 kV/m.   Upper bound: 0.1370 kV/m.   Search amplitude: 0.1340 kV/m: no AP.
Lower bound: 0.1340 kV/m.   Upper bound: 0.1370 kV/m.   Search amplitude: 0.1355 kV/m: AP.
Lower bound: 0.1340 kV/m.   Upper bound: 0.1355 kV/m.   Search amplitude: 0.1348 kV/m: AP.
Lower bound: 0.1340 kV/m.   Upper bound: 0.1348 kV/m.   Search amplitude: 0.1344 kV/m: no AP.
Binary search ended. Threshold: 0.1344 kV/m.
 
Run time for search: 2.41 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	14.6375  V/m: 	 no AP.
Increasing amplitude: 	14.9580  V/m: 	 no AP.
Increasing amplitude: 	15.2856  V/m: 	 no AP.
Increasing amplitude: 	15.6203  V/m: 	 no AP.
Increasing amplitude: 	15.9623  V/m: 	 no AP.
Increasing amplitude: 	16.3119  V/m: 	 no AP.
Increasing amplitude: 	16.6691  V/m: 	 no AP.
Increasing amplitude: 	17.0341  V/m: 	 no AP.
Increasing amplitude: 	17.4071  V/m: 	 no AP.
Increasing amplitude: 	17.7882  V/m: 	 no AP.
Increasing amplitude: 	18.1777  V/m: 	 no AP.
Increasing amplitude: 	18.5758  V/m: 	 no AP.
Increasing amplitude: 	18.9825  V/m: 	 no AP.
Increasing amplitude: 	19.3982  V/m: 	 no AP.
Increasing amplitude: 	19.8230  V/m: 	 no AP.
Increasing amplitude: 	20.2570  V/m: 	 no AP.
Increasing amplitude: 	20.7006  V/m: 	 no AP.
Increasing amplitude: 	21.1539  V/m: 	 no AP.
Increasing amplitude: 	21.6171  V/m: 	 no AP.
Increasing amplitude: 	22.0904  V/m: 	 no AP.
Increasing amplitude: 	22.5742  V/m: 	 no AP.
Increasing amplitude: 	23.0685  V/m: 	 no AP.
Increasing amplitude: 	23.5736  V/m: 	 no AP.
Increasing amplitude: 	24.0898  V/m: 	 no AP.
Increasing amplitude: 	24.6173  V/m: 	 no AP.
Increasing amplitude: 	25.1563  V/m: 	 no AP.
Increasing amplitude: 	25.7072  V/m: 	 no AP.
Increasing amplitude: 	26.2701  V/m: 	 no AP.
Increasing amplitude: 	26.8453  V/m: 	 no AP.
Increasing amplitude: 	27.4332  V/m: 	 no AP.
Increasing amplitude: 	28.0339  V/m: 	 no AP.
Increasing amplitude: 	28.6478  V/m: 	 no AP.
Increasing amplitude: 	29.2751  V/m: 	 no AP.
Increasing amplitude: 	29.9161  V/m: 	 no AP.
Increasing amplitude: 	30.5712  V/m: 	 no AP.
Increasing amplitude: 	31.2406  V/m: 	 no AP.
Increasing amplitude: 	31.9247  V/m: 	 no AP.
Increasing amplitude: 	32.6237  V/m: 	 no AP.
Increasing amplitude: 	33.3381  V/m: 	 no AP.
Increasing amplitude: 	34.0681  V/m: 	 no AP.
Increasing amplitude: 	34.8141  V/m: 	 no AP.
Increasing amplitude: 	35.5764  V/m: 	 no AP.
Increasing amplitude: 	36.3555  V/m: 	 no AP.
Increasing amplitude: 	37.1515  V/m: 	 no AP.
Increasing amplitude: 	37.9651  V/m: 	 no AP.
Increasing amplitude: 	38.7964  V/m: 	 no AP.
Increasing amplitude: 	39.6459  V/m: 	 no AP.
Increasing amplitude: 	40.5140  V/m: 	 no AP.
Increasing amplitude: 	41.4012  V/m: 	 no AP.
Increasing amplitude: 	42.3078  V/m: 	 no AP.
Increasing amplitude: 	43.2342  V/m: 	 no AP.
Increasing amplitude: 	44.1809  V/m: 	 no AP.
Increasing amplitude: 	45.1483  V/m: 	 no AP.
Increasing amplitude: 	46.1369  V/m: 	 no AP.
Increasing amplitude: 	47.1472  V/m: 	 no AP.
Increasing amplitude: 	48.1796  V/m: 	 no AP.
Increasing amplitude: 	49.2346  V/m: 	 no AP.
Increasing amplitude: 	50.3127  V/m: 	 no AP.
Increasing amplitude: 	51.4144  V/m: 	 no AP.
Increasing amplitude: 	52.5402  V/m: 	 no AP.
Increasing amplitude: 	53.6907  V/m: 	 no AP.
Increasing amplitude: 	54.8664  V/m: 	 no AP.
Increasing amplitude: 	56.0678  V/m: 	 no AP.
Increasing amplitude: 	57.2955  V/m: 	 no AP.
Increasing amplitude: 	58.5501  V/m: 	 no AP.
Increasing amplitude: 	59.8322  V/m: 	 no AP.
Increasing amplitude: 	61.1423  V/m: 	 no AP.
Increasing amplitude: 	62.4812  V/m: 	 no AP.
Increasing amplitude: 	63.8494  V/m: 	 no AP.
Increasing amplitude: 	65.2475  V/m: 	 no AP.
Increasing amplitude: 	66.6762  V/m: 	 no AP.
Increasing amplitude: 	68.1362  V/m: 	 no AP.
Increasing amplitude: 	69.6282  V/m: 	 no AP.
Increasing amplitude: 	71.1529  V/m: 	 no AP.
Increasing amplitude: 	72.7109  V/m: 	 no AP.
Increasing amplitude: 	74.3031  V/m: 	 no AP.
Increasing amplitude: 	75.9301  V/m: 	 no AP.
Increasing amplitude: 	77.5928  V/m: 	 no AP.
Increasing amplitude: 	79.2918  V/m: 	 no AP.
Increasing amplitude: 	81.0281  V/m: 	 no AP.
Increasing amplitude: 	82.8024  V/m: 	 no AP.
