Model type: 	Bend axon, antidromic
Parameter ID:	315
Pulse duration in ms:	0.1400
Field orientation in degrees:	30.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	19.9470  V/m: 	 no AP.
Increasing amplitude: 	21.7524  V/m: 	 no AP.
Increasing amplitude: 	23.7212  V/m: 	 no AP.
Increasing amplitude: 	25.8681  V/m: 	 no AP.
Increasing amplitude: 	28.2094  V/m: 	 no AP.
Increasing amplitude: 	30.7626  V/m: 	 no AP.
Increasing amplitude: 	33.5468  V/m: 	 no AP.
Increasing amplitude: 	36.5830  V/m: 	 no AP.
Increasing amplitude: 	39.8941  V/m: 	 no AP.
Increasing amplitude: 	43.5048  V/m: 	 no AP.
Increasing amplitude: 	47.4423  V/m: 	 no AP.
Increasing amplitude: 	51.7362  V/m: 	 no AP.
Increasing amplitude: 	56.4188  V/m: 	 no AP.
Increasing amplitude: 	61.5251  V/m: 	 no AP.
Increasing amplitude: 	67.0936  V/m: 	 no AP.
Increasing amplitude: 	73.1661  V/m: 	 no AP.
Increasing amplitude: 	79.7882  V/m: 	 no AP.
Increasing amplitude: 	87.0096  V/m: 	 no AP.
Increasing amplitude: 	94.8847  V/m: 	 no AP.
Increasing amplitude: 	0.1035 kV/m: 	 no AP.
Increasing amplitude: 	0.1128 kV/m: 	 no AP.
Increasing amplitude: 	0.1231 kV/m: 	 no AP.
Increasing amplitude: 	0.1342 kV/m: 	 no AP.
Increasing amplitude: 	0.1463 kV/m: 	 no AP.
Increasing amplitude: 	0.1596 kV/m: 	 no AP.
Increasing amplitude: 	0.1740 kV/m: 	 AP.
Lower bound: 0.1596 kV/m.   Upper bound: 0.1740 kV/m.   Search amplitude: 0.1666 kV/m: no AP.
Lower bound: 0.1666 kV/m.   Upper bound: 0.1740 kV/m.   Search amplitude: 0.1703 kV/m: no AP.
Lower bound: 0.1703 kV/m.   Upper bound: 0.1740 kV/m.   Search amplitude: 0.1721 kV/m: AP.
Lower bound: 0.1703 kV/m.   Upper bound: 0.1721 kV/m.   Search amplitude: 0.1712 kV/m: AP.
Lower bound: 0.1703 kV/m.   Upper bound: 0.1712 kV/m.   Search amplitude: 0.1708 kV/m: no AP.
Binary search ended. Threshold: 0.1708 kV/m.
 
Run time for search: 3.56 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	18.5977  V/m: 	 no AP.
Increasing amplitude: 	19.0049  V/m: 	 no AP.
Increasing amplitude: 	19.4211  V/m: 	 no AP.
Increasing amplitude: 	19.8463  V/m: 	 no AP.
Increasing amplitude: 	20.2809  V/m: 	 no AP.
Increasing amplitude: 	20.7250  V/m: 	 no AP.
Increasing amplitude: 	21.1788  V/m: 	 no AP.
Increasing amplitude: 	21.6426  V/m: 	 no AP.
Increasing amplitude: 	22.1165  V/m: 	 no AP.
Increasing amplitude: 	22.6008  V/m: 	 no AP.
Increasing amplitude: 	23.0957  V/m: 	 no AP.
Increasing amplitude: 	23.6014  V/m: 	 no AP.
Increasing amplitude: 	24.1182  V/m: 	 no AP.
Increasing amplitude: 	24.6463  V/m: 	 no AP.
Increasing amplitude: 	25.1860  V/m: 	 no AP.
Increasing amplitude: 	25.7375  V/m: 	 no AP.
Increasing amplitude: 	26.3011  V/m: 	 no AP.
Increasing amplitude: 	26.8770  V/m: 	 no AP.
Increasing amplitude: 	27.4655  V/m: 	 no AP.
Increasing amplitude: 	28.0670  V/m: 	 no AP.
Increasing amplitude: 	28.6815  V/m: 	 no AP.
Increasing amplitude: 	29.3096  V/m: 	 no AP.
Increasing amplitude: 	29.9514  V/m: 	 no AP.
Increasing amplitude: 	30.6072  V/m: 	 no AP.
Increasing amplitude: 	31.2774  V/m: 	 no AP.
Increasing amplitude: 	31.9623  V/m: 	 no AP.
Increasing amplitude: 	32.6622  V/m: 	 no AP.
Increasing amplitude: 	33.3774  V/m: 	 no AP.
Increasing amplitude: 	34.1083  V/m: 	 no AP.
Increasing amplitude: 	34.8552  V/m: 	 no AP.
Increasing amplitude: 	35.6184  V/m: 	 no AP.
Increasing amplitude: 	36.3983  V/m: 	 no AP.
Increasing amplitude: 	37.1954  V/m: 	 no AP.
Increasing amplitude: 	38.0098  V/m: 	 no AP.
Increasing amplitude: 	38.8421  V/m: 	 no AP.
