Model type: 	Bend axon, antidromic
Parameter ID:	20
Pulse duration in ms:	0.0010
Field orientation in degrees:	117.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	28.6265 kV/m: 	 no AP.
Increasing amplitude: 	31.2174 kV/m: 	 no AP.
Increasing amplitude: 	34.0428 kV/m: 	 no AP.
Increasing amplitude: 	37.1239 kV/m: 	 no AP.
Increasing amplitude: 	40.4839 kV/m: 	 no AP.
Increasing amplitude: 	44.1481 kV/m: 	 no AP.
Increasing amplitude: 	48.1438 kV/m: 	 no AP.
Increasing amplitude: 	52.5012 kV/m: 	 no AP.
Increasing amplitude: 	57.2530 kV/m: 	 no AP.
Increasing amplitude: 	62.4348 kV/m: 	 no AP.
Increasing amplitude: 	68.0856 kV/m: 	 no AP.
Increasing amplitude: 	74.2479 kV/m: 	 no AP.
Increasing amplitude: 	80.9679 kV/m: 	 no AP.
Increasing amplitude: 	88.2961 kV/m: 	 no AP.
Increasing amplitude: 	96.2876 kV/m: 	 no AP.
Increasing amplitude: 	0.1050 MV/m: 	 no AP.
Increasing amplitude: 	0.1145 MV/m: 	 no AP.
Increasing amplitude: 	0.1249 MV/m: 	 no AP.
Increasing amplitude: 	0.1362 MV/m: 	 no AP.
Increasing amplitude: 	0.1485 MV/m: 	 no AP.
Increasing amplitude: 	0.1619 MV/m: 	 no AP.
Increasing amplitude: 	0.1766 MV/m: 	 no AP.
Increasing amplitude: 	0.1926 MV/m: 	 no AP.
Increasing amplitude: 	0.2100 MV/m: 	 no AP.
Increasing amplitude: 	0.2290 MV/m: 	 no AP.
Increasing amplitude: 	0.2497 MV/m: 	 no AP.
Increasing amplitude: 	0.2723 MV/m: 	 no AP.
Increasing amplitude: 	0.2970 MV/m: 	 no AP.
Increasing amplitude: 	0.3239 MV/m: 	 no AP.
Increasing amplitude: 	0.3532 MV/m: 	 no AP.
Increasing amplitude: 	0.3852 MV/m: 	 no AP.
Increasing amplitude: 	0.4200 MV/m: 	 no AP.
Increasing amplitude: 	0.4580 MV/m: 	 no AP.
Increasing amplitude: 	0.4995 MV/m: 	 no AP.
Increasing amplitude: 	0.5447 MV/m: 	 no AP.
Increasing amplitude: 	0.5940 MV/m: 	 no AP.
Increasing amplitude: 	0.6477 MV/m: 	 no AP.
Increasing amplitude: 	0.7064 MV/m: 	 no AP.
Increasing amplitude: 	0.7703 MV/m: 	 no AP.
Increasing amplitude: 	0.8400 MV/m: 	 no AP.
Increasing amplitude: 	0.9160 MV/m: 	 no AP.
Increasing amplitude: 	0.9990 MV/m: 	 no AP.
Increasing amplitude: 	1.0894 MV/m: 	 no AP.
Increasing amplitude: 	1.1880 MV/m: 	 no AP.
Increasing amplitude: 	1.2955 MV/m: 	 no AP.
Increasing amplitude: 	1.4127 MV/m: 	 no AP.
Increasing amplitude: 	1.5406 MV/m: 	 no AP.
Increasing amplitude: 	1.6800 MV/m: 	 no AP.
Increasing amplitude: 	1.8321 MV/m: 	 no AP.
Increasing amplitude: 	1.9979 MV/m: 	 no AP.
Increasing amplitude: 	2.1787 MV/m: 	 no AP.
Increasing amplitude: 	2.3759 MV/m: 	 no AP.
Increasing amplitude: 	2.5910 MV/m: 	 no AP.
Increasing amplitude: 	2.8255 MV/m: 	 no AP.
Increasing amplitude: 	3.0812 MV/m: 	 no AP.
Increasing amplitude: 	3.3601 MV/m: 	 no AP.
Increasing amplitude: 	3.6642 MV/m: 	 no AP.
Increasing amplitude: 	3.9958 MV/m: 	 no AP.
Increasing amplitude: 	4.3575 MV/m: 	 no AP.
Increasing amplitude: 	4.7519 MV/m: 	 no AP.
Increasing amplitude: 	5.1819 MV/m: 	 no AP.
Increasing amplitude: 	5.6510 MV/m: 	 no AP.
Increasing amplitude: 	6.1624 MV/m: 	 no AP.
Increasing amplitude: 	6.7202 MV/m: 	 no AP.
Increasing amplitude: 	7.3284 MV/m: 	 no AP.
Increasing amplitude: 	7.9917 MV/m: 	 no AP.
Increasing amplitude: 	8.7150 MV/m: 	 no AP.
Increasing amplitude: 	9.5037 MV/m: 	 no AP.
Increasing amplitude: 	10.3639 MV/m: 	 no AP.
Increasing amplitude: 	11.3019 MV/m: 	 no AP.
Increasing amplitude: 	12.3248 MV/m: 	 no AP.
Increasing amplitude: 	13.4403 MV/m: 	 no AP.
Increasing amplitude: 	14.6568 MV/m: 	 no AP.
Increasing amplitude: 	15.9833 MV/m: 	 no AP.
Increasing amplitude: 	17.4299 MV/m: 	 no AP.
Increasing amplitude: 	19.0075 MV/m: 	 no AP.
Increasing amplitude: 	20.7278 MV/m: 	 no AP.
Increasing amplitude: 	22.6038 MV/m: 	 no AP.
Increasing amplitude: 	24.6496 MV/m: 	 no AP.
Increasing amplitude: 	26.8806 MV/m: 	 no AP.
Increasing amplitude: 	29.3135 MV/m: 	 no AP.
Increasing amplitude: 	31.9666 MV/m: 	 no AP.
Increasing amplitude: 	34.8598 MV/m: 	 no AP.
Increasing amplitude: 	38.0149 MV/m: 	 no AP.
Increasing amplitude: 	41.4556 MV/m: 	 no AP.
Increasing amplitude: 	45.2076 MV/m: 	 no AP.
Increasing amplitude: 	49.2993 MV/m: 	 no AP.
Increasing amplitude: 	53.7612 MV/m: 	 no AP.
Increasing amplitude: 	58.6270 MV/m: 	 no AP.
Increasing amplitude: 	63.9332 MV/m: 	 no AP.
Increasing amplitude: 	69.7197 MV/m: 	 no AP.
Increasing amplitude: 	76.0298 MV/m: 	 no AP.
Increasing amplitude: 	82.9111 MV/m: 	 no AP.
Increasing amplitude: 	90.4152 MV/m: 	 no AP.
Increasing amplitude: 	98.5985 MV/m: 	 no AP.
Increasing amplitude: 	0.1075 GV/m: 	 no AP.
Increasing amplitude: 	0.1173 GV/m: 	 no AP.
Increasing amplitude: 	0.1279 GV/m: 	 no AP.
Increasing amplitude: 	0.1394 GV/m: 	 no AP.
Increasing amplitude: 	0.1521 GV/m: 	 no AP.
Increasing amplitude: 	0.1658 GV/m: 	 no AP.
Increasing amplitude: 	0.1808 GV/m: 	 no AP.
Increasing amplitude: 	0.1972 GV/m: 	 no AP.
Increasing amplitude: 	0.2150 GV/m: 	 no AP.
Increasing amplitude: 	0.2345 GV/m: 	 no AP.
Increasing amplitude: 	0.2557 GV/m: 	 no AP.
Increasing amplitude: 	0.2789 GV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 9.29 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	28.6265 kV/m: 	 no AP.
Increasing amplitude: 	31.2174 kV/m: 	 no AP.
Increasing amplitude: 	34.0428 kV/m: 	 no AP.
Increasing amplitude: 	37.1239 kV/m: 	 no AP.
Increasing amplitude: 	40.4839 kV/m: 	 no AP.
Increasing amplitude: 	44.1481 kV/m: 	 no AP.
Increasing amplitude: 	48.1438 kV/m: 	 no AP.
Increasing amplitude: 	52.5012 kV/m: 	 no AP.
Increasing amplitude: 	57.2530 kV/m: 	 no AP.
Increasing amplitude: 	62.4348 kV/m: 	 no AP.
Increasing amplitude: 	68.0856 kV/m: 	 no AP.
Increasing amplitude: 	74.2479 kV/m: 	 no AP.
Increasing amplitude: 	80.9679 kV/m: 	 no AP.
Increasing amplitude: 	88.2961 kV/m: 	 no AP.
Increasing amplitude: 	96.2876 kV/m: 	 no AP.
Increasing amplitude: 	0.1050 MV/m: 	 no AP.
Increasing amplitude: 	0.1145 MV/m: 	 no AP.
Increasing amplitude: 	0.1249 MV/m: 	 no AP.
Increasing amplitude: 	0.1362 MV/m: 	 no AP.
