Model type: 	Bend axon, antidromic
Parameter ID:	267
Pulse duration in ms:	0.0680
Field orientation in degrees:	30.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	37.9157  V/m: 	 no AP.
Increasing amplitude: 	41.3474  V/m: 	 no AP.
Increasing amplitude: 	45.0896  V/m: 	 no AP.
Increasing amplitude: 	49.1706  V/m: 	 no AP.
Increasing amplitude: 	53.6209  V/m: 	 no AP.
Increasing amplitude: 	58.4740  V/m: 	 no AP.
Increasing amplitude: 	63.7664  V/m: 	 no AP.
Increasing amplitude: 	69.5377  V/m: 	 no AP.
Increasing amplitude: 	75.8314  V/m: 	 no AP.
Increasing amplitude: 	82.6948  V/m: 	 no AP.
Increasing amplitude: 	90.1793  V/m: 	 no AP.
Increasing amplitude: 	98.3412  V/m: 	 no AP.
Increasing amplitude: 	0.1072 kV/m: 	 no AP.
Increasing amplitude: 	0.1169 kV/m: 	 no AP.
Increasing amplitude: 	0.1275 kV/m: 	 no AP.
Increasing amplitude: 	0.1391 kV/m: 	 no AP.
Increasing amplitude: 	0.1517 kV/m: 	 no AP.
Increasing amplitude: 	0.1654 kV/m: 	 no AP.
Increasing amplitude: 	0.1804 kV/m: 	 no AP.
Increasing amplitude: 	0.1967 kV/m: 	 no AP.
Increasing amplitude: 	0.2145 kV/m: 	 no AP.
Increasing amplitude: 	0.2339 kV/m: 	 no AP.
Increasing amplitude: 	0.2551 kV/m: 	 no AP.
Increasing amplitude: 	0.2782 kV/m: 	 no AP.
Increasing amplitude: 	0.3033 kV/m: 	 no AP.
Increasing amplitude: 	0.3308 kV/m: 	 no AP.
Increasing amplitude: 	0.3607 kV/m: 	 AP.
Lower bound: 0.3308 kV/m.   Upper bound: 0.3607 kV/m.   Search amplitude: 0.3454 kV/m: AP.
Lower bound: 0.3308 kV/m.   Upper bound: 0.3454 kV/m.   Search amplitude: 0.3380 kV/m: no AP.
Lower bound: 0.3380 kV/m.   Upper bound: 0.3454 kV/m.   Search amplitude: 0.3417 kV/m: AP.
Lower bound: 0.3380 kV/m.   Upper bound: 0.3417 kV/m.   Search amplitude: 0.3399 kV/m: no AP.
Lower bound: 0.3399 kV/m.   Upper bound: 0.3417 kV/m.   Search amplitude: 0.3408 kV/m: no AP.
Binary search ended. Threshold: 0.3408 kV/m.
 
Run time for search: 3.96 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	37.1164  V/m: 	 no AP.
Increasing amplitude: 	37.9291  V/m: 	 no AP.
Increasing amplitude: 	38.7597  V/m: 	 no AP.
Increasing amplitude: 	39.6084  V/m: 	 no AP.
