Model type: 	Bend axon, antidromic
Parameter ID:	266
Pulse duration in ms:	0.0680
Field orientation in degrees:	15.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	33.9943  V/m: 	 no AP.
Increasing amplitude: 	37.0711  V/m: 	 no AP.
Increasing amplitude: 	40.4263  V/m: 	 no AP.
Increasing amplitude: 	44.0852  V/m: 	 no AP.
Increasing amplitude: 	48.0752  V/m: 	 no AP.
Increasing amplitude: 	52.4264  V/m: 	 no AP.
Increasing amplitude: 	57.1714  V/m: 	 no AP.
Increasing amplitude: 	62.3458  V/m: 	 no AP.
Increasing amplitude: 	67.9886  V/m: 	 no AP.
Increasing amplitude: 	74.1421  V/m: 	 no AP.
Increasing amplitude: 	80.8525  V/m: 	 no AP.
Increasing amplitude: 	88.1703  V/m: 	 no AP.
Increasing amplitude: 	96.1504  V/m: 	 no AP.
Increasing amplitude: 	0.1049 kV/m: 	 no AP.
Increasing amplitude: 	0.1143 kV/m: 	 no AP.
Increasing amplitude: 	0.1247 kV/m: 	 no AP.
Increasing amplitude: 	0.1360 kV/m: 	 no AP.
Increasing amplitude: 	0.1483 kV/m: 	 no AP.
Increasing amplitude: 	0.1617 kV/m: 	 no AP.
Increasing amplitude: 	0.1763 kV/m: 	 no AP.
Increasing amplitude: 	0.1923 kV/m: 	 no AP.
Increasing amplitude: 	0.2097 kV/m: 	 no AP.
Increasing amplitude: 	0.2287 kV/m: 	 no AP.
Increasing amplitude: 	0.2494 kV/m: 	 no AP.
Increasing amplitude: 	0.2720 kV/m: 	 no AP.
Increasing amplitude: 	0.2966 kV/m: 	 no AP.
Increasing amplitude: 	0.3234 kV/m: 	 AP.
Lower bound: 0.2966 kV/m.   Upper bound: 0.3234 kV/m.   Search amplitude: 0.3097 kV/m: no AP.
Lower bound: 0.3097 kV/m.   Upper bound: 0.3234 kV/m.   Search amplitude: 0.3165 kV/m: AP.
Lower bound: 0.3097 kV/m.   Upper bound: 0.3165 kV/m.   Search amplitude: 0.3131 kV/m: AP.
Lower bound: 0.3097 kV/m.   Upper bound: 0.3131 kV/m.   Search amplitude: 0.3114 kV/m: AP.
Lower bound: 0.3097 kV/m.   Upper bound: 0.3114 kV/m.   Search amplitude: 0.3105 kV/m: AP.
Binary search ended. Threshold: 0.3105 kV/m.
 
Run time for search: 3.79 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	33.7312  V/m: 	 no AP.
Increasing amplitude: 	34.4698  V/m: 	 no AP.
Increasing amplitude: 	35.2246  V/m: 	 no AP.
Increasing amplitude: 	35.9959  V/m: 	 no AP.
Increasing amplitude: 	36.7841  V/m: 	 no AP.
Increasing amplitude: 	37.5896  V/m: 	 no AP.
Increasing amplitude: 	38.4127  V/m: 	 no AP.
Increasing amplitude: 	39.2538  V/m: 	 no AP.
Increasing amplitude: 	40.1134  V/m: 	 no AP.
Increasing amplitude: 	40.9918  V/m: 	 no AP.
Increasing amplitude: 	41.8894  V/m: 	 no AP.
Increasing amplitude: 	42.8066  V/m: 	 no AP.
Increasing amplitude: 	43.7440  V/m: 	 no AP.
Increasing amplitude: 	44.7018  V/m: 	 no AP.
Increasing amplitude: 	45.6807  V/m: 	 no AP.
Increasing amplitude: 	46.6810  V/m: 	 no AP.
Increasing amplitude: 	47.7031  V/m: 	 no AP.
Increasing amplitude: 	48.7477  V/m: 	 no AP.
Increasing amplitude: 	49.8151  V/m: 	 no AP.
Increasing amplitude: 	50.9059  V/m: 	 no AP.
Increasing amplitude: 	52.0206  V/m: 	 no AP.
Increasing amplitude: 	53.1597  V/m: 	 no AP.
Increasing amplitude: 	54.3238  V/m: 	 no AP.
Increasing amplitude: 	55.5133  V/m: 	 no AP.
Increasing amplitude: 	56.7289  V/m: 	 no AP.
Increasing amplitude: 	57.9711  V/m: 	 no AP.
Increasing amplitude: 	59.2405  V/m: 	 no AP.
Increasing amplitude: 	60.5377  V/m: 	 no AP.
Increasing amplitude: 	61.8633  V/m: 	 no AP.
Increasing amplitude: 	63.2179  V/m: 	 no AP.
Increasing amplitude: 	64.6022  V/m: 	 no AP.
Increasing amplitude: 	66.0168  V/m: 	 no AP.
Increasing amplitude: 	67.4624  V/m: 	 no AP.
Increasing amplitude: 	68.9396  V/m: 	 no AP.
Increasing amplitude: 	70.4492  V/m: 	 no AP.
Increasing amplitude: 	71.9919  V/m: 	 no AP.
Increasing amplitude: 	73.5683  V/m: 	 no AP.
Increasing amplitude: 	75.1792  V/m: 	 no AP.
Increasing amplitude: 	76.8254  V/m: 	 no AP.
Increasing amplitude: 	78.5077  V/m: 	 no AP.
Increasing amplitude: 	80.2268  V/m: 	 no AP.
Increasing amplitude: 	81.9835  V/m: 	 no AP.
