Model type: 	Bend axon, antidromic
Parameter ID:	294
Pulse duration in ms:	0.1000
Field orientation in degrees:	70.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	67.6617  V/m: 	 no AP.
Increasing amplitude: 	73.7856  V/m: 	 no AP.
Increasing amplitude: 	80.4638  V/m: 	 no AP.
Increasing amplitude: 	87.7464  V/m: 	 no AP.
Increasing amplitude: 	95.6881  V/m: 	 no AP.
Increasing amplitude: 	0.1043 kV/m: 	 no AP.
Increasing amplitude: 	0.1138 kV/m: 	 no AP.
Increasing amplitude: 	0.1241 kV/m: 	 no AP.
Increasing amplitude: 	0.1353 kV/m: 	 no AP.
Increasing amplitude: 	0.1476 kV/m: 	 no AP.
Increasing amplitude: 	0.1609 kV/m: 	 no AP.
Increasing amplitude: 	0.1755 kV/m: 	 no AP.
Increasing amplitude: 	0.1914 kV/m: 	 no AP.
Increasing amplitude: 	0.2087 kV/m: 	 no AP.
Increasing amplitude: 	0.2276 kV/m: 	 no AP.
Increasing amplitude: 	0.2482 kV/m: 	 no AP.
Increasing amplitude: 	0.2706 kV/m: 	 no AP.
Increasing amplitude: 	0.2951 kV/m: 	 no AP.
Increasing amplitude: 	0.3219 kV/m: 	 no AP.
Increasing amplitude: 	0.3510 kV/m: 	 no AP.
Increasing amplitude: 	0.3828 kV/m: 	 no AP.
Increasing amplitude: 	0.4174 kV/m: 	 no AP.
Increasing amplitude: 	0.4552 kV/m: 	 no AP.
Increasing amplitude: 	0.4964 kV/m: 	 AP.
Lower bound: 0.4552 kV/m.   Upper bound: 0.4964 kV/m.   Search amplitude: 0.4753 kV/m: no AP.
Lower bound: 0.4753 kV/m.   Upper bound: 0.4964 kV/m.   Search amplitude: 0.4857 kV/m: AP.
Lower bound: 0.4753 kV/m.   Upper bound: 0.4857 kV/m.   Search amplitude: 0.4805 kV/m: AP.
Lower bound: 0.4753 kV/m.   Upper bound: 0.4805 kV/m.   Search amplitude: 0.4779 kV/m: AP.
Lower bound: 0.4753 kV/m.   Upper bound: 0.4779 kV/m.   Search amplitude: 0.4766 kV/m: AP.
Binary search ended. Threshold: 0.4766 kV/m.
 
Run time for search: 2.92 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	51.7705  V/m: 	 no AP.
Increasing amplitude: 	52.9042  V/m: 	 no AP.
Increasing amplitude: 	54.0626  V/m: 	 no AP.
Increasing amplitude: 	55.2464  V/m: 	 no AP.
Increasing amplitude: 	56.4562  V/m: 	 no AP.
Increasing amplitude: 	57.6924  V/m: 	 no AP.
Increasing amplitude: 	58.9557  V/m: 	 no AP.
Increasing amplitude: 	60.2466  V/m: 	 no AP.
Increasing amplitude: 	61.5659  V/m: 	 no AP.
Increasing amplitude: 	62.9140  V/m: 	 no AP.
Increasing amplitude: 	64.2916  V/m: 	 no AP.
Increasing amplitude: 	65.6994  V/m: 	 no AP.
Increasing amplitude: 	67.1381  V/m: 	 no AP.
Increasing amplitude: 	68.6082  V/m: 	 no AP.
Increasing amplitude: 	70.1105  V/m: 	 no AP.
Increasing amplitude: 	71.6457  V/m: 	 no AP.
Increasing amplitude: 	73.2146  V/m: 	 no AP.
Increasing amplitude: 	74.8178  V/m: 	 no AP.
Increasing amplitude: 	76.4561  V/m: 	 no AP.
Increasing amplitude: 	78.1302  V/m: 	 no AP.
Increasing amplitude: 	79.8411  V/m: 	 no AP.
Increasing amplitude: 	81.5894  V/m: 	 no AP.
Increasing amplitude: 	83.3759  V/m: 	 no AP.
Increasing amplitude: 	85.2016  V/m: 	 no AP.
Increasing amplitude: 	87.0673  V/m: 	 no AP.
Increasing amplitude: 	88.9738  V/m: 	 no AP.
Increasing amplitude: 	90.9221  V/m: 	 no AP.
Increasing amplitude: 	92.9130  V/m: 	 no AP.
Increasing amplitude: 	94.9476  V/m: 	 no AP.
Increasing amplitude: 	97.0266  V/m: 	 no AP.
Increasing amplitude: 	99.1513  V/m: 	 no AP.
Increasing amplitude: 	0.1013 kV/m: 	 no AP.
Increasing amplitude: 	0.1035 kV/m: 	 no AP.
Increasing amplitude: 	0.1058 kV/m: 	 no AP.
Increasing amplitude: 	0.1081 kV/m: 	 no AP.
Increasing amplitude: 	0.1105 kV/m: 	 no AP.
Increasing amplitude: 	0.1129 kV/m: 	 no AP.
Increasing amplitude: 	0.1154 kV/m: 	 no AP.
Increasing amplitude: 	0.1179 kV/m: 	 no AP.
Increasing amplitude: 	0.1205 kV/m: 	 no AP.
Increasing amplitude: 	0.1231 kV/m: 	 no AP.
Increasing amplitude: 	0.1258 kV/m: 	 no AP.
Increasing amplitude: 	0.1286 kV/m: 	 no AP.
Increasing amplitude: 	0.1314 kV/m: 	 no AP.
Increasing amplitude: 	0.1343 kV/m: 	 no AP.
Increasing amplitude: 	0.1372 kV/m: 	 no AP.
Increasing amplitude: 	0.1402 kV/m: 	 no AP.
Increasing amplitude: 	0.1433 kV/m: 	 no AP.
Increasing amplitude: 	0.1464 kV/m: 	 no AP.
Increasing amplitude: 	0.1496 kV/m: 	 no AP.
Increasing amplitude: 	0.1529 kV/m: 	 no AP.
Increasing amplitude: 	0.1563 kV/m: 	 no AP.
Increasing amplitude: 	0.1597 kV/m: 	 no AP.
Increasing amplitude: 	0.1632 kV/m: 	 no AP.
Increasing amplitude: 	0.1668 kV/m: 	 no AP.
Increasing amplitude: 	0.1704 kV/m: 	 no AP.
Increasing amplitude: 	0.1741 kV/m: 	 no AP.
Increasing amplitude: 	0.1779 kV/m: 	 no AP.
Increasing amplitude: 	0.1818 kV/m: 	 no AP.
Increasing amplitude: 	0.1858 kV/m: 	 no AP.
Increasing amplitude: 	0.1899 kV/m: 	 no AP.
Increasing amplitude: 	0.1941 kV/m: 	 no AP.
