Model type: 	Bend axon, antidromic
Parameter ID:	261
Pulse duration in ms:	0.0450
Field orientation in degrees:	120.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.6690 kV/m: 	 no AP.
Increasing amplitude: 	0.7296 kV/m: 	 no AP.
Increasing amplitude: 	0.7956 kV/m: 	 no AP.
Increasing amplitude: 	0.8676 kV/m: 	 no AP.
Increasing amplitude: 	0.9461 kV/m: 	 no AP.
Increasing amplitude: 	1.0318 kV/m: 	 no AP.
Increasing amplitude: 	1.1251 kV/m: 	 no AP.
Increasing amplitude: 	1.2270 kV/m: 	 no AP.
Increasing amplitude: 	1.3380 kV/m: 	 no AP.
Increasing amplitude: 	1.4591 kV/m: 	 no AP.
Increasing amplitude: 	1.5912 kV/m: 	 no AP.
Increasing amplitude: 	1.7352 kV/m: 	 no AP.
Increasing amplitude: 	1.8923 kV/m: 	 no AP.
Increasing amplitude: 	2.0635 kV/m: 	 no AP.
Increasing amplitude: 	2.2503 kV/m: 	 no AP.
Increasing amplitude: 	2.4540 kV/m: 	 no AP.
Increasing amplitude: 	2.6761 kV/m: 	 no AP.
Increasing amplitude: 	2.9183 kV/m: 	 no AP.
Increasing amplitude: 	3.1824 kV/m: 	 no AP.
Increasing amplitude: 	3.4704 kV/m: 	 no AP.
Increasing amplitude: 	3.7845 kV/m: 	 no AP.
Increasing amplitude: 	4.1270 kV/m: 	 no AP.
Increasing amplitude: 	4.5006 kV/m: 	 no AP.
Increasing amplitude: 	4.9079 kV/m: 	 no AP.
Increasing amplitude: 	5.3521 kV/m: 	 no AP.
Increasing amplitude: 	5.8365 kV/m: 	 no AP.
Increasing amplitude: 	6.3648 kV/m: 	 no AP.
Increasing amplitude: 	6.9408 kV/m: 	 no AP.
Increasing amplitude: 	7.5690 kV/m: 	 no AP.
Increasing amplitude: 	8.2541 kV/m: 	 no AP.
Increasing amplitude: 	9.0011 kV/m: 	 no AP.
Increasing amplitude: 	9.8158 kV/m: 	 no AP.
Increasing amplitude: 	10.7042 kV/m: 	 no AP.
Increasing amplitude: 	11.6730 kV/m: 	 no AP.
Increasing amplitude: 	12.7295 kV/m: 	 no AP.
Increasing amplitude: 	13.8817 kV/m: 	 no AP.
Increasing amplitude: 	15.1381 kV/m: 	 no AP.
Increasing amplitude: 	16.5082 kV/m: 	 no AP.
Increasing amplitude: 	18.0023 kV/m: 	 no AP.
Increasing amplitude: 	19.6316 kV/m: 	 no AP.
Increasing amplitude: 	21.4085 kV/m: 	 no AP.
Increasing amplitude: 	23.3461 kV/m: 	 no AP.
Increasing amplitude: 	25.4591 kV/m: 	 no AP.
Increasing amplitude: 	27.7633 kV/m: 	 no AP.
Increasing amplitude: 	30.2761 kV/m: 	 no AP.
Increasing amplitude: 	33.0164 kV/m: 	 no AP.
Increasing amplitude: 	36.0046 kV/m: 	 no AP.
Increasing amplitude: 	39.2633 kV/m: 	 no AP.
Increasing amplitude: 	42.8169 kV/m: 	 no AP.
Increasing amplitude: 	46.6922 kV/m: 	 no AP.
Increasing amplitude: 	50.9182 kV/m: 	 no AP.
Increasing amplitude: 	55.5267 kV/m: 	 no AP.
Increasing amplitude: 	60.5523 kV/m: 	 no AP.
Increasing amplitude: 	66.0327 kV/m: 	 no AP.
Increasing amplitude: 	72.0092 kV/m: 	 no AP.
Increasing amplitude: 	78.5266 kV/m: 	 no AP.
Increasing amplitude: 	85.6338 kV/m: 	 no AP.
Increasing amplitude: 	93.3844 kV/m: 	 no AP.
Increasing amplitude: 	0.1018 MV/m: 	 no AP.
Increasing amplitude: 	0.1111 MV/m: 	 no AP.
Increasing amplitude: 	0.1211 MV/m: 	 no AP.
Increasing amplitude: 	0.1321 MV/m: 	 no AP.
Increasing amplitude: 	0.1440 MV/m: 	 no AP.
Increasing amplitude: 	0.1571 MV/m: 	 no AP.
Increasing amplitude: 	0.1713 MV/m: 	 no AP.
Increasing amplitude: 	0.1868 MV/m: 	 no AP.
Increasing amplitude: 	0.2037 MV/m: 	 no AP.
Increasing amplitude: 	0.2221 MV/m: 	 no AP.
Increasing amplitude: 	0.2422 MV/m: 	 no AP.
Increasing amplitude: 	0.2641 MV/m: 	 no AP.
Increasing amplitude: 	0.2880 MV/m: 	 no AP.
Increasing amplitude: 	0.3141 MV/m: 	 no AP.
Increasing amplitude: 	0.3425 MV/m: 	 no AP.
Increasing amplitude: 	0.3735 MV/m: 	 no AP.
Increasing amplitude: 	0.4073 MV/m: 	 no AP.
