Model type: 	Bend axon, antidromic
Parameter ID:	517
Pulse duration in ms:	3.1000
Field orientation in degrees:	109.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	60.8957  V/m: 	 no AP.
Increasing amplitude: 	66.4072  V/m: 	 no AP.
Increasing amplitude: 	72.4176  V/m: 	 no AP.
Increasing amplitude: 	78.9719  V/m: 	 no AP.
Increasing amplitude: 	86.1195  V/m: 	 no AP.
Increasing amplitude: 	93.9139  V/m: 	 no AP.
Increasing amplitude: 	0.1024 kV/m: 	 no AP.
Increasing amplitude: 	0.1117 kV/m: 	 no AP.
Increasing amplitude: 	0.1218 kV/m: 	 no AP.
Increasing amplitude: 	0.1328 kV/m: 	 no AP.
Increasing amplitude: 	0.1448 kV/m: 	 no AP.
Increasing amplitude: 	0.1579 kV/m: 	 no AP.
Increasing amplitude: 	0.1722 kV/m: 	 no AP.
Increasing amplitude: 	0.1878 kV/m: 	 no AP.
Increasing amplitude: 	0.2048 kV/m: 	 no AP.
Increasing amplitude: 	0.2234 kV/m: 	 no AP.
Increasing amplitude: 	0.2436 kV/m: 	 no AP.
Increasing amplitude: 	0.2656 kV/m: 	 no AP.
Increasing amplitude: 	0.2897 kV/m: 	 no AP.
Increasing amplitude: 	0.3159 kV/m: 	 no AP.
Increasing amplitude: 	0.3445 kV/m: 	 no AP.
Increasing amplitude: 	0.3757 kV/m: 	 no AP.
Increasing amplitude: 	0.4097 kV/m: 	 no AP.
Increasing amplitude: 	0.4467 kV/m: 	 no AP.
Increasing amplitude: 	0.4872 kV/m: 	 no AP.
Increasing amplitude: 	0.5313 kV/m: 	 no AP.
Increasing amplitude: 	0.5793 kV/m: 	 no AP.
Increasing amplitude: 	0.6318 kV/m: 	 no AP.
Increasing amplitude: 	0.6890 kV/m: 	 no AP.
Increasing amplitude: 	0.7513 kV/m: 	 no AP.
Increasing amplitude: 	0.8193 kV/m: 	 no AP.
Increasing amplitude: 	0.8935 kV/m: 	 no AP.
Increasing amplitude: 	0.9743 kV/m: 	 no AP.
Increasing amplitude: 	1.0625 kV/m: 	 no AP.
Increasing amplitude: 	1.1587 kV/m: 	 no AP.
Increasing amplitude: 	1.2636 kV/m: 	 no AP.
Increasing amplitude: 	1.3779 kV/m: 	 no AP.
Increasing amplitude: 	1.5026 kV/m: 	 no AP.
Increasing amplitude: 	1.6386 kV/m: 	 no AP.
Increasing amplitude: 	1.7869 kV/m: 	 no AP.
Increasing amplitude: 	1.9487 kV/m: 	 no AP.
Increasing amplitude: 	2.1250 kV/m: 	 no AP.
