Model type: 	Bend axon, antidromic
Parameter ID:	425
Pulse duration in ms:	0.6800
Field orientation in degrees:	113.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	76.8104  V/m: 	 no AP.
Increasing amplitude: 	83.7623  V/m: 	 no AP.
Increasing amplitude: 	91.3435  V/m: 	 no AP.
Increasing amplitude: 	99.6108  V/m: 	 no AP.
Increasing amplitude: 	0.1086 kV/m: 	 no AP.
Increasing amplitude: 	0.1185 kV/m: 	 no AP.
Increasing amplitude: 	0.1292 kV/m: 	 no AP.
Increasing amplitude: 	0.1409 kV/m: 	 no AP.
Increasing amplitude: 	0.1536 kV/m: 	 no AP.
Increasing amplitude: 	0.1675 kV/m: 	 no AP.
Increasing amplitude: 	0.1827 kV/m: 	 no AP.
Increasing amplitude: 	0.1992 kV/m: 	 no AP.
Increasing amplitude: 	0.2173 kV/m: 	 no AP.
Increasing amplitude: 	0.2369 kV/m: 	 no AP.
Increasing amplitude: 	0.2584 kV/m: 	 no AP.
Increasing amplitude: 	0.2817 kV/m: 	 no AP.
Increasing amplitude: 	0.3072 kV/m: 	 no AP.
Increasing amplitude: 	0.3350 kV/m: 	 no AP.
Increasing amplitude: 	0.3654 kV/m: 	 no AP.
Increasing amplitude: 	0.3984 kV/m: 	 no AP.
Increasing amplitude: 	0.4345 kV/m: 	 no AP.
Increasing amplitude: 	0.4738 kV/m: 	 no AP.
Increasing amplitude: 	0.5167 kV/m: 	 no AP.
Increasing amplitude: 	0.5635 kV/m: 	 no AP.
Increasing amplitude: 	0.6145 kV/m: 	 no AP.
Increasing amplitude: 	0.6701 kV/m: 	 no AP.
Increasing amplitude: 	0.7307 kV/m: 	 no AP.
Increasing amplitude: 	0.7969 kV/m: 	 no AP.
Increasing amplitude: 	0.8690 kV/m: 	 no AP.
Increasing amplitude: 	0.9477 kV/m: 	 no AP.
Increasing amplitude: 	1.0334 kV/m: 	 no AP.
Increasing amplitude: 	1.1270 kV/m: 	 no AP.
Increasing amplitude: 	1.2290 kV/m: 	 no AP.
Increasing amplitude: 	1.3402 kV/m: 	 no AP.
Increasing amplitude: 	1.4615 kV/m: 	 no AP.
