Model type: 	Bend axon, antidromic
Parameter ID:	290
Pulse duration in ms:	0.1000
Field orientation in degrees:	15.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	23.9580  V/m: 	 no AP.
Increasing amplitude: 	26.1264  V/m: 	 no AP.
Increasing amplitude: 	28.4911  V/m: 	 no AP.
Increasing amplitude: 	31.0697  V/m: 	 no AP.
Increasing amplitude: 	33.8818  V/m: 	 no AP.
Increasing amplitude: 	36.9483  V/m: 	 no AP.
Increasing amplitude: 	40.2924  V/m: 	 no AP.
Increasing amplitude: 	43.9392  V/m: 	 no AP.
Increasing amplitude: 	47.9160  V/m: 	 no AP.
Increasing amplitude: 	52.2528  V/m: 	 no AP.
Increasing amplitude: 	56.9821  V/m: 	 no AP.
Increasing amplitude: 	62.1394  V/m: 	 no AP.
Increasing amplitude: 	67.7635  V/m: 	 no AP.
Increasing amplitude: 	73.8966  V/m: 	 no AP.
Increasing amplitude: 	80.5849  V/m: 	 no AP.
Increasing amplitude: 	87.8784  V/m: 	 no AP.
Increasing amplitude: 	95.8321  V/m: 	 no AP.
Increasing amplitude: 	0.1045 kV/m: 	 no AP.
Increasing amplitude: 	0.1140 kV/m: 	 no AP.
Increasing amplitude: 	0.1243 kV/m: 	 no AP.
Increasing amplitude: 	0.1355 kV/m: 	 no AP.
Increasing amplitude: 	0.1478 kV/m: 	 no AP.
Increasing amplitude: 	0.1612 kV/m: 	 no AP.
Increasing amplitude: 	0.1758 kV/m: 	 no AP.
Increasing amplitude: 	0.1917 kV/m: 	 no AP.
Increasing amplitude: 	0.2090 kV/m: 	 no AP.
Increasing amplitude: 	0.2279 kV/m: 	 AP.
Lower bound: 0.2090 kV/m.   Upper bound: 0.2279 kV/m.   Search amplitude: 0.2183 kV/m: AP.
Lower bound: 0.2090 kV/m.   Upper bound: 0.2183 kV/m.   Search amplitude: 0.2136 kV/m: AP.
Lower bound: 0.2090 kV/m.   Upper bound: 0.2136 kV/m.   Search amplitude: 0.2113 kV/m: no AP.
Lower bound: 0.2113 kV/m.   Upper bound: 0.2136 kV/m.   Search amplitude: 0.2124 kV/m: no AP.
Lower bound: 0.2124 kV/m.   Upper bound: 0.2136 kV/m.   Search amplitude: 0.2130 kV/m: no AP.
Binary search ended. Threshold: 0.2130 kV/m.
 
Run time for search: 3.32 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	23.2003  V/m: 	 no AP.
Increasing amplitude: 	23.7083  V/m: 	 no AP.
Increasing amplitude: 	24.2275  V/m: 	 no AP.
Increasing amplitude: 	24.7580  V/m: 	 no AP.
Increasing amplitude: 	25.3001  V/m: 	 no AP.
Increasing amplitude: 	25.8541  V/m: 	 no AP.
Increasing amplitude: 	26.4202  V/m: 	 no AP.
Increasing amplitude: 	26.9988  V/m: 	 no AP.
Increasing amplitude: 	27.5900  V/m: 	 no AP.
Increasing amplitude: 	28.1941  V/m: 	 no AP.
Increasing amplitude: 	28.8115  V/m: 	 no AP.
Increasing amplitude: 	29.4424  V/m: 	 no AP.
Increasing amplitude: 	30.0871  V/m: 	 no AP.
Increasing amplitude: 	30.7459  V/m: 	 no AP.
Increasing amplitude: 	31.4191  V/m: 	 no AP.
Increasing amplitude: 	32.1071  V/m: 	 no AP.
Increasing amplitude: 	32.8102  V/m: 	 no AP.
Increasing amplitude: 	33.5286  V/m: 	 no AP.
Increasing amplitude: 	34.2628  V/m: 	 no AP.
Increasing amplitude: 	35.0131  V/m: 	 no AP.
Increasing amplitude: 	35.7798  V/m: 	 no AP.
Increasing amplitude: 	36.5632  V/m: 	 no AP.
Increasing amplitude: 	37.3639  V/m: 	 no AP.
Increasing amplitude: 	38.1820  V/m: 	 no AP.
Increasing amplitude: 	39.0181  V/m: 	 no AP.
Increasing amplitude: 	39.8725  V/m: 	 no AP.
Increasing amplitude: 	40.7456  V/m: 	 no AP.
Increasing amplitude: 	41.6378  V/m: 	 no AP.
Increasing amplitude: 	42.5495  V/m: 	 no AP.
Increasing amplitude: 	43.4813  V/m: 	 no AP.
Increasing amplitude: 	44.4334  V/m: 	 no AP.
Increasing amplitude: 	45.4063  V/m: 	 no AP.
Increasing amplitude: 	46.4006  V/m: 	 no AP.
Increasing amplitude: 	47.4166  V/m: 	 no AP.
Increasing amplitude: 	48.4549  V/m: 	 no AP.
Increasing amplitude: 	49.5160  V/m: 	 no AP.
Increasing amplitude: 	50.6002  V/m: 	 no AP.
Increasing amplitude: 	51.7082  V/m: 	 no AP.
Increasing amplitude: 	52.8405  V/m: 	 no AP.
Increasing amplitude: 	53.9975  V/m: 	 no AP.
Increasing amplitude: 	55.1799  V/m: 	 no AP.
Increasing amplitude: 	56.3882  V/m: 	 no AP.
Increasing amplitude: 	57.6230  V/m: 	 no AP.
Increasing amplitude: 	58.8847  V/m: 	 no AP.
Increasing amplitude: 	60.1741  V/m: 	 no AP.
Increasing amplitude: 	61.4918  V/m: 	 no AP.
Increasing amplitude: 	62.8383  V/m: 	 no AP.
Increasing amplitude: 	64.2143  V/m: 	 no AP.
Increasing amplitude: 	65.6204  V/m: 	 no AP.
Increasing amplitude: 	67.0573  V/m: 	 no AP.
Increasing amplitude: 	68.5256  V/m: 	 no AP.
Increasing amplitude: 	70.0261  V/m: 	 no AP.
Increasing amplitude: 	71.5595  V/m: 	 no AP.
Increasing amplitude: 	73.1265  V/m: 	 no AP.
Increasing amplitude: 	74.7277  V/m: 	 no AP.
Increasing amplitude: 	76.3641  V/m: 	 no AP.
Increasing amplitude: 	78.0362  V/m: 	 no AP.
Increasing amplitude: 	79.7450  V/m: 	 no AP.
Increasing amplitude: 	81.4912  V/m: 	 no AP.
Increasing amplitude: 	83.2756  V/m: 	 no AP.
Increasing amplitude: 	85.0991  V/m: 	 no AP.
Increasing amplitude: 	86.9625  V/m: 	 no AP.
Increasing amplitude: 	88.8667  V/m: 	 no AP.
Increasing amplitude: 	90.8127  V/m: 	 no AP.
Increasing amplitude: 	92.8012  V/m: 	 no AP.
Increasing amplitude: 	94.8333  V/m: 	 no AP.
Increasing amplitude: 	96.9099  V/m: 	 no AP.
Increasing amplitude: 	99.0319  V/m: 	 no AP.
Increasing amplitude: 	0.1012 kV/m: 	 no AP.
Increasing amplitude: 	0.1034 kV/m: 	 no AP.
Increasing amplitude: 	0.1057 kV/m: 	 no AP.
Increasing amplitude: 	0.1080 kV/m: 	 no AP.
Increasing amplitude: 	0.1104 kV/m: 	 no AP.
Increasing amplitude: 	0.1128 kV/m: 	 no AP.
Increasing amplitude: 	0.1152 kV/m: 	 no AP.
Increasing amplitude: 	0.1178 kV/m: 	 no AP.
Increasing amplitude: 	0.1203 kV/m: 	 no AP.
Increasing amplitude: 	0.1230 kV/m: 	 no AP.
Increasing amplitude: 	0.1257 kV/m: 	 no AP.
Increasing amplitude: 	0.1284 kV/m: 	 no AP.
Increasing amplitude: 	0.1312 kV/m: 	 no AP.
Increasing amplitude: 	0.1341 kV/m: 	 no AP.
Increasing amplitude: 	0.1371 kV/m: 	 no AP.
Increasing amplitude: 	0.1401 kV/m: 	 no AP.
Increasing amplitude: 	0.1431 kV/m: 	 no AP.
Increasing amplitude: 	0.1463 kV/m: 	 no AP.
Increasing amplitude: 	0.1495 kV/m: 	 no AP.
Increasing amplitude: 	0.1527 kV/m: 	 no AP.
Increasing amplitude: 	0.1561 kV/m: 	 no AP.
Increasing amplitude: 	0.1595 kV/m: 	 no AP.
Increasing amplitude: 	0.1630 kV/m: 	 no AP.
Increasing amplitude: 	0.1666 kV/m: 	 no AP.
Increasing amplitude: 	0.1702 kV/m: 	 no AP.
Increasing amplitude: 	0.1739 kV/m: 	 no AP.
Increasing amplitude: 	0.1777 kV/m: 	 no AP.
Increasing amplitude: 	0.1816 kV/m: 	 no AP.
Increasing amplitude: 	0.1856 kV/m: 	 no AP.
Increasing amplitude: 	0.1897 kV/m: 	 no AP.
Increasing amplitude: 	0.1938 kV/m: 	 no AP.
