Model type: 	Bend axon, antidromic
Parameter ID:	499
Pulse duration in ms:	2.1000
Field orientation in degrees:	115.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	61.3276  V/m: 	 no AP.
Increasing amplitude: 	66.8782  V/m: 	 no AP.
Increasing amplitude: 	72.9312  V/m: 	 no AP.
Increasing amplitude: 	79.5320  V/m: 	 no AP.
Increasing amplitude: 	86.7303  V/m: 	 no AP.
Increasing amplitude: 	94.5801  V/m: 	 no AP.
Increasing amplitude: 	0.1031 kV/m: 	 no AP.
Increasing amplitude: 	0.1125 kV/m: 	 no AP.
Increasing amplitude: 	0.1227 kV/m: 	 no AP.
Increasing amplitude: 	0.1338 kV/m: 	 no AP.
Increasing amplitude: 	0.1459 kV/m: 	 no AP.
Increasing amplitude: 	0.1591 kV/m: 	 no AP.
Increasing amplitude: 	0.1735 kV/m: 	 no AP.
Increasing amplitude: 	0.1892 kV/m: 	 no AP.
Increasing amplitude: 	0.2063 kV/m: 	 no AP.
Increasing amplitude: 	0.2250 kV/m: 	 no AP.
Increasing amplitude: 	0.2453 kV/m: 	 no AP.
Increasing amplitude: 	0.2675 kV/m: 	 no AP.
Increasing amplitude: 	0.2917 kV/m: 	 no AP.
Increasing amplitude: 	0.3181 kV/m: 	 no AP.
Increasing amplitude: 	0.3469 kV/m: 	 no AP.
Increasing amplitude: 	0.3783 kV/m: 	 no AP.
Increasing amplitude: 	0.4126 kV/m: 	 no AP.
Increasing amplitude: 	0.4499 kV/m: 	 no AP.
Increasing amplitude: 	0.4906 kV/m: 	 no AP.
Increasing amplitude: 	0.5350 kV/m: 	 no AP.
Increasing amplitude: 	0.5834 kV/m: 	 no AP.
Increasing amplitude: 	0.6363 kV/m: 	 no AP.
Increasing amplitude: 	0.6938 kV/m: 	 no AP.
Increasing amplitude: 	0.7566 kV/m: 	 no AP.
Increasing amplitude: 	0.8251 kV/m: 	 no AP.
Increasing amplitude: 	0.8998 kV/m: 	 no AP.
Increasing amplitude: 	0.9812 kV/m: 	 no AP.
Increasing amplitude: 	1.0701 kV/m: 	 no AP.
Increasing amplitude: 	1.1669 kV/m: 	 no AP.
Increasing amplitude: 	1.2725 kV/m: 	 no AP.
Increasing amplitude: 	1.3877 kV/m: 	 no AP.
Increasing amplitude: 	1.5133 kV/m: 	 no AP.
Increasing amplitude: 	1.6502 kV/m: 	 no AP.
