Model type: 	Bend axon, antidromic
Parameter ID:	341
Pulse duration in ms:	0.2100
Field orientation in degrees:	60.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	24.8375  V/m: 	 no AP.
Increasing amplitude: 	27.0855  V/m: 	 no AP.
Increasing amplitude: 	29.5369  V/m: 	 no AP.
Increasing amplitude: 	32.2103  V/m: 	 no AP.
Increasing amplitude: 	35.1255  V/m: 	 no AP.
Increasing amplitude: 	38.3047  V/m: 	 no AP.
Increasing amplitude: 	41.7716  V/m: 	 no AP.
Increasing amplitude: 	45.5522  V/m: 	 no AP.
Increasing amplitude: 	49.6750  V/m: 	 no AP.
Increasing amplitude: 	54.1710  V/m: 	 no AP.
Increasing amplitude: 	59.0739  V/m: 	 no AP.
Increasing amplitude: 	64.4205  V/m: 	 no AP.
Increasing amplitude: 	70.2511  V/m: 	 no AP.
Increasing amplitude: 	76.6094  V/m: 	 no AP.
Increasing amplitude: 	83.5431  V/m: 	 no AP.
Increasing amplitude: 	91.1044  V/m: 	 no AP.
Increasing amplitude: 	99.3501  V/m: 	 no AP.
Increasing amplitude: 	0.1083 kV/m: 	 no AP.
Increasing amplitude: 	0.1181 kV/m: 	 no AP.
Increasing amplitude: 	0.1288 kV/m: 	 no AP.
Increasing amplitude: 	0.1405 kV/m: 	 no AP.
Increasing amplitude: 	0.1532 kV/m: 	 no AP.
Increasing amplitude: 	0.1671 kV/m: 	 no AP.
Increasing amplitude: 	0.1822 kV/m: 	 no AP.
Increasing amplitude: 	0.1987 kV/m: 	 AP.
Lower bound: 0.1822 kV/m.   Upper bound: 0.1987 kV/m.   Search amplitude: 0.1903 kV/m: AP.
Lower bound: 0.1822 kV/m.   Upper bound: 0.1903 kV/m.   Search amplitude: 0.1862 kV/m: no AP.
Lower bound: 0.1862 kV/m.   Upper bound: 0.1903 kV/m.   Search amplitude: 0.1882 kV/m: AP.
Lower bound: 0.1862 kV/m.   Upper bound: 0.1882 kV/m.   Search amplitude: 0.1872 kV/m: AP.
Lower bound: 0.1862 kV/m.   Upper bound: 0.1872 kV/m.   Search amplitude: 0.1867 kV/m: no AP.
Binary search ended. Threshold: 0.1867 kV/m.
 
Run time for search: 2.06 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	20.3350  V/m: 	 no AP.
Increasing amplitude: 	20.7803  V/m: 	 no AP.
Increasing amplitude: 	21.2354  V/m: 	 no AP.
Increasing amplitude: 	21.7003  V/m: 	 no AP.
Increasing amplitude: 	22.1755  V/m: 	 no AP.
Increasing amplitude: 	22.6611  V/m: 	 no AP.
Increasing amplitude: 	23.1573  V/m: 	 no AP.
Increasing amplitude: 	23.6644  V/m: 	 no AP.
Increasing amplitude: 	24.1826  V/m: 	 no AP.
Increasing amplitude: 	24.7121  V/m: 	 no AP.
Increasing amplitude: 	25.2532  V/m: 	 no AP.
Increasing amplitude: 	25.8062  V/m: 	 no AP.
Increasing amplitude: 	26.3713  V/m: 	 no AP.
Increasing amplitude: 	26.9487  V/m: 	 no AP.
Increasing amplitude: 	27.5388  V/m: 	 no AP.
Increasing amplitude: 	28.1419  V/m: 	 no AP.
Increasing amplitude: 	28.7581  V/m: 	 no AP.
Increasing amplitude: 	29.3878  V/m: 	 no AP.
Increasing amplitude: 	30.0313  V/m: 	 no AP.
Increasing amplitude: 	30.6889  V/m: 	 no AP.
Increasing amplitude: 	31.3609  V/m: 	 no AP.
Increasing amplitude: 	32.0476  V/m: 	 no AP.
Increasing amplitude: 	32.7494  V/m: 	 no AP.
Increasing amplitude: 	33.4665  V/m: 	 no AP.
Increasing amplitude: 	34.1993  V/m: 	 no AP.
Increasing amplitude: 	34.9482  V/m: 	 no AP.
Increasing amplitude: 	35.7135  V/m: 	 no AP.
Increasing amplitude: 	36.4955  V/m: 	 no AP.
Increasing amplitude: 	37.2946  V/m: 	 no AP.
Increasing amplitude: 	38.1113  V/m: 	 no AP.
Increasing amplitude: 	38.9458  V/m: 	 no AP.
Increasing amplitude: 	39.7986  V/m: 	 no AP.
Increasing amplitude: 	40.6701  V/m: 	 no AP.
Increasing amplitude: 	41.5606  V/m: 	 no AP.
Increasing amplitude: 	42.4707  V/m: 	 no AP.
Increasing amplitude: 	43.4007  V/m: 	 no AP.
Increasing amplitude: 	44.3510  V/m: 	 no AP.
Increasing amplitude: 	45.3222  V/m: 	 no AP.
Increasing amplitude: 	46.3146  V/m: 	 no AP.
Increasing amplitude: 	47.3288  V/m: 	 no AP.
Increasing amplitude: 	48.3652  V/m: 	 no AP.
Increasing amplitude: 	49.4242  V/m: 	 no AP.
Increasing amplitude: 	50.5065  V/m: 	 no AP.
Increasing amplitude: 	51.6124  V/m: 	 no AP.
Increasing amplitude: 	52.7426  V/m: 	 no AP.
Increasing amplitude: 	53.8975  V/m: 	 no AP.
Increasing amplitude: 	55.0777  V/m: 	 no AP.
Increasing amplitude: 	56.2837  V/m: 	 no AP.
Increasing amplitude: 	57.5162  V/m: 	 no AP.
Increasing amplitude: 	58.7756  V/m: 	 no AP.
Increasing amplitude: 	60.0626  V/m: 	 no AP.
Increasing amplitude: 	61.3778  V/m: 	 no AP.
Increasing amplitude: 	62.7218  V/m: 	 no AP.
Increasing amplitude: 	64.0953  V/m: 	 no AP.
Increasing amplitude: 	65.4988  V/m: 	 no AP.
Increasing amplitude: 	66.9330  V/m: 	 no AP.
Increasing amplitude: 	68.3987  V/m: 	 no AP.
Increasing amplitude: 	69.8964  V/m: 	 no AP.
Increasing amplitude: 	71.4269  V/m: 	 no AP.
Increasing amplitude: 	72.9910  V/m: 	 no AP.
Increasing amplitude: 	74.5893  V/m: 	 no AP.
Increasing amplitude: 	76.2226  V/m: 	 no AP.
Increasing amplitude: 	77.8916  V/m: 	 no AP.
Increasing amplitude: 	79.5972  V/m: 	 no AP.
Increasing amplitude: 	81.3402  V/m: 	 no AP.
Increasing amplitude: 	83.1213  V/m: 	 no AP.
Increasing amplitude: 	84.9414  V/m: 	 no AP.
Increasing amplitude: 	86.8014  V/m: 	 no AP.
Increasing amplitude: 	88.7021  V/m: 	 no AP.
Increasing amplitude: 	90.6444  V/m: 	 no AP.
Increasing amplitude: 	92.6293  V/m: 	 no AP.
Increasing amplitude: 	94.6576  V/m: 	 no AP.
Increasing amplitude: 	96.7303  V/m: 	 no AP.
