Model type: 	Bend axon, antidromic
Parameter ID:	244
Pulse duration in ms:	0.0450
Field orientation in degrees:	45.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	68.3711  V/m: 	 no AP.
Increasing amplitude: 	74.5593  V/m: 	 no AP.
Increasing amplitude: 	81.3074  V/m: 	 no AP.
Increasing amplitude: 	88.6664  V/m: 	 no AP.
Increasing amplitude: 	96.6914  V/m: 	 no AP.
Increasing amplitude: 	0.1054 kV/m: 	 no AP.
Increasing amplitude: 	0.1150 kV/m: 	 no AP.
Increasing amplitude: 	0.1254 kV/m: 	 no AP.
Increasing amplitude: 	0.1367 kV/m: 	 no AP.
Increasing amplitude: 	0.1491 kV/m: 	 no AP.
Increasing amplitude: 	0.1626 kV/m: 	 no AP.
Increasing amplitude: 	0.1773 kV/m: 	 no AP.
Increasing amplitude: 	0.1934 kV/m: 	 no AP.
Increasing amplitude: 	0.2109 kV/m: 	 no AP.
Increasing amplitude: 	0.2300 kV/m: 	 no AP.
Increasing amplitude: 	0.2508 kV/m: 	 no AP.
Increasing amplitude: 	0.2735 kV/m: 	 no AP.
Increasing amplitude: 	0.2982 kV/m: 	 no AP.
Increasing amplitude: 	0.3252 kV/m: 	 no AP.
Increasing amplitude: 	0.3547 kV/m: 	 no AP.
Increasing amplitude: 	0.3868 kV/m: 	 no AP.
Increasing amplitude: 	0.4218 kV/m: 	 no AP.
Increasing amplitude: 	0.4599 kV/m: 	 no AP.
Increasing amplitude: 	0.5016 kV/m: 	 no AP.
Increasing amplitude: 	0.5470 kV/m: 	 no AP.
Increasing amplitude: 	0.5965 kV/m: 	 no AP.
Increasing amplitude: 	0.6505 kV/m: 	 AP.
Lower bound: 0.5965 kV/m.   Upper bound: 0.6505 kV/m.   Search amplitude: 0.6229 kV/m: AP.
Lower bound: 0.5965 kV/m.   Upper bound: 0.6229 kV/m.   Search amplitude: 0.6095 kV/m: AP.
Lower bound: 0.5965 kV/m.   Upper bound: 0.6095 kV/m.   Search amplitude: 0.6030 kV/m: no AP.
Lower bound: 0.6030 kV/m.   Upper bound: 0.6095 kV/m.   Search amplitude: 0.6062 kV/m: no AP.
Lower bound: 0.6062 kV/m.   Upper bound: 0.6095 kV/m.   Search amplitude: 0.6079 kV/m: AP.
Binary search ended. Threshold: 0.6079 kV/m.
 
Run time for search: 3.22 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	66.0297  V/m: 	 no AP.
Increasing amplitude: 	67.4756  V/m: 	 no AP.
Increasing amplitude: 	68.9531  V/m: 	 no AP.
Increasing amplitude: 	70.4630  V/m: 	 no AP.
Increasing amplitude: 	72.0059  V/m: 	 no AP.
Increasing amplitude: 	73.5827  V/m: 	 no AP.
Increasing amplitude: 	75.1939  V/m: 	 no AP.
Increasing amplitude: 	76.8404  V/m: 	 no AP.
Increasing amplitude: 	78.5230  V/m: 	 no AP.
Increasing amplitude: 	80.2425  V/m: 	 no AP.
Increasing amplitude: 	81.9995  V/m: 	 no AP.
Increasing amplitude: 	83.7951  V/m: 	 no AP.
Increasing amplitude: 	85.6300  V/m: 	 no AP.
Increasing amplitude: 	87.5050  V/m: 	 no AP.
Increasing amplitude: 	89.4211  V/m: 	 no AP.
Increasing amplitude: 	91.3792  V/m: 	 no AP.
Increasing amplitude: 	93.3802  V/m: 	 no AP.
Increasing amplitude: 	95.4249  V/m: 	 no AP.
Increasing amplitude: 	97.5144  V/m: 	 no AP.
Increasing amplitude: 	99.6497  V/m: 	 no AP.
Increasing amplitude: 	0.1018 kV/m: 	 no AP.
Increasing amplitude: 	0.1041 kV/m: 	 no AP.
Increasing amplitude: 	0.1063 kV/m: 	 no AP.
Increasing amplitude: 	0.1087 kV/m: 	 no AP.
Increasing amplitude: 	0.1110 kV/m: 	 no AP.
Increasing amplitude: 	0.1135 kV/m: 	 no AP.
Increasing amplitude: 	0.1160 kV/m: 	 no AP.
Increasing amplitude: 	0.1185 kV/m: 	 no AP.
Increasing amplitude: 	0.1211 kV/m: 	 no AP.
Increasing amplitude: 	0.1238 kV/m: 	 no AP.
Increasing amplitude: 	0.1265 kV/m: 	 no AP.
Increasing amplitude: 	0.1292 kV/m: 	 no AP.
Increasing amplitude: 	0.1321 kV/m: 	 no AP.
Increasing amplitude: 	0.1350 kV/m: 	 no AP.
Increasing amplitude: 	0.1379 kV/m: 	 no AP.
Increasing amplitude: 	0.1409 kV/m: 	 no AP.
Increasing amplitude: 	0.1440 kV/m: 	 no AP.
Increasing amplitude: 	0.1472 kV/m: 	 no AP.
Increasing amplitude: 	0.1504 kV/m: 	 no AP.
Increasing amplitude: 	0.1537 kV/m: 	 no AP.
Increasing amplitude: 	0.1570 kV/m: 	 no AP.
Increasing amplitude: 	0.1605 kV/m: 	 no AP.
Increasing amplitude: 	0.1640 kV/m: 	 no AP.
Increasing amplitude: 	0.1676 kV/m: 	 no AP.
Increasing amplitude: 	0.1713 kV/m: 	 no AP.
Increasing amplitude: 	0.1750 kV/m: 	 no AP.
Increasing amplitude: 	0.1788 kV/m: 	 no AP.
Increasing amplitude: 	0.1828 kV/m: 	 no AP.
Increasing amplitude: 	0.1868 kV/m: 	 no AP.
Increasing amplitude: 	0.1908 kV/m: 	 no AP.
Increasing amplitude: 	0.1950 kV/m: 	 no AP.
Increasing amplitude: 	0.1993 kV/m: 	 no AP.
Increasing amplitude: 	0.2037 kV/m: 	 no AP.
Increasing amplitude: 	0.2081 kV/m: 	 no AP.
Increasing amplitude: 	0.2127 kV/m: 	 no AP.
Increasing amplitude: 	0.2173 kV/m: 	 no AP.
Increasing amplitude: 	0.2221 kV/m: 	 no AP.
Increasing amplitude: 	0.2270 kV/m: 	 no AP.
Increasing amplitude: 	0.2319 kV/m: 	 no AP.
Increasing amplitude: 	0.2370 kV/m: 	 no AP.
Increasing amplitude: 	0.2422 kV/m: 	 no AP.
Increasing amplitude: 	0.2475 kV/m: 	 no AP.
Increasing amplitude: 	0.2529 kV/m: 	 no AP.
Increasing amplitude: 	0.2585 kV/m: 	 no AP.
Increasing amplitude: 	0.2641 kV/m: 	 no AP.
Increasing amplitude: 	0.2699 kV/m: 	 no AP.
Increasing amplitude: 	0.2758 kV/m: 	 no AP.
