Model type: 	Bend axon, antidromic
Parameter ID:	410
Pulse duration in ms:	0.6800
Field orientation in degrees:	15.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	6.2391  V/m: 	 no AP.
Increasing amplitude: 	6.8037  V/m: 	 no AP.
Increasing amplitude: 	7.4195  V/m: 	 no AP.
Increasing amplitude: 	8.0911  V/m: 	 no AP.
Increasing amplitude: 	8.8234  V/m: 	 no AP.
Increasing amplitude: 	9.6220  V/m: 	 no AP.
Increasing amplitude: 	10.4928  V/m: 	 no AP.
Increasing amplitude: 	11.4425  V/m: 	 no AP.
Increasing amplitude: 	12.4781  V/m: 	 no AP.
Increasing amplitude: 	13.6075  V/m: 	 no AP.
Increasing amplitude: 	14.8391  V/m: 	 no AP.
Increasing amplitude: 	16.1821  V/m: 	 no AP.
Increasing amplitude: 	17.6467  V/m: 	 no AP.
Increasing amplitude: 	19.2439  V/m: 	 no AP.
Increasing amplitude: 	20.9856  V/m: 	 no AP.
Increasing amplitude: 	22.8850  V/m: 	 no AP.
Increasing amplitude: 	24.9563  V/m: 	 no AP.
Increasing amplitude: 	27.2150  V/m: 	 no AP.
Increasing amplitude: 	29.6782  V/m: 	 no AP.
Increasing amplitude: 	32.3643  V/m: 	 no AP.
Increasing amplitude: 	35.2935  V/m: 	 no AP.
Increasing amplitude: 	38.4878  V/m: 	 no AP.
Increasing amplitude: 	41.9713  V/m: 	 no AP.
Increasing amplitude: 	45.7700  V/m: 	 AP.
Lower bound: 41.9713  V/m.   Upper bound: 45.7700  V/m.   Search amplitude: 43.8295  V/m: AP.
Lower bound: 41.9713  V/m.   Upper bound: 43.8295  V/m.   Search amplitude: 42.8903  V/m: AP.
Lower bound: 41.9713  V/m.   Upper bound: 42.8903  V/m.   Search amplitude: 42.4283  V/m: no AP.
Lower bound: 42.4283  V/m.   Upper bound: 42.8903  V/m.   Search amplitude: 42.6587  V/m: no AP.
Lower bound: 42.6587  V/m.   Upper bound: 42.8903  V/m.   Search amplitude: 42.7743  V/m: no AP.
Binary search ended. Threshold: 42.7743  V/m.
 
Run time for search: 3.74 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	4.6588  V/m: 	 no AP.
Increasing amplitude: 	4.7608  V/m: 	 no AP.
Increasing amplitude: 	4.8651  V/m: 	 no AP.
Increasing amplitude: 	4.9716  V/m: 	 no AP.
Increasing amplitude: 	5.0805  V/m: 	 no AP.
Increasing amplitude: 	5.1917  V/m: 	 no AP.
Increasing amplitude: 	5.3054  V/m: 	 no AP.
Increasing amplitude: 	5.4216  V/m: 	 no AP.
Increasing amplitude: 	5.5403  V/m: 	 no AP.
Increasing amplitude: 	5.6616  V/m: 	 no AP.
Increasing amplitude: 	5.7856  V/m: 	 no AP.
Increasing amplitude: 	5.9123  V/m: 	 no AP.
Increasing amplitude: 	6.0417  V/m: 	 no AP.
Increasing amplitude: 	6.1740  V/m: 	 no AP.
Increasing amplitude: 	6.3092  V/m: 	 no AP.
Increasing amplitude: 	6.4474  V/m: 	 no AP.
Increasing amplitude: 	6.5886  V/m: 	 no AP.
Increasing amplitude: 	6.7328  V/m: 	 no AP.
Increasing amplitude: 	6.8803  V/m: 	 no AP.
Increasing amplitude: 	7.0309  V/m: 	 no AP.
Increasing amplitude: 	7.1849  V/m: 	 no AP.
Increasing amplitude: 	7.3422  V/m: 	 no AP.
Increasing amplitude: 	7.5030  V/m: 	 no AP.
Increasing amplitude: 	7.6673  V/m: 	 no AP.
Increasing amplitude: 	7.8352  V/m: 	 no AP.
Increasing amplitude: 	8.0067  V/m: 	 no AP.
Increasing amplitude: 	8.1821  V/m: 	 no AP.
Increasing amplitude: 	8.3612  V/m: 	 no AP.
Increasing amplitude: 	8.5443  V/m: 	 no AP.
Increasing amplitude: 	8.7314  V/m: 	 no AP.
Increasing amplitude: 	8.9226  V/m: 	 no AP.
Increasing amplitude: 	9.1180  V/m: 	 no AP.
Increasing amplitude: 	9.3176  V/m: 	 no AP.
Increasing amplitude: 	9.5217  V/m: 	 no AP.
Increasing amplitude: 	9.7302  V/m: 	 no AP.
Increasing amplitude: 	9.9432  V/m: 	 no AP.
Increasing amplitude: 	10.1610  V/m: 	 no AP.
Increasing amplitude: 	10.3835  V/m: 	 no AP.
Increasing amplitude: 	10.6108  V/m: 	 no AP.
Increasing amplitude: 	10.8432  V/m: 	 no AP.
Increasing amplitude: 	11.0806  V/m: 	 no AP.
Increasing amplitude: 	11.3232  V/m: 	 no AP.
Increasing amplitude: 	11.5712  V/m: 	 no AP.
Increasing amplitude: 	11.8246  V/m: 	 no AP.
Increasing amplitude: 	12.0835  V/m: 	 no AP.
Increasing amplitude: 	12.3481  V/m: 	 no AP.
Increasing amplitude: 	12.6185  V/m: 	 no AP.
Increasing amplitude: 	12.8948  V/m: 	 no AP.
Increasing amplitude: 	13.1771  V/m: 	 no AP.
Increasing amplitude: 	13.4657  V/m: 	 no AP.
Increasing amplitude: 	13.7605  V/m: 	 no AP.
