Model type: 	Bend axon, antidromic
Parameter ID:	318
Pulse duration in ms:	0.1400
Field orientation in degrees:	70.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	50.5077  V/m: 	 no AP.
Increasing amplitude: 	55.0790  V/m: 	 no AP.
Increasing amplitude: 	60.0641  V/m: 	 no AP.
Increasing amplitude: 	65.5004  V/m: 	 no AP.
Increasing amplitude: 	71.4287  V/m: 	 no AP.
Increasing amplitude: 	77.8935  V/m: 	 no AP.
Increasing amplitude: 	84.9435  V/m: 	 no AP.
Increasing amplitude: 	92.6315  V/m: 	 no AP.
Increasing amplitude: 	0.1010 kV/m: 	 no AP.
Increasing amplitude: 	0.1102 kV/m: 	 no AP.
Increasing amplitude: 	0.1201 kV/m: 	 no AP.
Increasing amplitude: 	0.1310 kV/m: 	 no AP.
Increasing amplitude: 	0.1429 kV/m: 	 no AP.
Increasing amplitude: 	0.1558 kV/m: 	 no AP.
Increasing amplitude: 	0.1699 kV/m: 	 no AP.
Increasing amplitude: 	0.1853 kV/m: 	 no AP.
Increasing amplitude: 	0.2020 kV/m: 	 no AP.
Increasing amplitude: 	0.2203 kV/m: 	 no AP.
Increasing amplitude: 	0.2403 kV/m: 	 no AP.
Increasing amplitude: 	0.2620 kV/m: 	 no AP.
Increasing amplitude: 	0.2857 kV/m: 	 no AP.
Increasing amplitude: 	0.3116 kV/m: 	 no AP.
Increasing amplitude: 	0.3398 kV/m: 	 no AP.
Increasing amplitude: 	0.3705 kV/m: 	 AP.
Lower bound: 0.3398 kV/m.   Upper bound: 0.3705 kV/m.   Search amplitude: 0.3548 kV/m: AP.
Lower bound: 0.3398 kV/m.   Upper bound: 0.3548 kV/m.   Search amplitude: 0.3472 kV/m: no AP.
Lower bound: 0.3472 kV/m.   Upper bound: 0.3548 kV/m.   Search amplitude: 0.3510 kV/m: AP.
Lower bound: 0.3472 kV/m.   Upper bound: 0.3510 kV/m.   Search amplitude: 0.3491 kV/m: AP.
Lower bound: 0.3472 kV/m.   Upper bound: 0.3491 kV/m.   Search amplitude: 0.3482 kV/m: no AP.
Binary search ended. Threshold: 0.3482 kV/m.
 
Run time for search: 3.18 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	37.9198  V/m: 	 no AP.
Increasing amplitude: 	38.7501  V/m: 	 no AP.
Increasing amplitude: 	39.5986  V/m: 	 no AP.
Increasing amplitude: 	40.4657  V/m: 	 no AP.
Increasing amplitude: 	41.3518  V/m: 	 no AP.
Increasing amplitude: 	42.2573  V/m: 	 no AP.
Increasing amplitude: 	43.1826  V/m: 	 no AP.
Increasing amplitude: 	44.1282  V/m: 	 no AP.
Increasing amplitude: 	45.0945  V/m: 	 no AP.
Increasing amplitude: 	46.0819  V/m: 	 no AP.
Increasing amplitude: 	47.0910  V/m: 	 no AP.
Increasing amplitude: 	48.1221  V/m: 	 no AP.
Increasing amplitude: 	49.1759  V/m: 	 no AP.
Increasing amplitude: 	50.2527  V/m: 	 no AP.
Increasing amplitude: 	51.3531  V/m: 	 no AP.
Increasing amplitude: 	52.4776  V/m: 	 no AP.
Increasing amplitude: 	53.6267  V/m: 	 no AP.
Increasing amplitude: 	54.8009  V/m: 	 no AP.
Increasing amplitude: 	56.0009  V/m: 	 no AP.
Increasing amplitude: 	57.2272  V/m: 	 no AP.
Increasing amplitude: 	58.4803  V/m: 	 no AP.
Increasing amplitude: 	59.7608  V/m: 	 no AP.
Increasing amplitude: 	61.0694  V/m: 	 no AP.
Increasing amplitude: 	62.4067  V/m: 	 no AP.
Increasing amplitude: 	63.7732  V/m: 	 no AP.
Increasing amplitude: 	65.1697  V/m: 	 no AP.
Increasing amplitude: 	66.5967  V/m: 	 no AP.
Increasing amplitude: 	68.0550  V/m: 	 no AP.
Increasing amplitude: 	69.5452  V/m: 	 no AP.
Increasing amplitude: 	71.0680  V/m: 	 no AP.
Increasing amplitude: 	72.6242  V/m: 	 no AP.
Increasing amplitude: 	74.2145  V/m: 	 no AP.
Increasing amplitude: 	75.8396  V/m: 	 no AP.
Increasing amplitude: 	77.5002  V/m: 	 no AP.
Increasing amplitude: 	79.1973  V/m: 	 no AP.
Increasing amplitude: 	80.9315  V/m: 	 no AP.
Increasing amplitude: 	82.7036  V/m: 	 no AP.
Increasing amplitude: 	84.5146  V/m: 	 no AP.
Increasing amplitude: 	86.3652  V/m: 	 no AP.
Increasing amplitude: 	88.2564  V/m: 	 no AP.
Increasing amplitude: 	90.1889  V/m: 	 no AP.
Increasing amplitude: 	92.1638  V/m: 	 no AP.
Increasing amplitude: 	94.1819  V/m: 	 no AP.
Increasing amplitude: 	96.2443  V/m: 	 no AP.
Increasing amplitude: 	98.3517  V/m: 	 no AP.
Increasing amplitude: 	0.1005 kV/m: 	 no AP.
Increasing amplitude: 	0.1027 kV/m: 	 no AP.
Increasing amplitude: 	0.1050 kV/m: 	 no AP.
Increasing amplitude: 	0.1073 kV/m: 	 no AP.
Increasing amplitude: 	0.1096 kV/m: 	 no AP.
Increasing amplitude: 	0.1120 kV/m: 	 no AP.
Increasing amplitude: 	0.1145 kV/m: 	 no AP.
Increasing amplitude: 	0.1170 kV/m: 	 no AP.
Increasing amplitude: 	0.1195 kV/m: 	 no AP.
Increasing amplitude: 	0.1221 kV/m: 	 no AP.
Increasing amplitude: 	0.1248 kV/m: 	 no AP.
Increasing amplitude: 	0.1275 kV/m: 	 no AP.
Increasing amplitude: 	0.1303 kV/m: 	 no AP.
Increasing amplitude: 	0.1332 kV/m: 	 no AP.
Increasing amplitude: 	0.1361 kV/m: 	 no AP.
Increasing amplitude: 	0.1391 kV/m: 	 no AP.
Increasing amplitude: 	0.1421 kV/m: 	 no AP.
Increasing amplitude: 	0.1452 kV/m: 	 no AP.
Increasing amplitude: 	0.1484 kV/m: 	 no AP.
Increasing amplitude: 	0.1517 kV/m: 	 no AP.
Increasing amplitude: 	0.1550 kV/m: 	 no AP.
Increasing amplitude: 	0.1584 kV/m: 	 no AP.
Increasing amplitude: 	0.1619 kV/m: 	 no AP.
Increasing amplitude: 	0.1654 kV/m: 	 no AP.
Increasing amplitude: 	0.1690 kV/m: 	 no AP.
Increasing amplitude: 	0.1727 kV/m: 	 no AP.
Increasing amplitude: 	0.1765 kV/m: 	 no AP.
Increasing amplitude: 	0.1804 kV/m: 	 no AP.
Increasing amplitude: 	0.1843 kV/m: 	 no AP.
Increasing amplitude: 	0.1884 kV/m: 	 no AP.
Increasing amplitude: 	0.1925 kV/m: 	 no AP.
Increasing amplitude: 	0.1967 kV/m: 	 no AP.
Increasing amplitude: 	0.2010 kV/m: 	 no AP.
Increasing amplitude: 	0.2054 kV/m: 	 no AP.
Increasing amplitude: 	0.2099 kV/m: 	 no AP.
Increasing amplitude: 	0.2145 kV/m: 	 no AP.
Increasing amplitude: 	0.2192 kV/m: 	 no AP.
Increasing amplitude: 	0.2240 kV/m: 	 no AP.
Increasing amplitude: 	0.2289 kV/m: 	 no AP.
