Model type: 	Bend axon, antidromic
Parameter ID:	376
Pulse duration in ms:	0.3100
Field orientation in degrees:	112.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.1190 kV/m: 	 no AP.
Increasing amplitude: 	0.1297 kV/m: 	 no AP.
Increasing amplitude: 	0.1415 kV/m: 	 no AP.
Increasing amplitude: 	0.1543 kV/m: 	 no AP.
Increasing amplitude: 	0.1683 kV/m: 	 no AP.
Increasing amplitude: 	0.1835 kV/m: 	 no AP.
Increasing amplitude: 	0.2001 kV/m: 	 no AP.
Increasing amplitude: 	0.2182 kV/m: 	 no AP.
Increasing amplitude: 	0.2380 kV/m: 	 no AP.
Increasing amplitude: 	0.2595 kV/m: 	 no AP.
Increasing amplitude: 	0.2830 kV/m: 	 no AP.
Increasing amplitude: 	0.3086 kV/m: 	 no AP.
Increasing amplitude: 	0.3365 kV/m: 	 no AP.
Increasing amplitude: 	0.3670 kV/m: 	 no AP.
Increasing amplitude: 	0.4002 kV/m: 	 no AP.
Increasing amplitude: 	0.4364 kV/m: 	 no AP.
Increasing amplitude: 	0.4759 kV/m: 	 no AP.
Increasing amplitude: 	0.5190 kV/m: 	 no AP.
Increasing amplitude: 	0.5660 kV/m: 	 no AP.
Increasing amplitude: 	0.6172 kV/m: 	 no AP.
Increasing amplitude: 	0.6730 kV/m: 	 no AP.
Increasing amplitude: 	0.7340 kV/m: 	 no AP.
Increasing amplitude: 	0.8004 kV/m: 	 no AP.
Increasing amplitude: 	0.8728 kV/m: 	 no AP.
Increasing amplitude: 	0.9518 kV/m: 	 no AP.
Increasing amplitude: 	1.0380 kV/m: 	 no AP.
Increasing amplitude: 	1.1319 kV/m: 	 no AP.
Increasing amplitude: 	1.2344 kV/m: 	 no AP.
Increasing amplitude: 	1.3461 kV/m: 	 no AP.
Increasing amplitude: 	1.4679 kV/m: 	 no AP.
Increasing amplitude: 	1.6008 kV/m: 	 no AP.
Increasing amplitude: 	1.7457 kV/m: 	 no AP.
Increasing amplitude: 	1.9037 kV/m: 	 no AP.
Increasing amplitude: 	2.0760 kV/m: 	 no AP.
Increasing amplitude: 	2.2639 kV/m: 	 no AP.
Increasing amplitude: 	2.4688 kV/m: 	 no AP.
Increasing amplitude: 	2.6922 kV/m: 	 no AP.
Increasing amplitude: 	2.9359 kV/m: 	 no AP.
Increasing amplitude: 	3.2016 kV/m: 	 no AP.
Increasing amplitude: 	3.4913 kV/m: 	 no AP.
Increasing amplitude: 	3.8073 kV/m: 	 no AP.
Increasing amplitude: 	4.1519 kV/m: 	 no AP.
Increasing amplitude: 	4.5277 kV/m: 	 no AP.
Increasing amplitude: 	4.9375 kV/m: 	 no AP.
Increasing amplitude: 	5.3844 kV/m: 	 no AP.
Increasing amplitude: 	5.8717 kV/m: 	 no AP.
Increasing amplitude: 	6.4032 kV/m: 	 no AP.
Increasing amplitude: 	6.9827 kV/m: 	 no AP.
Increasing amplitude: 	7.6147 kV/m: 	 no AP.
Increasing amplitude: 	8.3039 kV/m: 	 no AP.
Increasing amplitude: 	9.0554 kV/m: 	 no AP.
Increasing amplitude: 	9.8750 kV/m: 	 no AP.
Increasing amplitude: 	10.7688 kV/m: 	 no AP.
Increasing amplitude: 	11.7434 kV/m: 	 no AP.
Increasing amplitude: 	12.8063 kV/m: 	 no AP.
Increasing amplitude: 	13.9654 kV/m: 	 no AP.
Increasing amplitude: 	15.2294 kV/m: 	 no AP.
Increasing amplitude: 	16.6077 kV/m: 	 no AP.
Increasing amplitude: 	18.1109 kV/m: 	 no AP.
Increasing amplitude: 	19.7500 kV/m: 	 no AP.
Increasing amplitude: 	21.5376 kV/m: 	 no AP.
Increasing amplitude: 	23.4869 kV/m: 	 no AP.
Increasing amplitude: 	25.6126 kV/m: 	 no AP.
Increasing amplitude: 	27.9308 kV/m: 	 no AP.
Increasing amplitude: 	30.4587 kV/m: 	 no AP.
