Model type: 	Bend axon, antidromic
Parameter ID:	281
Pulse duration in ms:	0.0680
Field orientation in degrees:	113.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	0.4185 kV/m: 	 no AP.
Increasing amplitude: 	0.4564 kV/m: 	 no AP.
Increasing amplitude: 	0.4977 kV/m: 	 no AP.
Increasing amplitude: 	0.5427 kV/m: 	 no AP.
Increasing amplitude: 	0.5919 kV/m: 	 no AP.
Increasing amplitude: 	0.6454 kV/m: 	 no AP.
Increasing amplitude: 	0.7038 kV/m: 	 no AP.
Increasing amplitude: 	0.7676 kV/m: 	 no AP.
Increasing amplitude: 	0.8370 kV/m: 	 no AP.
Increasing amplitude: 	0.9128 kV/m: 	 no AP.
Increasing amplitude: 	0.9954 kV/m: 	 no AP.
Increasing amplitude: 	1.0855 kV/m: 	 no AP.
Increasing amplitude: 	1.1837 kV/m: 	 no AP.
Increasing amplitude: 	1.2909 kV/m: 	 no AP.
Increasing amplitude: 	1.4077 kV/m: 	 no AP.
Increasing amplitude: 	1.5351 kV/m: 	 no AP.
Increasing amplitude: 	1.6740 kV/m: 	 no AP.
Increasing amplitude: 	1.8256 kV/m: 	 no AP.
Increasing amplitude: 	1.9908 kV/m: 	 no AP.
Increasing amplitude: 	2.1710 kV/m: 	 no AP.
Increasing amplitude: 	2.3675 kV/m: 	 no AP.
Increasing amplitude: 	2.5817 kV/m: 	 no AP.
Increasing amplitude: 	2.8154 kV/m: 	 no AP.
Increasing amplitude: 	3.0702 kV/m: 	 no AP.
Increasing amplitude: 	3.3481 kV/m: 	 no AP.
Increasing amplitude: 	3.6511 kV/m: 	 no AP.
Increasing amplitude: 	3.9816 kV/m: 	 no AP.
Increasing amplitude: 	4.3419 kV/m: 	 no AP.
Increasing amplitude: 	4.7349 kV/m: 	 no AP.
Increasing amplitude: 	5.1635 kV/m: 	 no AP.
Increasing amplitude: 	5.6308 kV/m: 	 no AP.
Increasing amplitude: 	6.1404 kV/m: 	 no AP.
Increasing amplitude: 	6.6962 kV/m: 	 no AP.
Increasing amplitude: 	7.3022 kV/m: 	 no AP.
Increasing amplitude: 	7.9631 kV/m: 	 no AP.
Increasing amplitude: 	8.6839 kV/m: 	 no AP.
Increasing amplitude: 	9.4698 kV/m: 	 no AP.
Increasing amplitude: 	10.3269 kV/m: 	 no AP.
Increasing amplitude: 	11.2616 kV/m: 	 no AP.
Increasing amplitude: 	12.2808 kV/m: 	 no AP.
Increasing amplitude: 	13.3923 kV/m: 	 no AP.
Increasing amplitude: 	14.6045 kV/m: 	 no AP.
Increasing amplitude: 	15.9263 kV/m: 	 no AP.
Increasing amplitude: 	17.3677 kV/m: 	 no AP.
Increasing amplitude: 	18.9396 kV/m: 	 no AP.
Increasing amplitude: 	20.6538 kV/m: 	 no AP.
Increasing amplitude: 	22.5231 kV/m: 	 no AP.
Increasing amplitude: 	24.5617 kV/m: 	 no AP.
Increasing amplitude: 	26.7847 kV/m: 	 no AP.
Increasing amplitude: 	29.2089 kV/m: 	 no AP.
Increasing amplitude: 	31.8525 kV/m: 	 no AP.
Increasing amplitude: 	34.7354 kV/m: 	 no AP.
Increasing amplitude: 	37.8793 kV/m: 	 no AP.
Increasing amplitude: 	41.3076 kV/m: 	 no AP.
Increasing amplitude: 	45.0463 kV/m: 	 no AP.
Increasing amplitude: 	49.1233 kV/m: 	 no AP.
Increasing amplitude: 	53.5694 kV/m: 	 no AP.
Increasing amplitude: 	58.4178 kV/m: 	 no AP.
Increasing amplitude: 	63.7051 kV/m: 	 no AP.
Increasing amplitude: 	69.4709 kV/m: 	 no AP.
Increasing amplitude: 	75.7585 kV/m: 	 no AP.
Increasing amplitude: 	82.6153 kV/m: 	 no AP.
Increasing amplitude: 	90.0926 kV/m: 	 no AP.
Increasing amplitude: 	98.2467 kV/m: 	 no AP.
Increasing amplitude: 	0.1071 MV/m: 	 no AP.
Increasing amplitude: 	0.1168 MV/m: 	 no AP.
Increasing amplitude: 	0.1274 MV/m: 	 no AP.
Increasing amplitude: 	0.1389 MV/m: 	 no AP.
Increasing amplitude: 	0.1515 MV/m: 	 no AP.
Increasing amplitude: 	0.1652 MV/m: 	 no AP.
Increasing amplitude: 	0.1802 MV/m: 	 no AP.
Increasing amplitude: 	0.1965 MV/m: 	 no AP.
