Model type: 	Bend axon, antidromic
Parameter ID:	218
Pulse duration in ms:	0.0310
Field orientation in degrees:	15.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	71.5062  V/m: 	 no AP.
Increasing amplitude: 	77.9780  V/m: 	 no AP.
Increasing amplitude: 	85.0357  V/m: 	 no AP.
Increasing amplitude: 	92.7321  V/m: 	 no AP.
Increasing amplitude: 	0.1011 kV/m: 	 no AP.
Increasing amplitude: 	0.1103 kV/m: 	 no AP.
Increasing amplitude: 	0.1203 kV/m: 	 no AP.
Increasing amplitude: 	0.1311 kV/m: 	 no AP.
Increasing amplitude: 	0.1430 kV/m: 	 no AP.
Increasing amplitude: 	0.1560 kV/m: 	 no AP.
Increasing amplitude: 	0.1701 kV/m: 	 no AP.
Increasing amplitude: 	0.1855 kV/m: 	 no AP.
Increasing amplitude: 	0.2023 kV/m: 	 no AP.
Increasing amplitude: 	0.2206 kV/m: 	 no AP.
Increasing amplitude: 	0.2405 kV/m: 	 no AP.
Increasing amplitude: 	0.2623 kV/m: 	 no AP.
Increasing amplitude: 	0.2860 kV/m: 	 no AP.
Increasing amplitude: 	0.3119 kV/m: 	 no AP.
Increasing amplitude: 	0.3401 kV/m: 	 no AP.
Increasing amplitude: 	0.3709 kV/m: 	 no AP.
Increasing amplitude: 	0.4045 kV/m: 	 no AP.
Increasing amplitude: 	0.4411 kV/m: 	 no AP.
Increasing amplitude: 	0.4810 kV/m: 	 no AP.
Increasing amplitude: 	0.5246 kV/m: 	 no AP.
Increasing amplitude: 	0.5720 kV/m: 	 no AP.
Increasing amplitude: 	0.6238 kV/m: 	 no AP.
Increasing amplitude: 	0.6803 kV/m: 	 AP.
Lower bound: 0.6238 kV/m.   Upper bound: 0.6803 kV/m.   Search amplitude: 0.6514 kV/m: no AP.
Lower bound: 0.6514 kV/m.   Upper bound: 0.6803 kV/m.   Search amplitude: 0.6657 kV/m: no AP.
Lower bound: 0.6657 kV/m.   Upper bound: 0.6803 kV/m.   Search amplitude: 0.6730 kV/m: AP.
Lower bound: 0.6657 kV/m.   Upper bound: 0.6730 kV/m.   Search amplitude: 0.6693 kV/m: no AP.
Lower bound: 0.6693 kV/m.   Upper bound: 0.6730 kV/m.   Search amplitude: 0.6711 kV/m: no AP.
Binary search ended. Threshold: 0.6711 kV/m.
 
Run time for search: 4.76 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	73.0978  V/m: 	 no AP.
Increasing amplitude: 	74.6984  V/m: 	 no AP.
Increasing amplitude: 	76.3341  V/m: 	 no AP.
Increasing amplitude: 	78.0056  V/m: 	 no AP.
Increasing amplitude: 	79.7137  V/m: 	 no AP.
Increasing amplitude: 	81.4592  V/m: 	 no AP.
Increasing amplitude: 	83.2429  V/m: 	 no AP.
Increasing amplitude: 	85.0657  V/m: 	 no AP.
Increasing amplitude: 	86.9284  V/m: 	 no AP.
Increasing amplitude: 	88.8319  V/m: 	 no AP.
Increasing amplitude: 	90.7771  V/m: 	 no AP.
Increasing amplitude: 	92.7648  V/m: 	 no AP.
Increasing amplitude: 	94.7961  V/m: 	 no AP.
Increasing amplitude: 	96.8719  V/m: 	 no AP.
Increasing amplitude: 	98.9931  V/m: 	 no AP.
Increasing amplitude: 	0.1012 kV/m: 	 no AP.
Increasing amplitude: 	0.1034 kV/m: 	 no AP.
Increasing amplitude: 	0.1056 kV/m: 	 no AP.
Increasing amplitude: 	0.1080 kV/m: 	 no AP.
Increasing amplitude: 	0.1103 kV/m: 	 no AP.
Increasing amplitude: 	0.1127 kV/m: 	 no AP.
Increasing amplitude: 	0.1152 kV/m: 	 no AP.
Increasing amplitude: 	0.1177 kV/m: 	 no AP.
Increasing amplitude: 	0.1203 kV/m: 	 no AP.
Increasing amplitude: 	0.1229 kV/m: 	 no AP.
Increasing amplitude: 	0.1256 kV/m: 	 no AP.
Increasing amplitude: 	0.1284 kV/m: 	 no AP.
Increasing amplitude: 	0.1312 kV/m: 	 no AP.
Increasing amplitude: 	0.1341 kV/m: 	 no AP.
Increasing amplitude: 	0.1370 kV/m: 	 no AP.
Increasing amplitude: 	0.1400 kV/m: 	 no AP.
Increasing amplitude: 	0.1431 kV/m: 	 no AP.
Increasing amplitude: 	0.1462 kV/m: 	 no AP.
Increasing amplitude: 	0.1494 kV/m: 	 no AP.
Increasing amplitude: 	0.1527 kV/m: 	 no AP.
Increasing amplitude: 	0.1560 kV/m: 	 no AP.
Increasing amplitude: 	0.1594 kV/m: 	 no AP.
Increasing amplitude: 	0.1629 kV/m: 	 no AP.
Increasing amplitude: 	0.1665 kV/m: 	 no AP.
Increasing amplitude: 	0.1701 kV/m: 	 no AP.
Increasing amplitude: 	0.1739 kV/m: 	 no AP.
Increasing amplitude: 	0.1777 kV/m: 	 no AP.
Increasing amplitude: 	0.1816 kV/m: 	 no AP.
Increasing amplitude: 	0.1855 kV/m: 	 no AP.
Increasing amplitude: 	0.1896 kV/m: 	 no AP.
Increasing amplitude: 	0.1937 kV/m: 	 no AP.
Increasing amplitude: 	0.1980 kV/m: 	 no AP.
Increasing amplitude: 	0.2023 kV/m: 	 no AP.
Increasing amplitude: 	0.2068 kV/m: 	 no AP.
Increasing amplitude: 	0.2113 kV/m: 	 no AP.
Increasing amplitude: 	0.2159 kV/m: 	 no AP.
Increasing amplitude: 	0.2206 kV/m: 	 no AP.
Increasing amplitude: 	0.2255 kV/m: 	 no AP.
Increasing amplitude: 	0.2304 kV/m: 	 no AP.
Increasing amplitude: 	0.2354 kV/m: 	 no AP.
Increasing amplitude: 	0.2406 kV/m: 	 no AP.
Increasing amplitude: 	0.2459 kV/m: 	 no AP.
Increasing amplitude: 	0.2513 kV/m: 	 no AP.
Increasing amplitude: 	0.2568 kV/m: 	 no AP.
Increasing amplitude: 	0.2624 kV/m: 	 no AP.
Increasing amplitude: 	0.2681 kV/m: 	 no AP.
Increasing amplitude: 	0.2740 kV/m: 	 no AP.
Increasing amplitude: 	0.2800 kV/m: 	 no AP.
Increasing amplitude: 	0.2861 kV/m: 	 no AP.
Increasing amplitude: 	0.2924 kV/m: 	 no AP.
Increasing amplitude: 	0.2988 kV/m: 	 no AP.
Increasing amplitude: 	0.3053 kV/m: 	 no AP.
Increasing amplitude: 	0.3120 kV/m: 	 no AP.
Increasing amplitude: 	0.3189 kV/m: 	 no AP.
Increasing amplitude: 	0.3258 kV/m: 	 no AP.
Increasing amplitude: 	0.3330 kV/m: 	 no AP.
Increasing amplitude: 	0.3403 kV/m: 	 no AP.
Increasing amplitude: 	0.3477 kV/m: 	 no AP.
Increasing amplitude: 	0.3553 kV/m: 	 no AP.
Increasing amplitude: 	0.3631 kV/m: 	 no AP.
Increasing amplitude: 	0.3711 kV/m: 	 no AP.
Increasing amplitude: 	0.3792 kV/m: 	 no AP.
Increasing amplitude: 	0.3875 kV/m: 	 no AP.
Increasing amplitude: 	0.3960 kV/m: 	 no AP.
Increasing amplitude: 	0.4046 kV/m: 	 no AP.
Increasing amplitude: 	0.4135 kV/m: 	 no AP.
Increasing amplitude: 	0.4226 kV/m: 	 no AP.
Increasing amplitude: 	0.4318 kV/m: 	 no AP.
Increasing amplitude: 	0.4413 kV/m: 	 no AP.
Increasing amplitude: 	0.4509 kV/m: 	 no AP.
Increasing amplitude: 	0.4608 kV/m: 	 no AP.
Increasing amplitude: 	0.4709 kV/m: 	 no AP.
Increasing amplitude: 	0.4812 kV/m: 	 no AP.
Increasing amplitude: 	0.4917 kV/m: 	 no AP.
Increasing amplitude: 	0.5025 kV/m: 	 no AP.
Increasing amplitude: 	0.5135 kV/m: 	 no AP.
Increasing amplitude: 	0.5248 kV/m: 	 no AP.
Increasing amplitude: 	0.5362 kV/m: 	 no AP.
Increasing amplitude: 	0.5480 kV/m: 	 no AP.
Increasing amplitude: 	0.5600 kV/m: 	 no AP.
Increasing amplitude: 	0.5723 kV/m: 	 no AP.
Increasing amplitude: 	0.5848 kV/m: 	 no AP.
Increasing amplitude: 	0.5976 kV/m: 	 no AP.
Increasing amplitude: 	0.6107 kV/m: 	 no AP.
Increasing amplitude: 	0.6240 kV/m: 	 no AP.
Increasing amplitude: 	0.6377 kV/m: 	 no AP.
Increasing amplitude: 	0.6517 kV/m: 	 no AP.
Increasing amplitude: 	0.6659 kV/m: 	 no AP.
Increasing amplitude: 	0.6805 kV/m: 	 AP.
Lower bound: 0.6659 kV/m.   Upper bound: 0.6805 kV/m.   Search amplitude: 0.6732 kV/m: AP.
Lower bound: 0.6659 kV/m.   Upper bound: 0.6732 kV/m.   Search amplitude: 0.6696 kV/m: no AP.
Lower bound: 0.6696 kV/m.   Upper bound: 0.6732 kV/m.   Search amplitude: 0.6714 kV/m: no AP.
Binary search ended. Threshold: 0.6714 kV/m.
Percentage difference: 0.000 %.
 
Run time for search: 127.09 min.
 
-----------------------------------------------------------
Total run time: 131.851 min.
Results saved in UF_BndA_HH/Results/result_218.mat.
