Model type: 	Bend axon, antidromic
Parameter ID:	385
Pulse duration in ms:	0.4500
Field orientation in degrees:	0.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	7.3852  V/m: 	 no AP.
Increasing amplitude: 	8.0536  V/m: 	 no AP.
Increasing amplitude: 	8.7825  V/m: 	 no AP.
Increasing amplitude: 	9.5774  V/m: 	 no AP.
Increasing amplitude: 	10.4442  V/m: 	 no AP.
Increasing amplitude: 	11.3895  V/m: 	 no AP.
Increasing amplitude: 	12.4203  V/m: 	 no AP.
Increasing amplitude: 	13.5445  V/m: 	 no AP.
Increasing amplitude: 	14.7703  V/m: 	 no AP.
Increasing amplitude: 	16.1072  V/m: 	 no AP.
Increasing amplitude: 	17.5650  V/m: 	 no AP.
Increasing amplitude: 	19.1547  V/m: 	 no AP.
Increasing amplitude: 	20.8884  V/m: 	 no AP.
Increasing amplitude: 	22.7790  V/m: 	 no AP.
Increasing amplitude: 	24.8406  V/m: 	 no AP.
Increasing amplitude: 	27.0889  V/m: 	 no AP.
Increasing amplitude: 	29.5407  V/m: 	 no AP.
Increasing amplitude: 	32.2143  V/m: 	 no AP.
Increasing amplitude: 	35.1300  V/m: 	 no AP.
Increasing amplitude: 	38.3095  V/m: 	 no AP.
Increasing amplitude: 	41.7768  V/m: 	 no AP.
Increasing amplitude: 	45.5579  V/m: 	 no AP.
Increasing amplitude: 	49.6813  V/m: 	 no AP.
Increasing amplitude: 	54.1778  V/m: 	 no AP.
Increasing amplitude: 	59.0813  V/m: 	 AP.
Lower bound: 54.1778  V/m.   Upper bound: 59.0813  V/m.   Search amplitude: 56.5765  V/m: AP.
Lower bound: 54.1778  V/m.   Upper bound: 56.5765  V/m.   Search amplitude: 55.3642  V/m: AP.
Lower bound: 54.1778  V/m.   Upper bound: 55.3642  V/m.   Search amplitude: 54.7678  V/m: no AP.
Lower bound: 54.7678  V/m.   Upper bound: 55.3642  V/m.   Search amplitude: 55.0652  V/m: no AP.
Lower bound: 55.0652  V/m.   Upper bound: 55.3642  V/m.   Search amplitude: 55.2145  V/m: no AP.
Binary search ended. Threshold: 55.2145  V/m.
 
Run time for search: 1.66 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	6.0138  V/m: 	 no AP.
Increasing amplitude: 	6.1454  V/m: 	 no AP.
Increasing amplitude: 	6.2800  V/m: 	 no AP.
Increasing amplitude: 	6.4175  V/m: 	 no AP.
Increasing amplitude: 	6.5580  V/m: 	 no AP.
Increasing amplitude: 	6.7016  V/m: 	 no AP.
Increasing amplitude: 	6.8484  V/m: 	 no AP.
Increasing amplitude: 	6.9984  V/m: 	 no AP.
Increasing amplitude: 	7.1516  V/m: 	 no AP.
Increasing amplitude: 	7.3082  V/m: 	 no AP.
Increasing amplitude: 	7.4682  V/m: 	 no AP.
Increasing amplitude: 	7.6318  V/m: 	 no AP.
Increasing amplitude: 	7.7989  V/m: 	 no AP.
Increasing amplitude: 	7.9696  V/m: 	 no AP.
Increasing amplitude: 	8.1442  V/m: 	 no AP.
Increasing amplitude: 	8.3225  V/m: 	 no AP.
Increasing amplitude: 	8.5047  V/m: 	 no AP.
Increasing amplitude: 	8.6910  V/m: 	 no AP.
Increasing amplitude: 	8.8813  V/m: 	 no AP.
Increasing amplitude: 	9.0757  V/m: 	 no AP.
Increasing amplitude: 	9.2745  V/m: 	 no AP.
Increasing amplitude: 	9.4776  V/m: 	 no AP.
Increasing amplitude: 	9.6851  V/m: 	 no AP.
Increasing amplitude: 	9.8972  V/m: 	 no AP.
Increasing amplitude: 	10.1139  V/m: 	 no AP.
Increasing amplitude: 	10.3353  V/m: 	 no AP.
Increasing amplitude: 	10.5617  V/m: 	 no AP.
Increasing amplitude: 	10.7929  V/m: 	 no AP.
Increasing amplitude: 	11.0293  V/m: 	 no AP.
Increasing amplitude: 	11.2708  V/m: 	 no AP.
Increasing amplitude: 	11.5176  V/m: 	 no AP.
Increasing amplitude: 	11.7698  V/m: 	 no AP.
Increasing amplitude: 	12.0275  V/m: 	 no AP.
Increasing amplitude: 	12.2909  V/m: 	 no AP.
Increasing amplitude: 	12.5600  V/m: 	 no AP.
Increasing amplitude: 	12.8350  V/m: 	 no AP.
Increasing amplitude: 	13.1161  V/m: 	 no AP.
Increasing amplitude: 	13.4033  V/m: 	 no AP.
Increasing amplitude: 	13.6968  V/m: 	 no AP.
Increasing amplitude: 	13.9967  V/m: 	 no AP.
Increasing amplitude: 	14.3032  V/m: 	 no AP.
Increasing amplitude: 	14.6164  V/m: 	 no AP.
Increasing amplitude: 	14.9364  V/m: 	 no AP.
