Model type: 	Bend axon, antidromic
Parameter ID:	93
Pulse duration in ms:	0.0031
Field orientation in degrees:	120.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	9.2568 kV/m: 	 no AP.
Increasing amplitude: 	10.0946 kV/m: 	 no AP.
Increasing amplitude: 	11.0082 kV/m: 	 no AP.
Increasing amplitude: 	12.0045 kV/m: 	 no AP.
Increasing amplitude: 	13.0910 kV/m: 	 no AP.
Increasing amplitude: 	14.2759 kV/m: 	 no AP.
Increasing amplitude: 	15.5680 kV/m: 	 no AP.
Increasing amplitude: 	16.9770 kV/m: 	 no AP.
Increasing amplitude: 	18.5135 kV/m: 	 no AP.
Increasing amplitude: 	20.1891 kV/m: 	 no AP.
Increasing amplitude: 	22.0164 kV/m: 	 no AP.
Increasing amplitude: 	24.0091 kV/m: 	 no AP.
Increasing amplitude: 	26.1821 kV/m: 	 no AP.
Increasing amplitude: 	28.5517 kV/m: 	 no AP.
Increasing amplitude: 	31.1359 kV/m: 	 no AP.
Increasing amplitude: 	33.9539 kV/m: 	 no AP.
Increasing amplitude: 	37.0270 kV/m: 	 no AP.
Increasing amplitude: 	40.3783 kV/m: 	 no AP.
Increasing amplitude: 	44.0328 kV/m: 	 no AP.
Increasing amplitude: 	48.0181 kV/m: 	 no AP.
Increasing amplitude: 	52.3641 kV/m: 	 no AP.
Increasing amplitude: 	57.1035 kV/m: 	 no AP.
Increasing amplitude: 	62.2718 kV/m: 	 no AP.
Increasing amplitude: 	67.9079 kV/m: 	 no AP.
Increasing amplitude: 	74.0541 kV/m: 	 no AP.
Increasing amplitude: 	80.7565 kV/m: 	 no AP.
Increasing amplitude: 	88.0656 kV/m: 	 no AP.
Increasing amplitude: 	96.0362 kV/m: 	 no AP.
Increasing amplitude: 	0.1047 MV/m: 	 no AP.
Increasing amplitude: 	0.1142 MV/m: 	 no AP.
Increasing amplitude: 	0.1245 MV/m: 	 no AP.
Increasing amplitude: 	0.1358 MV/m: 	 no AP.
Increasing amplitude: 	0.1481 MV/m: 	 no AP.
Increasing amplitude: 	0.1615 MV/m: 	 no AP.
Increasing amplitude: 	0.1761 MV/m: 	 no AP.
Increasing amplitude: 	0.1921 MV/m: 	 no AP.
Increasing amplitude: 	0.2095 MV/m: 	 no AP.
Increasing amplitude: 	0.2284 MV/m: 	 no AP.
Increasing amplitude: 	0.2491 MV/m: 	 no AP.
Increasing amplitude: 	0.2716 MV/m: 	 no AP.
Increasing amplitude: 	0.2962 MV/m: 	 no AP.
Increasing amplitude: 	0.3230 MV/m: 	 no AP.
Increasing amplitude: 	0.3523 MV/m: 	 no AP.
Increasing amplitude: 	0.3841 MV/m: 	 no AP.
Increasing amplitude: 	0.4189 MV/m: 	 no AP.
Increasing amplitude: 	0.4568 MV/m: 	 no AP.
Increasing amplitude: 	0.4982 MV/m: 	 no AP.
Increasing amplitude: 	0.5433 MV/m: 	 no AP.
Increasing amplitude: 	0.5924 MV/m: 	 no AP.
Increasing amplitude: 	0.6461 MV/m: 	 no AP.
Increasing amplitude: 	0.7045 MV/m: 	 no AP.
Increasing amplitude: 	0.7683 MV/m: 	 no AP.
Increasing amplitude: 	0.8378 MV/m: 	 no AP.
Increasing amplitude: 	0.9137 MV/m: 	 no AP.
Increasing amplitude: 	0.9963 MV/m: 	 no AP.
Increasing amplitude: 	1.0865 MV/m: 	 no AP.
Increasing amplitude: 	1.1849 MV/m: 	 no AP.
Increasing amplitude: 	1.2921 MV/m: 	 no AP.
Increasing amplitude: 	1.4091 MV/m: 	 no AP.
Increasing amplitude: 	1.5366 MV/m: 	 no AP.
Increasing amplitude: 	1.6757 MV/m: 	 no AP.
Increasing amplitude: 	1.8273 MV/m: 	 no AP.
Increasing amplitude: 	1.9927 MV/m: 	 no AP.
Increasing amplitude: 	2.1731 MV/m: 	 no AP.
Increasing amplitude: 	2.3697 MV/m: 	 no AP.
Increasing amplitude: 	2.5842 MV/m: 	 no AP.
Increasing amplitude: 	2.8181 MV/m: 	 no AP.
Increasing amplitude: 	3.0732 MV/m: 	 no AP.
Increasing amplitude: 	3.3513 MV/m: 	 no AP.
Increasing amplitude: 	3.6546 MV/m: 	 no AP.
Increasing amplitude: 	3.9854 MV/m: 	 no AP.
Increasing amplitude: 	4.3461 MV/m: 	 no AP.
Increasing amplitude: 	4.7395 MV/m: 	 no AP.
Increasing amplitude: 	5.1684 MV/m: 	 no AP.
Increasing amplitude: 	5.6362 MV/m: 	 no AP.
Increasing amplitude: 	6.1463 MV/m: 	 no AP.
Increasing amplitude: 	6.7026 MV/m: 	 no AP.
Increasing amplitude: 	7.3092 MV/m: 	 no AP.
Increasing amplitude: 	7.9708 MV/m: 	 no AP.
Increasing amplitude: 	8.6922 MV/m: 	 no AP.
Increasing amplitude: 	9.4789 MV/m: 	 no AP.
Increasing amplitude: 	10.3368 MV/m: 	 no AP.
Increasing amplitude: 	11.2724 MV/m: 	 no AP.
Increasing amplitude: 	12.2926 MV/m: 	 no AP.
Increasing amplitude: 	13.4052 MV/m: 	 no AP.
Increasing amplitude: 	14.6185 MV/m: 	 no AP.
Increasing amplitude: 	15.9416 MV/m: 	 no AP.
Increasing amplitude: 	17.3844 MV/m: 	 no AP.
Increasing amplitude: 	18.9578 MV/m: 	 no AP.
Increasing amplitude: 	20.6737 MV/m: 	 no AP.
Increasing amplitude: 	22.5448 MV/m: 	 no AP.
Increasing amplitude: 	24.5853 MV/m: 	 no AP.
Increasing amplitude: 	26.8104 MV/m: 	 no AP.
Increasing amplitude: 	29.2370 MV/m: 	 no AP.
Increasing amplitude: 	31.8832 MV/m: 	 no AP.
Increasing amplitude: 	34.7688 MV/m: 	 no AP.
Increasing amplitude: 	37.9157 MV/m: 	 no AP.
Increasing amplitude: 	41.3473 MV/m: 	 no AP.
Increasing amplitude: 	45.0896 MV/m: 	 no AP.
Increasing amplitude: 	49.1706 MV/m: 	 no AP.
Increasing amplitude: 	53.6209 MV/m: 	 no AP.
Increasing amplitude: 	58.4740 MV/m: 	 no AP.
Increasing amplitude: 	63.7663 MV/m: 	 no AP.
Increasing amplitude: 	69.5377 MV/m: 	 no AP.
Increasing amplitude: 	75.8314 MV/m: 	 no AP.
