Model type: 	Bend axon, antidromic
Parameter ID:	270
Pulse duration in ms:	0.0680
Field orientation in degrees:	70.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	96.0060  V/m: 	 no AP.
Increasing amplitude: 	0.1047 kV/m: 	 no AP.
Increasing amplitude: 	0.1142 kV/m: 	 no AP.
Increasing amplitude: 	0.1245 kV/m: 	 no AP.
Increasing amplitude: 	0.1358 kV/m: 	 no AP.
Increasing amplitude: 	0.1481 kV/m: 	 no AP.
Increasing amplitude: 	0.1615 kV/m: 	 no AP.
Increasing amplitude: 	0.1761 kV/m: 	 no AP.
Increasing amplitude: 	0.1920 kV/m: 	 no AP.
Increasing amplitude: 	0.2094 kV/m: 	 no AP.
Increasing amplitude: 	0.2283 kV/m: 	 no AP.
Increasing amplitude: 	0.2490 kV/m: 	 no AP.
Increasing amplitude: 	0.2715 kV/m: 	 no AP.
Increasing amplitude: 	0.2961 kV/m: 	 no AP.
Increasing amplitude: 	0.3229 kV/m: 	 no AP.
Increasing amplitude: 	0.3522 kV/m: 	 no AP.
Increasing amplitude: 	0.3840 kV/m: 	 no AP.
Increasing amplitude: 	0.4188 kV/m: 	 no AP.
Increasing amplitude: 	0.4567 kV/m: 	 no AP.
Increasing amplitude: 	0.4980 kV/m: 	 no AP.
Increasing amplitude: 	0.5431 kV/m: 	 no AP.
Increasing amplitude: 	0.5922 kV/m: 	 no AP.
Increasing amplitude: 	0.6458 kV/m: 	 no AP.
Increasing amplitude: 	0.7043 kV/m: 	 AP.
Lower bound: 0.6458 kV/m.   Upper bound: 0.7043 kV/m.   Search amplitude: 0.6744 kV/m: no AP.
Lower bound: 0.6744 kV/m.   Upper bound: 0.7043 kV/m.   Search amplitude: 0.6892 kV/m: AP.
Lower bound: 0.6744 kV/m.   Upper bound: 0.6892 kV/m.   Search amplitude: 0.6818 kV/m: no AP.
Lower bound: 0.6818 kV/m.   Upper bound: 0.6892 kV/m.   Search amplitude: 0.6855 kV/m: no AP.
Lower bound: 0.6855 kV/m.   Upper bound: 0.6892 kV/m.   Search amplitude: 0.6873 kV/m: AP.
Binary search ended. Threshold: 0.6873 kV/m.
 
Run time for search: 3.27 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	74.6609  V/m: 	 no AP.
Increasing amplitude: 	76.2957  V/m: 	 no AP.
Increasing amplitude: 	77.9664  V/m: 	 no AP.
Increasing amplitude: 	79.6736  V/m: 	 no AP.
Increasing amplitude: 	81.4183  V/m: 	 no AP.
Increasing amplitude: 	83.2011  V/m: 	 no AP.
Increasing amplitude: 	85.0230  V/m: 	 no AP.
Increasing amplitude: 	86.8847  V/m: 	 no AP.
Increasing amplitude: 	88.7873  V/m: 	 no AP.
Increasing amplitude: 	90.7314  V/m: 	 no AP.
Increasing amplitude: 	92.7182  V/m: 	 no AP.
Increasing amplitude: 	94.7485  V/m: 	 no AP.
Increasing amplitude: 	96.8232  V/m: 	 no AP.
Increasing amplitude: 	98.9433  V/m: 	 no AP.
Increasing amplitude: 	0.1011 kV/m: 	 no AP.
Increasing amplitude: 	0.1033 kV/m: 	 no AP.
Increasing amplitude: 	0.1056 kV/m: 	 no AP.
Increasing amplitude: 	0.1079 kV/m: 	 no AP.
Increasing amplitude: 	0.1103 kV/m: 	 no AP.
Increasing amplitude: 	0.1127 kV/m: 	 no AP.
Increasing amplitude: 	0.1151 kV/m: 	 no AP.
Increasing amplitude: 	0.1177 kV/m: 	 no AP.
Increasing amplitude: 	0.1202 kV/m: 	 no AP.
Increasing amplitude: 	0.1229 kV/m: 	 no AP.
Increasing amplitude: 	0.1256 kV/m: 	 no AP.
Increasing amplitude: 	0.1283 kV/m: 	 no AP.
Increasing amplitude: 	0.1311 kV/m: 	 no AP.
Increasing amplitude: 	0.1340 kV/m: 	 no AP.
Increasing amplitude: 	0.1369 kV/m: 	 no AP.
Increasing amplitude: 	0.1399 kV/m: 	 no AP.
Increasing amplitude: 	0.1430 kV/m: 	 no AP.
Increasing amplitude: 	0.1461 kV/m: 	 no AP.
Increasing amplitude: 	0.1493 kV/m: 	 no AP.
Increasing amplitude: 	0.1526 kV/m: 	 no AP.
Increasing amplitude: 	0.1559 kV/m: 	 no AP.
Increasing amplitude: 	0.1593 kV/m: 	 no AP.
Increasing amplitude: 	0.1628 kV/m: 	 no AP.
Increasing amplitude: 	0.1664 kV/m: 	 no AP.
Increasing amplitude: 	0.1700 kV/m: 	 no AP.
Increasing amplitude: 	0.1738 kV/m: 	 no AP.
Increasing amplitude: 	0.1776 kV/m: 	 no AP.
Increasing amplitude: 	0.1815 kV/m: 	 no AP.
Increasing amplitude: 	0.1854 kV/m: 	 no AP.
Increasing amplitude: 	0.1895 kV/m: 	 no AP.
Increasing amplitude: 	0.1936 kV/m: 	 no AP.
Increasing amplitude: 	0.1979 kV/m: 	 no AP.
Increasing amplitude: 	0.2022 kV/m: 	 no AP.
Increasing amplitude: 	0.2066 kV/m: 	 no AP.
Increasing amplitude: 	0.2112 kV/m: 	 no AP.
Increasing amplitude: 	0.2158 kV/m: 	 no AP.
Increasing amplitude: 	0.2205 kV/m: 	 no AP.
Increasing amplitude: 	0.2254 kV/m: 	 no AP.
Increasing amplitude: 	0.2303 kV/m: 	 no AP.
Increasing amplitude: 	0.2353 kV/m: 	 no AP.
Increasing amplitude: 	0.2405 kV/m: 	 no AP.
Increasing amplitude: 	0.2457 kV/m: 	 no AP.
Increasing amplitude: 	0.2511 kV/m: 	 no AP.
Increasing amplitude: 	0.2566 kV/m: 	 no AP.
Increasing amplitude: 	0.2622 kV/m: 	 no AP.
Increasing amplitude: 	0.2680 kV/m: 	 no AP.
Increasing amplitude: 	0.2739 kV/m: 	 no AP.
Increasing amplitude: 	0.2799 kV/m: 	 no AP.
Increasing amplitude: 	0.2860 kV/m: 	 no AP.
Increasing amplitude: 	0.2922 kV/m: 	 no AP.
Increasing amplitude: 	0.2986 kV/m: 	 no AP.
Increasing amplitude: 	0.3052 kV/m: 	 no AP.
Increasing amplitude: 	0.3119 kV/m: 	 no AP.
Increasing amplitude: 	0.3187 kV/m: 	 no AP.
Increasing amplitude: 	0.3257 kV/m: 	 no AP.
Increasing amplitude: 	0.3328 kV/m: 	 no AP.
Increasing amplitude: 	0.3401 kV/m: 	 no AP.
Increasing amplitude: 	0.3475 kV/m: 	 no AP.
Increasing amplitude: 	0.3551 kV/m: 	 no AP.
Increasing amplitude: 	0.3629 kV/m: 	 no AP.
Increasing amplitude: 	0.3709 kV/m: 	 no AP.
Increasing amplitude: 	0.3790 kV/m: 	 no AP.
Increasing amplitude: 	0.3873 kV/m: 	 no AP.
Increasing amplitude: 	0.3958 kV/m: 	 no AP.
Increasing amplitude: 	0.4044 kV/m: 	 no AP.
Increasing amplitude: 	0.4133 kV/m: 	 no AP.
Increasing amplitude: 	0.4223 kV/m: 	 no AP.
Increasing amplitude: 	0.4316 kV/m: 	 no AP.
Increasing amplitude: 	0.4410 kV/m: 	 no AP.
Increasing amplitude: 	0.4507 kV/m: 	 no AP.
Increasing amplitude: 	0.4606 kV/m: 	 no AP.
Increasing amplitude: 	0.4707 kV/m: 	 no AP.
Increasing amplitude: 	0.4810 kV/m: 	 no AP.
Increasing amplitude: 	0.4915 kV/m: 	 no AP.
Increasing amplitude: 	0.5023 kV/m: 	 no AP.
Increasing amplitude: 	0.5133 kV/m: 	 no AP.
Increasing amplitude: 	0.5245 kV/m: 	 no AP.
Increasing amplitude: 	0.5360 kV/m: 	 no AP.
Increasing amplitude: 	0.5477 kV/m: 	 no AP.
Increasing amplitude: 	0.5597 kV/m: 	 no AP.
Increasing amplitude: 	0.5720 kV/m: 	 no AP.
Increasing amplitude: 	0.5845 kV/m: 	 no AP.
Increasing amplitude: 	0.5973 kV/m: 	 no AP.
Increasing amplitude: 	0.6104 kV/m: 	 no AP.
Increasing amplitude: 	0.6237 kV/m: 	 no AP.
Increasing amplitude: 	0.6374 kV/m: 	 no AP.
Increasing amplitude: 	0.6513 kV/m: 	 no AP.
Increasing amplitude: 	0.6656 kV/m: 	 no AP.
Increasing amplitude: 	0.6802 kV/m: 	 no AP.
Increasing amplitude: 	0.6951 kV/m: 	 AP.
Lower bound: 0.6802 kV/m.   Upper bound: 0.6951 kV/m.   Search amplitude: 0.6876 kV/m: AP.
Lower bound: 0.6802 kV/m.   Upper bound: 0.6876 kV/m.   Search amplitude: 0.6839 kV/m: no AP.
Lower bound: 0.6839 kV/m.   Upper bound: 0.6876 kV/m.   Search amplitude: 0.6857 kV/m: AP.
Binary search ended. Threshold: 0.6857 kV/m.
Percentage difference: 0.000 %.
 
Run time for search: 80.57 min.
 
-----------------------------------------------------------
Total run time: 83.844 min.
Results saved in UF_BndA_HH/Results/result_270.mat.
