Model type: 	Bend axon, antidromic
Parameter ID:	16
Pulse duration in ms:	0.0010
Field orientation in degrees:	112.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	26.3662 kV/m: 	 no AP.
Increasing amplitude: 	28.7525 kV/m: 	 no AP.
Increasing amplitude: 	31.3548 kV/m: 	 no AP.
Increasing amplitude: 	34.1927 kV/m: 	 no AP.
Increasing amplitude: 	37.2874 kV/m: 	 no AP.
Increasing amplitude: 	40.6622 kV/m: 	 no AP.
Increasing amplitude: 	44.3424 kV/m: 	 no AP.
Increasing amplitude: 	48.3558 kV/m: 	 no AP.
Increasing amplitude: 	52.7323 kV/m: 	 no AP.
Increasing amplitude: 	57.5050 kV/m: 	 no AP.
Increasing amplitude: 	62.7097 kV/m: 	 no AP.
Increasing amplitude: 	68.3854 kV/m: 	 no AP.
Increasing amplitude: 	74.5748 kV/m: 	 no AP.
Increasing amplitude: 	81.3244 kV/m: 	 no AP.
Increasing amplitude: 	88.6849 kV/m: 	 no AP.
Increasing amplitude: 	96.7115 kV/m: 	 no AP.
Increasing amplitude: 	0.1055 MV/m: 	 no AP.
Increasing amplitude: 	0.1150 MV/m: 	 no AP.
Increasing amplitude: 	0.1254 MV/m: 	 no AP.
Increasing amplitude: 	0.1368 MV/m: 	 no AP.
Increasing amplitude: 	0.1491 MV/m: 	 no AP.
Increasing amplitude: 	0.1626 MV/m: 	 no AP.
Increasing amplitude: 	0.1774 MV/m: 	 no AP.
Increasing amplitude: 	0.1934 MV/m: 	 no AP.
Increasing amplitude: 	0.2109 MV/m: 	 no AP.
Increasing amplitude: 	0.2300 MV/m: 	 no AP.
Increasing amplitude: 	0.2508 MV/m: 	 no AP.
Increasing amplitude: 	0.2735 MV/m: 	 no AP.
Increasing amplitude: 	0.2983 MV/m: 	 no AP.
Increasing amplitude: 	0.3253 MV/m: 	 no AP.
Increasing amplitude: 	0.3547 MV/m: 	 no AP.
Increasing amplitude: 	0.3868 MV/m: 	 no AP.
Increasing amplitude: 	0.4219 MV/m: 	 no AP.
Increasing amplitude: 	0.4600 MV/m: 	 no AP.
Increasing amplitude: 	0.5017 MV/m: 	 no AP.
Increasing amplitude: 	0.5471 MV/m: 	 no AP.
Increasing amplitude: 	0.5966 MV/m: 	 no AP.
Increasing amplitude: 	0.6506 MV/m: 	 no AP.
Increasing amplitude: 	0.7095 MV/m: 	 no AP.
Increasing amplitude: 	0.7737 MV/m: 	 no AP.
Increasing amplitude: 	0.8437 MV/m: 	 no AP.
Increasing amplitude: 	0.9201 MV/m: 	 no AP.
Increasing amplitude: 	1.0034 MV/m: 	 no AP.
Increasing amplitude: 	1.0942 MV/m: 	 no AP.
Increasing amplitude: 	1.1932 MV/m: 	 no AP.
Increasing amplitude: 	1.3012 MV/m: 	 no AP.
Increasing amplitude: 	1.4190 MV/m: 	 no AP.
Increasing amplitude: 	1.5474 MV/m: 	 no AP.
Increasing amplitude: 	1.6874 MV/m: 	 no AP.
Increasing amplitude: 	1.8402 MV/m: 	 no AP.
Increasing amplitude: 	2.0067 MV/m: 	 no AP.
Increasing amplitude: 	2.1883 MV/m: 	 no AP.
Increasing amplitude: 	2.3864 MV/m: 	 no AP.
Increasing amplitude: 	2.6024 MV/m: 	 no AP.
Increasing amplitude: 	2.8379 MV/m: 	 no AP.
Increasing amplitude: 	3.0948 MV/m: 	 no AP.
Increasing amplitude: 	3.3749 MV/m: 	 no AP.
Increasing amplitude: 	3.6803 MV/m: 	 no AP.
Increasing amplitude: 	4.0134 MV/m: 	 no AP.
Increasing amplitude: 	4.3767 MV/m: 	 no AP.
Increasing amplitude: 	4.7728 MV/m: 	 no AP.
Increasing amplitude: 	5.2048 MV/m: 	 no AP.
Increasing amplitude: 	5.6758 MV/m: 	 no AP.
Increasing amplitude: 	6.1895 MV/m: 	 no AP.
Increasing amplitude: 	6.7497 MV/m: 	 no AP.
Increasing amplitude: 	7.3606 MV/m: 	 no AP.
Increasing amplitude: 	8.0268 MV/m: 	 no AP.
Increasing amplitude: 	8.7533 MV/m: 	 no AP.
Increasing amplitude: 	9.5456 MV/m: 	 no AP.
Increasing amplitude: 	10.4095 MV/m: 	 no AP.
Increasing amplitude: 	11.3517 MV/m: 	 no AP.
Increasing amplitude: 	12.3791 MV/m: 	 no AP.
Increasing amplitude: 	13.4995 MV/m: 	 no AP.
Increasing amplitude: 	14.7213 MV/m: 	 no AP.
Increasing amplitude: 	16.0537 MV/m: 	 no AP.
Increasing amplitude: 	17.5067 MV/m: 	 no AP.
Increasing amplitude: 	19.0911 MV/m: 	 no AP.
Increasing amplitude: 	20.8190 MV/m: 	 no AP.
Increasing amplitude: 	22.7033 MV/m: 	 no AP.
Increasing amplitude: 	24.7582 MV/m: 	 no AP.
Increasing amplitude: 	26.9990 MV/m: 	 no AP.
Increasing amplitude: 	29.4426 MV/m: 	 no AP.
Increasing amplitude: 	32.1074 MV/m: 	 no AP.
Increasing amplitude: 	35.0133 MV/m: 	 no AP.
Increasing amplitude: 	38.1823 MV/m: 	 no AP.
Increasing amplitude: 	41.6381 MV/m: 	 no AP.
Increasing amplitude: 	45.4067 MV/m: 	 no AP.
Increasing amplitude: 	49.5163 MV/m: 	 no AP.
Increasing amplitude: 	53.9979 MV/m: 	 no AP.
Increasing amplitude: 	58.8851 MV/m: 	 no AP.
Increasing amplitude: 	64.2147 MV/m: 	 no AP.
Increasing amplitude: 	70.0266 MV/m: 	 no AP.
Increasing amplitude: 	76.3646 MV/m: 	 no AP.
Increasing amplitude: 	83.2762 MV/m: 	 no AP.
Increasing amplitude: 	90.8133 MV/m: 	 no AP.
Increasing amplitude: 	99.0326 MV/m: 	 no AP.
Increasing amplitude: 	0.1080 GV/m: 	 no AP.
Increasing amplitude: 	0.1178 GV/m: 	 no AP.
Increasing amplitude: 	0.1284 GV/m: 	 no AP.
Increasing amplitude: 	0.1401 GV/m: 	 no AP.
Increasing amplitude: 	0.1527 GV/m: 	 no AP.
Increasing amplitude: 	0.1666 GV/m: 	 no AP.
Increasing amplitude: 	0.1816 GV/m: 	 no AP.
Increasing amplitude: 	0.1981 GV/m: 	 no AP.
Increasing amplitude: 	0.2160 GV/m: 	 no AP.
Increasing amplitude: 	0.2355 GV/m: 	 no AP.
Increasing amplitude: 	0.2569 GV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 10.19 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	26.3662 kV/m: 	 no AP.
Increasing amplitude: 	28.7525 kV/m: 	 no AP.
Increasing amplitude: 	31.3548 kV/m: 	 no AP.
Increasing amplitude: 	34.1927 kV/m: 	 no AP.
Increasing amplitude: 	37.2874 kV/m: 	 no AP.
Increasing amplitude: 	40.6622 kV/m: 	 no AP.
Increasing amplitude: 	44.3424 kV/m: 	 no AP.
Increasing amplitude: 	48.3558 kV/m: 	 no AP.
Increasing amplitude: 	52.7323 kV/m: 	 no AP.
Increasing amplitude: 	57.5050 kV/m: 	 no AP.
Increasing amplitude: 	62.7097 kV/m: 	 no AP.
Increasing amplitude: 	68.3854 kV/m: 	 no AP.
Increasing amplitude: 	74.5748 kV/m: 	 no AP.
