Model type: 	Bend axon, antidromic
Parameter ID:	314
Pulse duration in ms:	0.1400
Field orientation in degrees:	15.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	17.8840  V/m: 	 no AP.
Increasing amplitude: 	19.5027  V/m: 	 no AP.
Increasing amplitude: 	21.2678  V/m: 	 no AP.
Increasing amplitude: 	23.1927  V/m: 	 no AP.
Increasing amplitude: 	25.2918  V/m: 	 no AP.
Increasing amplitude: 	27.5810  V/m: 	 no AP.
Increasing amplitude: 	30.0772  V/m: 	 no AP.
Increasing amplitude: 	32.7995  V/m: 	 no AP.
Increasing amplitude: 	35.7681  V/m: 	 no AP.
Increasing amplitude: 	39.0054  V/m: 	 no AP.
Increasing amplitude: 	42.5356  V/m: 	 no AP.
Increasing amplitude: 	46.3854  V/m: 	 no AP.
Increasing amplitude: 	50.5837  V/m: 	 no AP.
Increasing amplitude: 	55.1619  V/m: 	 no AP.
Increasing amplitude: 	60.1545  V/m: 	 no AP.
Increasing amplitude: 	65.5989  V/m: 	 no AP.
Increasing amplitude: 	71.5361  V/m: 	 no AP.
Increasing amplitude: 	78.0107  V/m: 	 no AP.
Increasing amplitude: 	85.0713  V/m: 	 no AP.
Increasing amplitude: 	92.7709  V/m: 	 no AP.
Increasing amplitude: 	0.1012 kV/m: 	 no AP.
Increasing amplitude: 	0.1103 kV/m: 	 no AP.
Increasing amplitude: 	0.1203 kV/m: 	 no AP.
Increasing amplitude: 	0.1312 kV/m: 	 no AP.
Increasing amplitude: 	0.1431 kV/m: 	 no AP.
Increasing amplitude: 	0.1560 kV/m: 	 AP.
Lower bound: 0.1431 kV/m.   Upper bound: 0.1560 kV/m.   Search amplitude: 0.1494 kV/m: no AP.
Lower bound: 0.1494 kV/m.   Upper bound: 0.1560 kV/m.   Search amplitude: 0.1527 kV/m: no AP.
Lower bound: 0.1527 kV/m.   Upper bound: 0.1560 kV/m.   Search amplitude: 0.1543 kV/m: no AP.
Lower bound: 0.1543 kV/m.   Upper bound: 0.1560 kV/m.   Search amplitude: 0.1552 kV/m: no AP.
Lower bound: 0.1552 kV/m.   Upper bound: 0.1560 kV/m.   Search amplitude: 0.1556 kV/m: AP.
Binary search ended. Threshold: 0.1556 kV/m.
 
Run time for search: 4.16 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	16.9015  V/m: 	 no AP.
Increasing amplitude: 	17.2716  V/m: 	 no AP.
Increasing amplitude: 	17.6498  V/m: 	 no AP.
Increasing amplitude: 	18.0363  V/m: 	 no AP.
Increasing amplitude: 	18.4312  V/m: 	 no AP.
Increasing amplitude: 	18.8348  V/m: 	 no AP.
Increasing amplitude: 	19.2472  V/m: 	 no AP.
Increasing amplitude: 	19.6687  V/m: 	 no AP.
Increasing amplitude: 	20.0994  V/m: 	 no AP.
Increasing amplitude: 	20.5395  V/m: 	 no AP.
Increasing amplitude: 	20.9893  V/m: 	 no AP.
Increasing amplitude: 	21.4489  V/m: 	 no AP.
Increasing amplitude: 	21.9185  V/m: 	 no AP.
Increasing amplitude: 	22.3985  V/m: 	 no AP.
Increasing amplitude: 	22.8889  V/m: 	 no AP.
Increasing amplitude: 	23.3901  V/m: 	 no AP.
Increasing amplitude: 	23.9023  V/m: 	 no AP.
