Model type: 	Axon terminal with synapse
Parameter ID:	312
Pulse duration in ms:	0.1000
Field orientation in degrees:	90.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	14.7476  V/m: 	 no AP.
Increasing amplitude: 	16.0824  V/m: 	 no AP.
Increasing amplitude: 	17.5380  V/m: 	 no AP.
Increasing amplitude: 	19.1253  V/m: 	 no AP.
Increasing amplitude: 	20.8563  V/m: 	 no AP.
Increasing amplitude: 	22.7439  V/m: 	 no AP.
Increasing amplitude: 	24.8024  V/m: 	 no AP.
Increasing amplitude: 	27.0472  V/m: 	 no AP.
Increasing amplitude: 	29.4952  V/m: 	 no AP.
Increasing amplitude: 	32.1648  V/m: 	 no AP.
Increasing amplitude: 	35.0759  V/m: 	 no AP.
Increasing amplitude: 	38.2506  V/m: 	 no AP.
Increasing amplitude: 	41.7125  V/m: 	 no AP.
Increasing amplitude: 	45.4878  V/m: 	 no AP.
Increasing amplitude: 	49.6048  V/m: 	 no AP.
Increasing amplitude: 	54.0945  V/m: 	 no AP.
Increasing amplitude: 	58.9904  V/m: 	 no AP.
Increasing amplitude: 	64.3295  V/m: 	 no AP.
Increasing amplitude: 	70.1518  V/m: 	 no AP.
Increasing amplitude: 	76.5011  V/m: 	 no AP.
Increasing amplitude: 	83.4251  V/m: 	 no AP.
Increasing amplitude: 	90.9757  V/m: 	 no AP.
Increasing amplitude: 	99.2097  V/m: 	 no AP.
Increasing amplitude: 	0.1082 kV/m: 	 no AP.
Increasing amplitude: 	0.1180 kV/m: 	 no AP.
Increasing amplitude: 	0.1287 kV/m: 	 no AP.
Increasing amplitude: 	0.1403 kV/m: 	 no AP.
Increasing amplitude: 	0.1530 kV/m: 	 no AP.
Increasing amplitude: 	0.1669 kV/m: 	 no AP.
Increasing amplitude: 	0.1820 kV/m: 	 no AP.
Increasing amplitude: 	0.1984 kV/m: 	 no AP.
Increasing amplitude: 	0.2164 kV/m: 	 no AP.
Increasing amplitude: 	0.2360 kV/m: 	 no AP.
Increasing amplitude: 	0.2573 kV/m: 	 no AP.
Increasing amplitude: 	0.2806 kV/m: 	 no AP.
Increasing amplitude: 	0.3060 kV/m: 	 no AP.
Increasing amplitude: 	0.3337 kV/m: 	 no AP.
Increasing amplitude: 	0.3639 kV/m: 	 no AP.
Increasing amplitude: 	0.3968 kV/m: 	 no AP.
Increasing amplitude: 	0.4328 kV/m: 	 no AP.
Increasing amplitude: 	0.4719 kV/m: 	 no AP.
Increasing amplitude: 	0.5146 kV/m: 	 no AP.
Increasing amplitude: 	0.5612 kV/m: 	 no AP.
Increasing amplitude: 	0.6120 kV/m: 	 no AP.
Increasing amplitude: 	0.6674 kV/m: 	 no AP.
Increasing amplitude: 	0.7278 kV/m: 	 no AP.
Increasing amplitude: 	0.7937 kV/m: 	 no AP.
Increasing amplitude: 	0.8655 kV/m: 	 no AP.
Increasing amplitude: 	0.9438 kV/m: 	 no AP.
Increasing amplitude: 	1.0293 kV/m: 	 no AP.
Increasing amplitude: 	1.1224 kV/m: 	 no AP.
Increasing amplitude: 	1.2240 kV/m: 	 no AP.
Increasing amplitude: 	1.3348 kV/m: 	 no AP.
Increasing amplitude: 	1.4556 kV/m: 	 no AP.
Increasing amplitude: 	1.5874 kV/m: 	 no AP.
Increasing amplitude: 	1.7310 kV/m: 	 no AP.
Increasing amplitude: 	1.8877 kV/m: 	 no AP.
Increasing amplitude: 	2.0585 kV/m: 	 no AP.
Increasing amplitude: 	2.2449 kV/m: 	 no AP.
Increasing amplitude: 	2.4480 kV/m: 	 no AP.
Increasing amplitude: 	2.6696 kV/m: 	 no AP.
Increasing amplitude: 	2.9112 kV/m: 	 no AP.
Increasing amplitude: 	3.1747 kV/m: 	 no AP.
Increasing amplitude: 	3.4620 kV/m: 	 no AP.
Increasing amplitude: 	3.7754 kV/m: 	 no AP.
Increasing amplitude: 	4.1171 kV/m: 	 no AP.
Increasing amplitude: 	4.4897 kV/m: 	 no AP.
Increasing amplitude: 	4.8961 kV/m: 	 no AP.
Increasing amplitude: 	5.3392 kV/m: 	 no AP.
Increasing amplitude: 	5.8224 kV/m: 	 no AP.
Increasing amplitude: 	6.3494 kV/m: 	 no AP.
Increasing amplitude: 	6.9241 kV/m: 	 no AP.
Increasing amplitude: 	7.5508 kV/m: 	 no AP.
Increasing amplitude: 	8.2342 kV/m: 	 no AP.
Increasing amplitude: 	8.9794 kV/m: 	 no AP.
Increasing amplitude: 	9.7921 kV/m: 	 no AP.
Increasing amplitude: 	10.6784 kV/m: 	 no AP.
Increasing amplitude: 	11.6449 kV/m: 	 no AP.
Increasing amplitude: 	12.6988 kV/m: 	 no AP.
Increasing amplitude: 	13.8482 kV/m: 	 no AP.
Increasing amplitude: 	15.1015 kV/m: 	 no AP.
Increasing amplitude: 	16.4684 kV/m: 	 no AP.
Increasing amplitude: 	17.9589 kV/m: 	 no AP.
Increasing amplitude: 	19.5843 kV/m: 	 no AP.
Increasing amplitude: 	21.3568 kV/m: 	 no AP.
Increasing amplitude: 	23.2898 kV/m: 	 no AP.
Increasing amplitude: 	25.3977 kV/m: 	 no AP.
Increasing amplitude: 	27.6964 kV/m: 	 no AP.
Increasing amplitude: 	30.2031 kV/m: 	 no AP.
Increasing amplitude: 	32.9367 kV/m: 	 no AP.
Increasing amplitude: 	35.9177 kV/m: 	 no AP.
Increasing amplitude: 	39.1686 kV/m: 	 no AP.
Increasing amplitude: 	42.7136 kV/m: 	 no AP.
Increasing amplitude: 	46.5795 kV/m: 	 no AP.
Increasing amplitude: 	50.7953 kV/m: 	 no AP.
Increasing amplitude: 	55.3927 kV/m: 	 no AP.
Increasing amplitude: 	60.4062 kV/m: 	 no AP.
Increasing amplitude: 	65.8734 kV/m: 	 no AP.
Increasing amplitude: 	71.8355 kV/m: 	 no AP.
Increasing amplitude: 	78.3371 kV/m: 	 no AP.
Increasing amplitude: 	85.4273 kV/m: 	 no AP.
Increasing amplitude: 	93.1591 kV/m: 	 no AP.
Increasing amplitude: 	0.1016 MV/m: 	 no AP.
Increasing amplitude: 	0.1108 MV/m: 	 no AP.
Increasing amplitude: 	0.1208 MV/m: 	 no AP.
Increasing amplitude: 	0.1317 MV/m: 	 no AP.
Increasing amplitude: 	0.1437 MV/m: 	 no AP.
All trials subthreshold. Threshold could not be determined.
 
 
Run time for search: 1.20 min.
 
-----------------------------------------------------------
Solver: MCE
 
Initial search with:  	14.7476  V/m: 	 no AP.
Increasing amplitude: 	16.0824  V/m: 	 no AP.
Increasing amplitude: 	17.5380  V/m: 	 no AP.
Increasing amplitude: 	19.1253  V/m: 	 no AP.
Increasing amplitude: 	20.8563  V/m: 	 no AP.
Increasing amplitude: 	22.7439  V/m: 	 no AP.
Increasing amplitude: 	24.8024  V/m: 	 no AP.
Increasing amplitude: 	27.0472  V/m: 	 no AP.
Increasing amplitude: 	29.4952  V/m: 	 no AP.
Increasing amplitude: 	32.1648  V/m: 	 no AP.
Increasing amplitude: 	35.0759  V/m: 	 no AP.
Increasing amplitude: 	38.2506  V/m: 	 no AP.
Increasing amplitude: 	41.7125  V/m: 	 no AP.
Increasing amplitude: 	45.4878  V/m: 	 no AP.
Increasing amplitude: 	49.6048  V/m: 	 no AP.
Increasing amplitude: 	54.0945  V/m: 	 no AP.
Increasing amplitude: 	58.9904  V/m: 	 no AP.
Increasing amplitude: 	64.3295  V/m: 	 no AP.
Increasing amplitude: 	70.1518  V/m: 	 no AP.
Increasing amplitude: 	76.5011  V/m: 	 no AP.
Increasing amplitude: 	83.4251  V/m: 	 no AP.
Increasing amplitude: 	90.9757  V/m: 	 no AP.
Increasing amplitude: 	99.2097  V/m: 	 no AP.
Increasing amplitude: 	0.1082 kV/m: 	 no AP.
Increasing amplitude: 	0.1180 kV/m: 	 no AP.
Increasing amplitude: 	0.1287 kV/m: 	 no AP.
Increasing amplitude: 	0.1403 kV/m: 	 no AP.
Increasing amplitude: 	0.1530 kV/m: 	 no AP.
Increasing amplitude: 	0.1669 kV/m: 	 no AP.
Increasing amplitude: 	0.1820 kV/m: 	 no AP.
Increasing amplitude: 	0.1984 kV/m: 	 no AP.
Increasing amplitude: 	0.2164 kV/m: 	 no AP.
Increasing amplitude: 	0.2360 kV/m: 	 no AP.
Increasing amplitude: 	0.2573 kV/m: 	 no AP.
Increasing amplitude: 	0.2806 kV/m: 	 no AP.
Increasing amplitude: 	0.3060 kV/m: 	 no AP.
Increasing amplitude: 	0.3337 kV/m: 	 no AP.
Increasing amplitude: 	0.3639 kV/m: 	 no AP.
Increasing amplitude: 	0.3968 kV/m: 	 no AP.
Increasing amplitude: 	0.4328 kV/m: 	 no AP.
Increasing amplitude: 	0.4719 kV/m: 	 no AP.
Increasing amplitude: 	0.5146 kV/m: 	 no AP.
Increasing amplitude: 	0.5612 kV/m: 	 no AP.
Increasing amplitude: 	0.6120 kV/m: 	 no AP.
Increasing amplitude: 	0.6674 kV/m: 	 no AP.
Increasing amplitude: 	0.7278 kV/m: 	 no AP.
Increasing amplitude: 	0.7937 kV/m: 	 no AP.
Increasing amplitude: 	0.8655 kV/m: 	 no AP.
Increasing amplitude: 	0.9438 kV/m: 	 no AP.
Increasing amplitude: 	1.0293 kV/m: 	 no AP.
Increasing amplitude: 	1.1224 kV/m: 	 no AP.
Increasing amplitude: 	1.2240 kV/m: 	 no AP.
Increasing amplitude: 	1.3348 kV/m: 	 no AP.
Increasing amplitude: 	1.4556 kV/m: 	 no AP.
Increasing amplitude: 	1.5874 kV/m: 	 no AP.
Increasing amplitude: 	1.7310 kV/m: 	 no AP.
Increasing amplitude: 	1.8877 kV/m: 	 no AP.
Increasing amplitude: 	2.0585 kV/m: 	 no AP.
Increasing amplitude: 	2.2449 kV/m: 	 no AP.
Increasing amplitude: 	2.4480 kV/m: 	 no AP.
Increasing amplitude: 	2.6696 kV/m: 	 no AP.
Increasing amplitude: 	2.9112 kV/m: 	 no AP.
Increasing amplitude: 	3.1747 kV/m: 	 AP.
Lower bound: 2.9112 kV/m.   Upper bound: 3.1747 kV/m.   Search amplitude: 3.0401 kV/m: AP.
Lower bound: 2.9112 kV/m.   Upper bound: 3.0401 kV/m.   Search amplitude: 2.9750 kV/m: no AP.
Lower bound: 2.9750 kV/m.   Upper bound: 3.0401 kV/m.   Search amplitude: 3.0074 kV/m: no AP.
Lower bound: 3.0074 kV/m.   Upper bound: 3.0401 kV/m.   Search amplitude: 3.0237 kV/m: no AP.
Lower bound: 3.0237 kV/m.   Upper bound: 3.0401 kV/m.   Search amplitude: 3.0319 kV/m: no AP.
Binary search ended. Threshold: 3.0319 kV/m.
Percentage difference: -100.000 %.
 
Run time for search: 1.52 min.
 
-----------------------------------------------------------
Total run time: 2.720 min.
Results saved in UF_TrmS_RMG/Results/result_312.mat.
