Model type: 	Axon terminal with synapse
Parameter ID:	384
Pulse duration in ms:	0.3100
Field orientation in degrees:	90.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	5.9490  V/m: 	 no AP.
Increasing amplitude: 	6.4874  V/m: 	 no AP.
Increasing amplitude: 	7.0746  V/m: 	 no AP.
Increasing amplitude: 	7.7149  V/m: 	 no AP.
Increasing amplitude: 	8.4131  V/m: 	 no AP.
Increasing amplitude: 	9.1746  V/m: 	 no AP.
Increasing amplitude: 	10.0049  V/m: 	 no AP.
Increasing amplitude: 	10.9105  V/m: 	 no AP.
Increasing amplitude: 	11.8979  V/m: 	 no AP.
Increasing amplitude: 	12.9748  V/m: 	 no AP.
Increasing amplitude: 	14.1491  V/m: 	 no AP.
Increasing amplitude: 	15.4297  V/m: 	 no AP.
Increasing amplitude: 	16.8262  V/m: 	 no AP.
Increasing amplitude: 	18.3491  V/m: 	 no AP.
Increasing amplitude: 	20.0099  V/m: 	 no AP.
Increasing amplitude: 	21.8209  V/m: 	 no AP.
Increasing amplitude: 	23.7959  V/m: 	 no AP.
Increasing amplitude: 	25.9496  V/m: 	 no AP.
Increasing amplitude: 	28.2982  V/m: 	 no AP.
Increasing amplitude: 	30.8594  V/m: 	 no AP.
Increasing amplitude: 	33.6525  V/m: 	 no AP.
Increasing amplitude: 	36.6983  V/m: 	 no AP.
Increasing amplitude: 	40.0198  V/m: 	 no AP.
Increasing amplitude: 	43.6418  V/m: 	 no AP.
Increasing amplitude: 	47.5918  V/m: 	 no AP.
Increasing amplitude: 	51.8992  V/m: 	 no AP.
Increasing amplitude: 	56.5965  V/m: 	 no AP.
Increasing amplitude: 	61.7189  V/m: 	 no AP.
Increasing amplitude: 	67.3049  V/m: 	 no AP.
Increasing amplitude: 	73.3965  V/m: 	 no AP.
Increasing amplitude: 	80.0395  V/m: 	 no AP.
Increasing amplitude: 	87.2837  V/m: 	 no AP.
Increasing amplitude: 	95.1835  V/m: 	 no AP.
Increasing amplitude: 	0.1038 kV/m: 	 no AP.
Increasing amplitude: 	0.1132 kV/m: 	 no AP.
Increasing amplitude: 	0.1234 kV/m: 	 no AP.
Increasing amplitude: 	0.1346 kV/m: 	 no AP.
Increasing amplitude: 	0.1468 kV/m: 	 no AP.
Increasing amplitude: 	0.1601 kV/m: 	 no AP.
Increasing amplitude: 	0.1746 kV/m: 	 no AP.
Increasing amplitude: 	0.1904 kV/m: 	 no AP.
Increasing amplitude: 	0.2076 kV/m: 	 no AP.
Increasing amplitude: 	0.2264 kV/m: 	 no AP.
Increasing amplitude: 	0.2469 kV/m: 	 no AP.
Increasing amplitude: 	0.2692 kV/m: 	 no AP.
Increasing amplitude: 	0.2936 kV/m: 	 no AP.
Increasing amplitude: 	0.3202 kV/m: 	 no AP.
Increasing amplitude: 	0.3491 kV/m: 	 no AP.
Increasing amplitude: 	0.3807 kV/m: 	 no AP.
Increasing amplitude: 	0.4152 kV/m: 	 no AP.
Increasing amplitude: 	0.4528 kV/m: 	 no AP.
Increasing amplitude: 	0.4938 kV/m: 	 no AP.
Increasing amplitude: 	0.5384 kV/m: 	 no AP.
Increasing amplitude: 	0.5872 kV/m: 	 no AP.
Increasing amplitude: 	0.6403 kV/m: 	 no AP.
Increasing amplitude: 	0.6983 kV/m: 	 no AP.
Increasing amplitude: 	0.7615 kV/m: 	 no AP.
Increasing amplitude: 	0.8304 kV/m: 	 no AP.
Increasing amplitude: 	0.9055 kV/m: 	 no AP.
Increasing amplitude: 	0.9875 kV/m: 	 no AP.
Increasing amplitude: 	1.0769 kV/m: 	 no AP.
Increasing amplitude: 	1.1743 kV/m: 	 no AP.
Increasing amplitude: 	1.2806 kV/m: 	 no AP.
Increasing amplitude: 	1.3965 kV/m: 	 no AP.
Increasing amplitude: 	1.5229 kV/m: 	 no AP.
Increasing amplitude: 	1.6608 kV/m: 	 no AP.
Increasing amplitude: 	1.8111 kV/m: 	 no AP.
Increasing amplitude: 	1.9750 kV/m: 	 no AP.
Increasing amplitude: 	2.1538 kV/m: 	 no AP.
Increasing amplitude: 	2.3487 kV/m: 	 no AP.
Increasing amplitude: 	2.5613 kV/m: 	 no AP.
Increasing amplitude: 	2.7931 kV/m: 	 no AP.
Increasing amplitude: 	3.0459 kV/m: 	 no AP.
Increasing amplitude: 	3.3215 kV/m: 	 no AP.
Increasing amplitude: 	3.6222 kV/m: 	 no AP.
Increasing amplitude: 	3.9500 kV/m: 	 no AP.
Increasing amplitude: 	4.3075 kV/m: 	 no AP.
Increasing amplitude: 	4.6974 kV/m: 	 no AP.
