Model type: 	Axon terminal with synapse
Parameter ID:	528
Pulse duration in ms:	3.1000
Field orientation in degrees:	90.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	3.0448  V/m: 	 no AP.
Increasing amplitude: 	3.3204  V/m: 	 no AP.
Increasing amplitude: 	3.6209  V/m: 	 no AP.
Increasing amplitude: 	3.9486  V/m: 	 no AP.
Increasing amplitude: 	4.3060  V/m: 	 no AP.
Increasing amplitude: 	4.6957  V/m: 	 no AP.
Increasing amplitude: 	5.1207  V/m: 	 no AP.
Increasing amplitude: 	5.5842  V/m: 	 no AP.
Increasing amplitude: 	6.0896  V/m: 	 no AP.
Increasing amplitude: 	6.6407  V/m: 	 no AP.
Increasing amplitude: 	7.2418  V/m: 	 no AP.
Increasing amplitude: 	7.8972  V/m: 	 no AP.
Increasing amplitude: 	8.6119  V/m: 	 no AP.
Increasing amplitude: 	9.3914  V/m: 	 no AP.
Increasing amplitude: 	10.2414  V/m: 	 no AP.
Increasing amplitude: 	11.1683  V/m: 	 no AP.
Increasing amplitude: 	12.1791  V/m: 	 no AP.
Increasing amplitude: 	13.2814  V/m: 	 no AP.
Increasing amplitude: 	14.4835  V/m: 	 no AP.
Increasing amplitude: 	15.7944  V/m: 	 no AP.
Increasing amplitude: 	17.2239  V/m: 	 no AP.
Increasing amplitude: 	18.7828  V/m: 	 no AP.
Increasing amplitude: 	20.4828  V/m: 	 no AP.
Increasing amplitude: 	22.3366  V/m: 	 no AP.
Increasing amplitude: 	24.3583  V/m: 	 no AP.
Increasing amplitude: 	26.5629  V/m: 	 no AP.
Increasing amplitude: 	28.9670  V/m: 	 no AP.
Increasing amplitude: 	31.5888  V/m: 	 no AP.
Increasing amplitude: 	34.4478  V/m: 	 no AP.
Increasing amplitude: 	37.5656  V/m: 	 no AP.
Increasing amplitude: 	40.9656  V/m: 	 no AP.
Increasing amplitude: 	44.6733  V/m: 	 no AP.
Increasing amplitude: 	48.7165  V/m: 	 no AP.
Increasing amplitude: 	53.1258  V/m: 	 no AP.
Increasing amplitude: 	57.9340  V/m: 	 no AP.
Increasing amplitude: 	63.1775  V/m: 	 no AP.
Increasing amplitude: 	68.8956  V/m: 	 no AP.
Increasing amplitude: 	75.1312  V/m: 	 no AP.
Increasing amplitude: 	81.9311  V/m: 	 no AP.
Increasing amplitude: 	89.3465  V/m: 	 no AP.
Increasing amplitude: 	97.4331  V/m: 	 no AP.
Increasing amplitude: 	0.1063 kV/m: 	 no AP.
Increasing amplitude: 	0.1159 kV/m: 	 no AP.
Increasing amplitude: 	0.1264 kV/m: 	 no AP.
Increasing amplitude: 	0.1378 kV/m: 	 no AP.
Increasing amplitude: 	0.1503 kV/m: 	 no AP.
Increasing amplitude: 	0.1639 kV/m: 	 no AP.
Increasing amplitude: 	0.1787 kV/m: 	 no AP.
Increasing amplitude: 	0.1949 kV/m: 	 no AP.
Increasing amplitude: 	0.2125 kV/m: 	 no AP.
Increasing amplitude: 	0.2317 kV/m: 	 no AP.
Increasing amplitude: 	0.2527 kV/m: 	 no AP.
Increasing amplitude: 	0.2756 kV/m: 	 no AP.
Increasing amplitude: 	0.3005 kV/m: 	 no AP.
Increasing amplitude: 	0.3277 kV/m: 	 no AP.
Increasing amplitude: 	0.3574 kV/m: 	 no AP.
