Model type: 	Axon terminal with synapse
Parameter ID:	288
Pulse duration in ms:	0.0680
Field orientation in degrees:	90.0
-----------------------------------------------------------
Solver: CE
 
Initial search with:  	20.9255  V/m: 	 no AP.
Increasing amplitude: 	22.8195  V/m: 	 no AP.
Increasing amplitude: 	24.8848  V/m: 	 no AP.
Increasing amplitude: 	27.1371  V/m: 	 no AP.
Increasing amplitude: 	29.5932  V/m: 	 no AP.
Increasing amplitude: 	32.2716  V/m: 	 no AP.
Increasing amplitude: 	35.1924  V/m: 	 no AP.
Increasing amplitude: 	38.3776  V/m: 	 no AP.
Increasing amplitude: 	41.8511  V/m: 	 no AP.
Increasing amplitude: 	45.6389  V/m: 	 no AP.
Increasing amplitude: 	49.7696  V/m: 	 no AP.
Increasing amplitude: 	54.2741  V/m: 	 no AP.
Increasing amplitude: 	59.1864  V/m: 	 no AP.
Increasing amplitude: 	64.5432  V/m: 	 no AP.
Increasing amplitude: 	70.3848  V/m: 	 no AP.
Increasing amplitude: 	76.7552  V/m: 	 no AP.
Increasing amplitude: 	83.7022  V/m: 	 no AP.
Increasing amplitude: 	91.2778  V/m: 	 no AP.
Increasing amplitude: 	99.5392  V/m: 	 no AP.
Increasing amplitude: 	0.1085 kV/m: 	 no AP.
Increasing amplitude: 	0.1184 kV/m: 	 no AP.
Increasing amplitude: 	0.1291 kV/m: 	 no AP.
Increasing amplitude: 	0.1408 kV/m: 	 no AP.
Increasing amplitude: 	0.1535 kV/m: 	 no AP.
Increasing amplitude: 	0.1674 kV/m: 	 no AP.
Increasing amplitude: 	0.1826 kV/m: 	 no AP.
Increasing amplitude: 	0.1991 kV/m: 	 no AP.
Increasing amplitude: 	0.2171 kV/m: 	 no AP.
Increasing amplitude: 	0.2367 kV/m: 	 no AP.
Increasing amplitude: 	0.2582 kV/m: 	 no AP.
Increasing amplitude: 	0.2815 kV/m: 	 no AP.
Increasing amplitude: 	0.3070 kV/m: 	 no AP.
Increasing amplitude: 	0.3348 kV/m: 	 no AP.
Increasing amplitude: 	0.3651 kV/m: 	 no AP.
Increasing amplitude: 	0.3982 kV/m: 	 no AP.
Increasing amplitude: 	0.4342 kV/m: 	 no AP.
Increasing amplitude: 	0.4735 kV/m: 	 no AP.
Increasing amplitude: 	0.5163 kV/m: 	 no AP.
Increasing amplitude: 	0.5631 kV/m: 	 no AP.
